time,wx,wy,wz
65121,-28.6,57.7,-28.1
65156,-6.0,-109.6,38.3
65192,0.3,-17.2,46.9
65210,-6.1,11.1,-1.9
65231,8.8,-5.2,24.9
65238,-3.7,62.5,18.8
65244,-29.7,17.0,-10.2
65250,-5.3,89.6,-50.8
65256,5.3,144.8,-68.7
65263,-4.4,118.9,-43.4
65269,-15.6,104.5,-31.5
65275,-19.1,95.6,-52.6
65281,-37.3,79.4,-37.5
65288,-54.1,30.3,-13.1
65294,-39.4,22.8,-12.0
65300,6.3,12.1,2.8
65306,-18.7,34.0,-27.7
65313,-31.4,44.9,-55.4
65319,-10.1,58.8,-64.8
65325,24.7,81.8,-9.3
65331,-10.2,50.1,12.3
65338,-32.9,38.6,1.9
65344,-36.7,49.0,-9.9
65350,-36.3,66.5,-5.9
65356,-46.4,67.4,6.5
65363,-34.0,31.8,39.2
65369,-7.1,-4.9,54.4
65375,-11.9,70.6,27.2
65381,-36.5,51.0,2.9
65388,-39.6,5.4,-33.9
65394,-8.5,38.0,-51.8
65400,36.8,136.5,-12.1
65406,-3.2,74.2,9.3
65413,-28.0,51.8,-6.3
65419,-28.4,18.4,-33.6
65425,-8.1,15.8,-25.1
65431,8.9,-2.5,23.3
65438,2.8,-25.2,26.5
65444,-12.7,-8.1,-9.1
65450,-12.5,4.1,-37.2
65456,2.6,35.2,-47.5
65463,7.1,42.5,-9.1
65469,-8.0,8.6,27.0
65475,-19.5,17.1,17.3
65481,-28.5,5.2,7.7
65488,-17.1,-7.5,13.7
65494,2.8,-0.3,16.2
65500,10.5,21.7,10.8
65506,-6.5,21.6,1.6
65513,-13.9,9.6,-7.2
65519,-3.9,14.6,-10.6
65525,2.5,20.8,-6.3
65531,-3.3,1.4,2.4
65538,-7.9,-6.2,3.0
65544,-3.5,-1.4,3.2
65550,1.7,3.0,0.6
65556,-1.6,3.0,-0.7
65563,-2.7,0.7,-0.4
65569,0.0,0.9,-1.8
65575,0.2,-2.1,0.3
65581,1.3,-5.8,1.6
65588,2.8,-1.8,0.3
65594,-0.8,0.6,0.7
65600,-3.7,-0.7,-1.0
65606,-2.5,-4.5,-2.1
65613,0.9,-2.5,1.1
65619,4.4,-0.8,2.4
65625,4.1,-4.0,2.6
65631,2.1,-0.4,2.1
65638,1.4,-0.2,-0.4
65644,-0.9,2.4,-0.9
65650,-4.2,5.8,-0.4
65656,-9.3,6.5,0.0
65663,-6.0,9.0,1.4
65669,3.7,8.5,3.1
65675,9.8,9.4,6.4
65681,12.8,9.8,10.7
65688,12.0,4.0,20.1
65694,20.9,-9.5,41.0
65700,72.2,-35.3,70.6
65706,117.3,-55.7,73.5
65713,128.3,-70.6,84.0
65719,105.7,-137.5,89.6
65725,101.6,-29.4,61.7
65731,57.4,8.6,4.6
65738,-17.8,90.7,-43.6
65744,-91.4,121.5,-88.1
65750,-115.8,608.3,-24.2
65756,-226.3,101.1,72.1
65763,-240.4,-9.5,67.9
65769,-155.4,280.0,71.1
65775,-81.6,182.2,102.8
65781,-2.6,209.5,61.6
65788,-14.4,444.9,-5.3
65794,-133.8,197.5,13.5
65800,17.7,319.5,41.7
65806,31.4,191.4,52.1
65813,50.1,140.0,27.8
65819,32.3,116.6,-36.6
65825,9.5,135.8,-73.0
65831,12.5,108.5,-86.8
65838,7.2,87.7,-76.8
65844,21.9,44.4,-38.0
65850,-12.1,51.3,-47.3
65856,-49.4,56.5,-48.7
65863,-62.1,36.0,-47.1
65869,-26.4,-31.5,-24.1
65875,-3.1,-97.3,-15.5
65881,-11.6,-42.5,-3.9
65888,16.7,-164.9,-30.5
65894,78.0,-143.7,-32.1
65900,131.2,-141.8,4.4
65906,4.1,-156.8,37.8
65913,42.7,-320.0,12.3
65919,107.1,-247.1,31.5
65925,109.6,-113.5,-40.8
65931,-185.5,-172.4,-16.1
65938,-163.8,-542.0,69.3
65944,-58.4,-83.9,19.1
65950,-76.5,-68.1,53.6
65956,-45.1,-151.9,58.7
65963,58.1,-80.7,41.6
65969,37.5,-132.5,48.5
65975,25.6,-128.3,50.6
65981,-3.5,-89.5,60.6
65988,-8.6,-60.7,39.9
65994,2.3,-44.5,36.2
66000,3.9,-50.7,29.7
66006,1.9,-36.3,23.1
66013,1.7,-26.8,-0.7
66019,15.0,-10.7,-16.4
66025,9.2,-25.9,-6.9
66031,8.1,-29.3,16.8
66038,1.4,-28.1,16.1
66044,-10.4,-17.3,11.6
