time,ax,ay,az
38639,96,139,1003
38646,82,175,937
38652,35,151,1008
38658,-6,174,1034
38664,-21,154,1023
38671,-10,214,983
38677,25,124,1010
38683,-17,173,1028
38689,-22,177,1014
38696,-54,156,1040
38702,-43,185,994
38708,-10,137,1001
38714,-47,172,1044
38721,-10,127,1027
38727,-8,163,996
38733,0,147,985
38739,-50,139,1044
38746,0,164,977
38752,19,135,1000
38758,-8,146,1041
38764,-15,143,1029
38771,-9,139,1023
38777,10,103,1032
38783,-6,77,1020
38789,-62,53,1033
38796,-83,157,1013
38802,-30,215,933
38808,1,195,959
38814,-28,204,1032
38821,25,219,948
38827,-141,265,881
38833,-693,498,614
38839,-760,155,361
38846,-276,-53,-548
38852,166,-160,-768
38858,397,-576,-276
38864,698,-163,-77
38871,499,-731,261
38877,-892,-842,115
38883,-1998,-292,-387
38889,-1998,129,-1183
38896,-1987,1151,-1725
38902,-1998,1067,-404
38908,-1998,1955,-220
38914,-1860,1146,-470
38921,-1699,810,-16
38927,-1454,812,-316
38933,-1363,126,104
38939,-1263,126,195
38946,-841,221,-216
38952,-1663,-1816,1155
38958,-532,-100,131
38964,-204,33,186
38971,-441,-67,386
38977,-685,-190,725
38983,-666,-22,850
38989,-742,-80,962
38996,-581,44,1018
39002,-653,174,847
39008,-528,226,966
39014,-385,76,752
39021,-438,112,900
39027,-189,62,915
39033,201,-278,948
39039,364,1338,573
39046,237,1020,479
39052,615,163,480
39058,590,536,696
39064,859,641,387
39071,702,668,645
39077,645,565,660
39083,681,637,161
39089,625,372,486
39096,852,583,18
39102,615,772,279
39108,360,265,892
39114,690,-140,409
39121,971,946,193
39127,668,428,424
39133,750,615,225
39139,835,24,593
39146,906,544,746
39152,236,1095,1390
39158,613,18,192
39164,324,-625,889
39171,427,-80,472
39177,654,541,350
39183,336,-305,462
39189,327,332,92
39196,481,-116,-108
39202,427,1317,-474
39208,279,1385,-37
39214,-25,887,181
39221,-121,584,-52
39227,-129,448,-185
39233,-150,841,-121
39239,-423,485,420
39246,-393,1499,-198
39252,-565,770,354
39258,-832,1123,468
39264,-730,1399,129
39271,-720,1251,-332
39277,-1111,1368,-45
39283,-1011,933,355
39289,-862,1071,170
39296,-758,1471,-512
39302,-1232,1128,967
39308,-1636,1925,381
39314,-1438,1555,950
39321,-1141,1817,678
39327,-275,1103,292
39333,-285,1160,415
39339,-473,994,124
39346,-901,1282,664
39352,-860,516,689
39358,-595,539,236
39364,-905,222,-91
39371,-278,331,-721
39377,-31,303,-837
39383,-190,187,-65
39389,191,635,-492
39396,158,930,-174
39402,-1998,806,475
39408,-751,1024,304
39414,28,845,-197
39421,-294,833,-9
39427,581,1351,-845
39433,-133,856,234
39439,-139,1463,387
39446,371,816,-227
39452,-514,932,767
39458,50,477,71
39464,-235,753,464
39471,-271,423,472
39477,-307,563,566
39483,-254,902,524
39489,480,887,-95
39496,-157,1036,540
39502,-395,1003,787
39508,-711,1442,474
40887,-57,963,52
40894,-50,977,59
40962,-39,969,69
40969,-50,955,72
40975,-42,959,67
40981,-52,966,67
40987,-57,986,65
40994,-53,992,58
41000,-49,963,60
41006,-48,967,55
41012,-47,976,56
41019,-70,950,69
41025,-55,966,40
41031,-45,1010,35
41037,-59,991,56
41044,-58,971,63
41050,-44,970,52
41056,-29,959,46
41062,-36,961,43
41069,-55,988,48
41075,-57,988,44
