time,ax,ay,az
128464,-252,12,920
128471,-220,28,976
128477,-246,40,1044
128483,-250,51,1040
128489,-239,75,972
128496,-316,146,1001
128502,-352,156,991
128508,-364,82,1007
128514,-240,83,932
128521,-147,66,927
128527,-149,-34,1051
128533,-177,-2,1030
128539,-201,64,995
128546,-192,117,996
128552,-164,193,972
128558,-165,176,974
128564,-227,183,951
128571,-328,163,1021
128577,-290,178,984
128583,-212,104,987
128589,-185,156,961
128596,-236,159,970
128602,-205,145,956
128608,-229,104,964
128614,-353,92,988
128621,-434,145,917
128627,-531,250,814
128633,-413,125,752
128639,-440,113,633
128646,-325,30,266
128652,-133,-75,-4
128658,-17,-275,115
128664,120,-250,203
128671,480,-477,418
128677,763,-537,640
128683,-178,-742,563
128689,-1747,295,620
128696,-1998,1017,351
128702,-1998,1417,600
128708,-1863,970,715
128714,-1225,881,734
128721,-706,756,557
128727,-656,711,477
128733,-637,674,407
128739,-571,666,327
128746,-624,630,305
128752,-676,629,334
128758,-825,667,345
128764,-752,596,348
128771,-423,479,349
128777,-274,538,548
128783,-182,724,606
128789,-151,899,510
128796,-102,992,366
128802,-10,936,407
128808,-167,948,508
128814,-223,928,491
128821,-172,893,439
128827,-89,862,410
128833,-120,746,474
128839,-153,690,495
128846,-208,782,500
128852,-164,901,443
128858,-163,990,441
128864,-175,939,433
128871,-384,933,370
128877,-243,811,255
128883,-325,753,296
128889,-351,826,221
128896,-468,1019,208
128902,-442,941,259
128908,-336,827,261
128914,-335,892,282
128921,-350,930,271
128927,-336,899,265
128933,-320,838,293
128939,-315,801,321
128946,-194,774,374
128952,-241,1043,312
128958,-312,1085,280
128964,-139,774,253
128971,-240,770,330
128977,-242,1043,205
128983,-355,1073,232
128989,-302,864,259
128996,-270,845,254
129002,-259,911,239
129008,-324,948,258
129014,-276,914,247
129021,-268,882,253
129027,-265,912,236
129033,-286,927,244
129039,-287,908,257
129046,-279,917,255
129052,-257,925,246
129058,-280,953,244
129064,-269,931,237
129071,-286,932,235
129077,-261,896,229
129083,-269,914,245
129089,-291,949,254
129096,-256,905,248
129102,-247,903,240
129108,-264,919,253
129114,-271,918,266
129121,-241,912,254
129127,-254,916,256
129133,-254,916,263
129139,-240,916,264
129146,-235,937,253
129152,-242,916,265
129158,-216,904,251
129164,-252,927,269
129171,-241,936,266
129177,-218,925,250
129183,-228,900,258
129189,-241,919,266
129196,-213,915,262
129202,-233,944,268
129208,-219,904,261
129214,-251,941,273
129221,-209,909,257
129227,-231,911,275
129233,-235,927,271
129239,-208,900,269
129246,-242,922,279
129252,-210,911,274
129258,-216,960,268
129264,-222,919,270
129271,-212,930,256
129277,-240,924,278
129283,-218,909,271
129289,-240,929,284
129296,-219,901,284
129302,-221,914,278
129308,-208,898,290
129314,-214,939,294
129321,-217,933,293
129327,-194,902,286
129333,-222,914,301
129339,-220,925,285
129346,-241,902,304
129352,-212,908,294
129358,-256,937,305
129364,-192,884,281
129371,-203,919,304
129377,-174,911,309
129383,-158,911,321
129389,-143,918,319
129396,-163,906,340
129402,-110,904,321
129408,-119,926,350
129414,-49,913,344
129421,-82,946,379
130502,118,1149,-242
130516,601,1098,-591
130565,26,823,-338
130572,3,987,-363
130584,-114,1438,-361
130605,-107,791,-358
130616,114,768,-144
130623,148,543,-70
130668,346,855,-238
130708,-234,911,-169
130720,-119,1433,-121
