time,wx,wy,wz
53659,11.3,-21.9,11.2
53673,13.1,-5.1,-1.4
53685,14.4,-32.8,37.9
53706,28.3,-21.2,22.1
53746,2.9,-19.6,13.8
53757,-30.8,-76.3,38.7
53769,41.5,26.9,5.8
53781,23.0,-14.8,-1.6
53787,-2.3,-13.0,-9.7
53793,-13.5,-3.2,-17.8
53799,1.8,37.1,-28.7
53806,0.6,27.8,-31.5
53812,4.1,39.4,-44.6
53818,0.1,47.8,-17.0
53824,-10.1,-0.7,5.3
53831,0.7,-10.8,-4.7
53837,14.2,-1.4,-6.6
53843,11.8,8.8,-1.6
53849,4.9,10.2,-9.7
53856,4.2,-5.3,-13.0
53862,4.2,-20.1,-5.1
53868,16.2,13.0,-6.7
53874,28.4,58.1,-23.8
53881,22.4,-6.8,-23.4
53887,14.0,-17.2,-19.1
53893,-7.7,-26.4,-12.4
53899,-15.1,-34.4,-18.2
53906,-16.2,-29.8,-30.8
53912,-9.5,2.8,-26.6
53918,-7.7,5.6,-15.9
53924,-10.1,3.5,-6.4
53931,-8.2,8.8,3.0
53937,-5.4,12.9,6.1
53943,-7.7,10.0,5.0
53949,-8.5,16.5,2.6
53956,0.6,16.3,6.0
53962,10.7,9.4,13.1
53968,-0.5,-20.8,29.2
53974,-7.9,-28.3,21.9
53981,-6.5,-32.3,6.9
53987,6.4,-2.8,-2.2
53993,9.3,-7.8,0.4
53999,12.8,15.4,3.7
54006,14.2,27.7,8.8
54012,10.1,11.7,9.5
54018,-6.0,13.6,14.2
54024,-21.7,-3.5,14.4
54031,-14.8,4.5,11.9
54037,-4.6,-3.9,14.9
54043,-3.4,-7.9,13.5
54049,2.7,10.4,0.4
54056,3.2,19.7,-12.1
54062,-3.2,7.4,-10.9
54068,-6.7,-1.7,-2.2
54074,-10.5,-16.5,8.1
54081,-16.1,-28.6,9.8
54087,-16.1,-17.0,8.8
54093,-8.2,-2.6,12.5
54099,-6.3,22.9,18.8
54106,-24.4,21.4,28.9
54112,-34.5,-66.3,19.0
54118,13.3,132.7,-5.6
54124,-13.0,60.4,-19.5
54131,-17.5,14.5,-20.2
54137,-4.6,45.2,-7.8
54143,-7.2,73.0,-9.9
54149,-12.2,71.8,-28.0
54156,-16.8,53.3,-41.5
54162,-21.5,39.7,-40.7
54168,-16.3,37.8,-43.2
54174,-3.0,46.8,-43.9
54181,30.3,68.3,-23.2
54187,10.5,7.0,-31.5
54193,-18.7,2.3,-42.8
54199,-20.2,27.5,-57.1
54206,2.6,60.7,-53.5
54212,12.1,47.1,-45.2
54218,5.4,25.7,-33.4
54224,-4.9,28.0,-24.2
54231,-3.2,25.8,-22.2
54237,-3.5,24.3,-10.7
54243,-10.8,5.5,4.3
54249,3.5,46.2,-2.5
54256,6.0,51.8,-11.1
54262,-4.8,13.7,-25.3
54268,-15.6,-22.8,-47.9
54274,-1.1,48.0,-33.5
54281,-12.1,33.5,14.4
54287,5.3,16.8,27.4
54293,0.0,9.5,-17.2
54299,-2.0,4.7,-43.0
54306,-7.1,17.8,-69.9
54312,-0.3,18.2,-38.5
54318,-4.3,9.4,-9.8
54324,-13.5,4.7,-2.1
54331,-12.7,19.6,-10.7
54337,-2.9,37.5,-14.3
54343,-1.8,32.6,-8.3
54349,-9.5,24.2,-7.9
54356,-7.4,19.9,-10.0
54362,-1.8,19.7,-9.5
54368,-5.6,16.4,-13.2
54374,-12.6,17.8,-16.3
54381,-9.5,14.4,-10.9
54387,-5.0,12.1,-0.9
54393,-4.3,-4.7,7.7
54399,2.8,-8.9,7.3
54406,4.9,-7.4,9.2
54412,1.0,-6.1,6.6
54418,-1.5,-1.6,-0.7
54424,-3.9,-2.2,-0.4
54431,-5.8,0.4,0.9
54437,-11.1,9.5,3.5
54443,-11.7,10.5,1.7
54449,-11.7,8.4,0.9
54456,-11.3,-1.0,2.4
54462,-4.0,-4.2,-6.9
54468,-3.1,-9.7,-1.9
54474,-0.4,-9.6,6.8
54481,4.7,0.7,-2.1
54487,3.5,3.2,-2.4
54493,5.9,-1.4,-1.2
54499,9.3,4.9,-4.9
54506,8.4,6.5,-9.8
54512,7.6,17.3,-10.6
54518,7.9,2.6,-3.5
54524,15.7,9.4,0.5
54531,9.0,2.8,-4.5
54537,5.4,-13.3,-14.4
54543,9.8,-5.8,-29.2
54549,6.5,-3.6,-13.5
54556,-3.2,-7.7,8.6
54562,-6.3,2.7,3.5
54568,-2.0,16.6,-8.6
54574,-4.6,20.5,-24.1
54581,0.2,4.0,-14.1
54587,20.3,27.7,-0.2
54593,12.1,3.0,14.3
54599,1.9,8.1,-7.8
54606,3.9,6.9,-4.1
54612,5.7,13.5,11.1
54618,-11.6,12.1,21.2
54624,-24.5,3.6,13.5
54631,-24.6,18.2,0.0
54637,-21.2,35.8,-8.8
54643,-18.5,68.4,-40.4
54649,-16.8,76.2,-28.9
54656,-25.1,7.7,-21.2
54662,-3.9,185.0,-34.5
54668,-47.1,34.9,-34.6
54674,-19.0,53.4,-29.7
54681,-15.9,50.2,-15.3
54687,-20.7,45.7,-9.8
54693,-3.5,49.4,-15.3
54699,18.9,48.7,-16.0
54706,21.4,34.5,-24.7
54712,18.8,28.8,-46.6
54718,17.5,15.4,-80.1
54724,27.8,18.2,-86.2
54731,20.6,-9.6,-79.2
54737,10.7,-52.7,-61.7
54743,21.4,-50.4,-59.5
54749,19.1,-52.1,-66.1
54756,22.1,-1.4,-64.4
54762,22.7,-3.8,-35.8
54768,15.4,7.2,-0.9
54774,2.7,31.4,-5.4
54781,-12.2,40.8,-20.5
54787,-19.1,39.2,-26.6
54793,-31.0,48.7,-26.6
54799,-46.7,56.5,-15.7
54806,-46.4,70.1,-13.2
54812,-48.6,79.2,-10.5
54818,-53.9,72.1,-4.4
54824,-50.8,73.1,-6.9
54831,-41.3,69.3,-11.7
54837,-38.7,25.6,-13.7
54843,-17.9,81.7,-9.9
54849,-23.1,42.4,-22.8
54856,-12.8,47.4,-25.6
54862,-5.8,19.6,-12.6
54868,8.0,19.6,6.4
54874,2.3,-2.1,10.0
54881,-5.7,-19.1,4.2
54887,-0.1,-6.2,-9.5
54893,5.1,3.0,-24.2
54899,3.8,20.9,-22.4
54906,-6.3,1.6,-12.8
54912,-9.2,-5.1,-2.7
54918,-8.9,-3.7,-3.2
54924,-6.2,-1.6,-5.6
54931,-1.0,0.0,-5.5
54937,-5.5,-17.8,1.5
54943,-7.9,-28.7,13.1
54949,-10.2,-33.8,19.6
54956,-9.2,-13.8,23.3
54962,-10.4,-14.0,28.5
54968,-7.7,-21.0,33.2
54974,-7.5,-12.7,34.0
54981,-9.5,-5.6,43.1
54987,-11.1,-13.7,47.4
54993,-12.2,-13.5,38.6
54999,-16.4,-14.8,26.6
55006,-16.7,-6.7,14.2
55012,-14.0,-3.0,6.9
55018,-16.5,-17.0,11.2
55024,-9.1,-18.6,10.3
55031,0.4,-20.3,2.3
55037,0.5,-25.1,6.3
55043,3.9,-27.3,6.1
55049,5.1,-25.6,2.6
55056,-0.2,-12.0,4.4
55062,-8.4,0.2,0.2
55068,-8.4,8.1,-7.2
55074,-3.4,4.7,-9.1
55081,3.5,-5.8,-6.7
55087,5.7,-14.4,-5.5
55093,8.3,-7.7,-1.8
55099,5.8,1.1,3.7
55106,1.6,0.4,1.1
55112,-1.6,10.0,-5.8
55118,-7.3,13.2,-9.3
55124,-6.3,11.9,-4.9
55131,-5.5,5.5,5.1
55137,0.3,-4.5,12.2
55143,11.5,-15.1,17.6
55149,29.8,-28.1,23.5
55156,53.6,-31.5,22.2
55162,66.7,-51.9,32.5
55168,53.3,-47.6,54.8
55174,44.3,-11.0,79.1
55181,45.9,30.5,76.4
55187,16.5,-15.1,47.6
55193,-3.7,-62.1,-3.6
55199,13.7,76.5,-63.0
