time,wx,wy,wz
19449,-1.3,-6.0,-3.8
19455,1.0,-2.4,-1.9
19462,1.8,-3.2,-0.4
19468,1.8,-4.3,-2.1
19474,3.0,1.1,-3.9
19480,-2.1,-7.4,-4.6
19487,-3.6,-10.3,-5.3
19493,-2.3,-10.5,-4.8
19499,-3.0,-9.6,-2.4
19505,-2.8,-11.2,-1.1
19512,-1.1,-7.5,0.1
19518,-0.2,-2.8,0.7
19524,0.6,0.0,-0.1
19530,-0.1,1.5,-0.5
19537,-1.0,8.4,-1.4
19543,-1.7,3.5,-1.1
19549,-0.6,6.7,-1.4
19555,-1.0,6.8,-2.2
19562,-3.0,-0.8,-4.2
19568,-3.0,-1.8,-2.3
19574,-0.9,0.7,-0.4
19580,2.2,3.0,0.0
19587,1.8,-0.2,0.9
19593,-0.3,3.0,1.1
19599,-1.2,2.7,-0.2
19605,-2.3,-3.1,0.0
19612,-0.4,-6.1,0.2
19618,0.7,-4.1,1.6
19624,3.5,2.3,3.0
19630,0.7,-1.3,2.8
19637,-2.0,0.0,1.5
19643,-1.0,8.1,0.9
19649,-3.5,2.5,1.4
19655,-1.8,5.3,0.9
19662,0.6,5.6,0.5
19668,0.7,5.0,-0.2
19674,-2.8,2.7,-0.4
19680,-3.5,-1.1,-0.1
19687,-2.7,1.6,1.0
19693,-0.7,6.5,0.6
19699,0.3,-0.4,-0.1
19705,1.1,2.8,0.5
19712,0.0,0.7,1.4
19718,0.9,1.1,0.5
19724,0.2,1.4,0.7
19730,0.4,3.4,0.9
19737,-0.7,2.1,0.6
19743,-0.4,0.7,1.1
19749,0.5,0.4,2.1
19755,1.4,0.2,2.8
19762,2.8,1.1,1.5
19768,3.6,4.3,0.6
19774,3.5,7.0,-1.4
19780,2.1,4.0,-2.2
19787,2.5,3.0,-0.2
19793,3.5,2.1,0.6
19799,3.6,4.6,-0.4
19805,-3.9,1.9,0.0
19812,-26.1,-8.1,-4.8
19818,-51.4,26.7,-1.0
19824,-87.4,33.8,4.6
19830,-92.7,98.0,15.0
19837,-121.9,142.8,15.2
19843,-121.8,188.1,45.8
19849,-128.7,185.7,74.9
19855,-133.6,384.2,-64.9
19862,-133.6,404.0,-12.9
19868,-178.0,209.3,81.4
19874,-135.8,39.8,150.7
19880,-134.2,-41.3,214.8
19887,-111.1,-76.2,271.6
19893,70.7,75.5,137.3
19899,104.1,-10.8,99.0
19905,163.6,95.8,59.3
19912,141.7,63.0,-3.5
19918,141.8,134.8,-39.9
19924,13.3,57.5,-90.4
19930,32.7,77.1,-42.3
19937,-3.7,108.6,-96.6
19943,-1.0,101.9,-89.5
19949,61.1,94.0,-36.2
19955,52.6,28.3,-2.6
19962,11.1,7.0,-33.5
19968,-10.0,-53.9,4.2
19974,30.8,-189.4,68.6
19980,-24.7,-63.1,24.5
19987,-34.6,-149.3,26.9
19993,-43.5,-213.2,51.7
19999,69.4,-155.1,47.3
20005,102.0,-148.8,-8.9
20012,-133.9,-952.9,-180.0
20018,-0.9,-70.9,86.5
20024,39.4,220.0,26.8
20030,-135.1,-211.8,74.1
20037,-147.0,-129.9,126.7
20043,-86.3,-119.3,111.8
20049,-28.4,-148.4,60.6
20055,-12.3,-129.2,93.4
20062,-1.5,-127.8,65.8
20068,0.4,-54.2,55.1
20074,-11.2,-23.6,47.3
20080,-0.1,-27.1,25.7
20087,-0.4,-14.5,19.8
20093,-3.5,-8.6,2.7
20099,-6.0,-8.2,4.3
20105,-9.5,-3.2,-1.9
20112,-0.2,-4.3,-6.0
20118,0.5,-19.5,7.2
20124,-6.5,-21.6,10.5
20130,-8.3,-2.9,7.2
20137,-7.6,-2.3,4.9
20143,-4.6,-1.6,3.3
20149,-2.3,-5.8,5.1
20155,-0.6,-11.7,5.5
20162,0.2,-8.1,4.5
20168,-0.8,-11.4,7.6
20174,3.0,-7.9,12.7
20180,3.2,-2.1,10.7
20187,5.1,-3.9,9.3
20193,1.0,-1.7,11.7
20199,-2.7,-0.7,6.9
20205,-2.8,11.4,-6.5
20212,-4.3,15.0,-7.2
20218,-7.8,-0.9,-0.2
20224,-3.3,-33.9,17.3
20230,19.3,-86.4,65.7
20237,24.4,-166.9,115.2
20243,14.7,-236.1,182.2
20249,1.4,-276.0,221.9
20255,-9.5,-255.3,194.1
20262,-25.0,-262.9,143.7
20268,-27.7,-215.1,98.7
20274,-29.7,-125.6,75.0
20280,-39.9,-47.3,49.3
20287,-46.7,-12.8,16.3
20293,-52.1,7.0,-3.8
20299,-40.0,124.4,-22.4
20305,-97.7,102.6,-16.6
20312,-116.5,141.7,-1.1
20318,-126.9,40.0,-25.4
20324,-77.4,74.6,-43.2
20330,-314.5,294.7,278.6
20337,1204.3,2293.4,1426.4
20343,963.0,-1073.0,-25.9
20349,462.9,2174.9,199.1
20355,-134.9,104.1,-204.7
20362,-19.4,-446.6,19.6
20368,87.9,359.0,19.3
20374,-14.6,-235.0,-30.7
20380,7.0,79.5,-10.2
20387,59.9,99.2,-2.8
20393,-48.2,-61.6,-37.5
20399,13.8,-21.7,-12.7
20405,22.0,129.2,-28.8
20412,-28.1,-73.2,-10.1
20418,13.5,77.3,-1.5
20424,-22.6,-70.6,-22.6
20430,18.0,128.3,2.3
20437,-46.1,-119.7,7.4
20443,35.7,119.2,-9.4
20449,-33.2,-57.1,-6.3
20455,9.7,63.8,4.9
20462,-26.3,-39.2,6.2
20468,7.1,-0.2,36.1
20474,-17.8,-51.2,-5.1
20480,-7.5,16.8,-1.3
20487,8.1,41.2,8.0
20493,-7.7,-15.8,2.1
20499,1.4,-14.2,9.2
20505,-5.1,10.7,8.1
20512,-9.5,-10.5,15.2
20518,13.0,70.7,-22.9
20524,-27.0,12.7,-5.8
20530,-2.5,27.4,-17.7
20537,11.5,44.6,-33.1
20543,-21.9,-33.8,23.2
20549,12.2,58.3,-16.0
20555,4.9,-1.0,-6.7
20562,2.2,19.8,-4.1
20568,3.1,-17.9,2.5
20574,-2.1,1.4,-3.3
20580,-0.4,5.9,-3.6
20587,-2.1,15.7,-2.5
20593,6.8,4.1,-12.1
20599,4.6,11.3,-6.2
20605,5.6,13.2,-13.0
20612,0.4,-9.3,-4.0
20618,4.6,2.8,-3.5
20624,4.6,20.1,-13.1
20630,0.7,-16.3,-7.7
20637,3.3,15.1,-17.2
20643,1.4,-1.1,-11.8
