time,ax,ay,az
41799,-690,1214,-147
41805,-736,1504,-139
41811,-173,1111,-526
41817,368,1040,-648
41824,-992,767,-231
41830,-544,829,-304
41836,-252,795,-228
41842,-150,555,-61
41849,-142,501,-30
41855,-369,624,96
41861,-468,924,35
41867,-206,1055,-166
41874,-778,1284,63
41880,-386,1401,-236
41886,77,1380,-374
41892,-559,761,5
41899,84,497,-337
41905,-564,1000,-150
41911,-403,865,-93
41917,-239,515,-99
41924,-216,519,-86
44360,-922,315,-722
44367,-716,236,-553
44376,-398,300,-340
44386,-645,98,-232
44393,-696,195,-597
44402,-923,39,-851
44408,-1033,-24,-905
44415,-822,89,-745
44421,-892,290,-509
44427,-1202,665,-449
44433,-1080,723,-149
44440,-795,489,-90
44446,-599,279,-247
44452,-611,158,-312
44458,-784,228,-241
44465,-1174,423,-491
44471,-1234,790,-546
44477,-1448,1013,-707
44483,-936,713,-494
44490,-944,372,-578
44496,-836,192,-668
44502,-724,288,-414
44508,-678,312,-252
44515,-691,168,-336
44521,-564,99,-399
44527,-529,30,-472
44533,-617,-122,-622
44540,-576,-123,-645
44546,-452,54,-665
44552,-699,39,-521
44558,-805,43,-371
44565,-697,76,-344
44571,-691,39,-231
44577,-680,220,-430
44583,-1006,363,-538
44590,-1175,475,-397
44596,-1075,232,-679
44602,-1161,532,-630
44608,-1398,154,-922
44615,-1247,356,-1073
44621,-1438,-472,142
44627,-1877,695,-412
44633,-1850,860,-48
44640,-1782,633,124
44646,-1770,534,-27
44652,-1346,840,-846
44658,-640,684,-1349
44665,-238,349,-1036
44671,381,346,-795
44677,203,553,-383
44683,-262,666,226
44690,547,168,-624
44696,164,25,-309
44702,-147,474,254
44708,-53,1034,-571
44715,-136,895,-668
44721,289,730,-889
44727,-188,951,-547
44733,575,832,-816
44740,232,783,-655
44746,777,290,-701
44752,255,481,-373
44758,22,784,-175
44765,307,717,-339
44771,332,625,-457
44777,179,826,-535
44783,-38,1102,-391
44790,122,1223,-513
44796,230,1133,-584
44802,140,830,-545
44808,-25,733,-632
44815,-403,971,-222
44821,485,547,-521
44827,33,481,-5
44833,61,539,-9
44840,151,841,-190
44846,134,1122,-134
44852,263,1178,-314
44858,-74,1453,-105
44865,1054,1229,-859
44871,88,753,-11
44877,630,502,-356
44883,433,619,-509
44890,-213,1013,-98
44896,174,878,-313
44902,-21,730,-243
44908,152,815,-416
44915,60,1034,-396
44921,-138,1078,-306
44927,57,1253,-320
44933,292,860,-273
44940,280,613,-302
44946,126,773,-248
44952,132,1004,-224
44958,48,869,-92
44965,89,735,-160
44971,21,881,-147
44977,99,1044,-208
44983,45,1136,-230
44990,142,1241,-265
44996,27,1005,-84
45002,398,780,-201
45008,386,666,-322
45015,128,782,-248
45021,-195,992,-124
45027,66,949,-268
45033,77,810,-339
45040,72,866,-364
45046,116,1041,-375
45052,32,980,-411
45058,107,960,-371
45065,-226,935,-232
45071,226,802,-491
45077,15,915,-245
45083,41,931,-170
45090,57,899,-159
45096,180,950,-251
45102,18,944,-257
45108,190,792,-478
45115,140,716,-342
45121,120,826,-342
45127,74,1057,-400
45133,29,1066,-305
45140,203,887,-330
45146,196,865,-328
45152,219,849,-289
45158,326,804,-323
45165,218,872,-311
45171,91,913,-273
45177,172,828,-367
45183,175,967,-340
45190,272,1067,-336
45196,358,927,-398
45202,244,738,-367
45208,88,793,-266
45215,192,967,-308
45221,286,959,-317
45227,356,855,-312
45233,324,838,-300
45240,239,906,-280
45246,234,898,-317
45252,234,835,-329
45258,219,823,-353
45265,207,872,-385
45271,205,931,-409
45277,261,897,-473
45283,274,827,-528
45290,117,707,-508
45296,-34,769,-519
45302,13,947,-556
45308,108,949,-561
45315,100,826,-487
45321,134,745,-487
45327,107,773,-522
45333,57,803,-494
45340,111,718,-521
45346,83,751,-520
45352,92,735,-534
45358,97,788,-540
45365,65,865,-533
45371,102,870,-525
45377,157,849,-527
45383,100,859,-487
45390,149,873,-475
45396,164,848,-454
45402,172,825,-415
45408,197,772,-413
45415,147,795,-406
45421,172,880,-457
45427,95,942,-468
45433,42,933,-477
45440,49,918,-505
45446,36,915,-482
45452,41,867,-438
45458,62,884,-391
45465,61,953,-342
45471,111,911,-296
45477,103,842,-224
45483,226,794,-255
45490,227,841,-270
45496,209,845,-189
45502,265,771,-191
45508,307,817,-183
45515,388,899,-253
45521,209,1087,-203
45527,85,1094,-122
45533,199,930,-131
45540,304,863,-206
45546,379,941,-296
45552,225,1089,-305
45558,271,1066,-462
45565,73,1194,-378
45571,150,917,-455
45577,101,533,-406
45583,-151,660,-325
45590,-29,1029,-326
45596,-5,955,-240
45602,59,773,-231
45608,63,828,-244
45615,102,975,-244
45621,209,1044,-281
45627,122,990,-333
45633,-37,957,-287
45640,298,919,-402
45646,88,736,-183
45652,220,637,-148
45658,440,634,-310
45665,171,1141,-298
45671,8,1296,-244
45677,173,982,-270
45683,233,763,-277
45690,256,763,-296
45696,50,930,-221
45702,-66,1065,-241
45708,324,1227,-574
45715,92,1051,-378
45721,210,704,-388
45727,152,532,-365
45733,96,656,-403
45740,73,901,-361
45746,-50,1027,-361
45752,16,982,-356
45758,129,821,-359
45765,171,767,-373
45771,165,852,-394
45777,159,926,-457
45783,85,954,-490
45790,51,905,-543
45796,56,920,-549
45802,96,861,-543
45808,-33,813,-457
45815,0,809,-403
45821,98,802,-395
45827,196,800,-380
45833,301,853,-417
45840,188,1030,-361
45846,95,1123,-319
45852,277,913,-372
45858,129,737,-224
45865,147,782,-191
45871,326,943,-306
45877,308,1015,-319
45883,112,1131,-286
45890,294,844,-362
45896,-162,664,-91
45902,38,791,-127
45908,157,949,-299
45915,76,1011,-297
45921,16,949,-361
45927,20,850,-410
45933,-50,794,-411
45940,-41,802,-467
45946,-54,830,-432
45952,-10,792,-419
45958,-43,776,-390
45965,42,770,-405
