time,wx,wy,wz
49620,-0.7,1.7,-0.4
49627,-0.4,3.2,-0.7
49633,-0.9,6.4,0.0
49640,-2.6,2.2,-0.5
49646,-0.2,6.5,0.1
49652,-0.8,1.1,0.0
49658,0.2,4.2,-0.9
49665,-1.7,-1.4,-2.3
49671,-3.6,0.4,-3.6
49677,-3.7,0.9,-1.4
49683,-3.0,-1.1,-0.4
49690,-0.2,2.1,-0.4
49696,0.8,1.9,0.8
49702,-1.8,-2.1,1.8
49708,-1.4,0.2,0.1
49715,0.0,3.5,-1.0
49721,-0.2,5.8,0.7
49727,-1.8,4.3,0.0
49733,0.0,3.5,-1.1
49740,0.4,3.5,-0.4
49746,-0.2,4.2,-0.4
49752,-1.2,3.2,0.3
49758,-2.3,-2.7,1.2
49765,-1.4,-0.4,2.0
49771,0.7,3.5,-0.1
49777,0.0,3.4,-0.4
49783,-1.7,3.9,-0.4
49790,-1.9,4.2,-1.3
49796,-2.5,6.6,-2.1
49802,-4.4,4.6,-0.4
49808,-4.6,-1.8,0.7
49815,-3.9,-6.5,1.1
49821,-1.2,-3.1,1.8
49827,4.4,0.6,2.4
49833,1.4,-11.2,5.5
49840,8.2,11.2,5.5
49846,-0.6,-4.0,3.0
49852,-5.9,-6.1,1.9
49858,-3.2,2.7,-1.1
49865,-1.8,4.1,-1.6
49871,0.3,7.5,-0.2
49877,-1.4,5.6,-1.3
49883,-1.1,3.8,-2.9
49890,-1.9,-0.9,-2.4
49896,2.2,9.2,-0.9
49902,0.4,1.6,-0.7
49908,1.8,1.9,-0.3
49915,0.9,-0.4,0.9
49921,1.1,-1.8,2.0
49927,0.4,-0.6,1.7
49933,0.7,0.2,2.4
49940,-1.1,-5.6,2.8
49946,1.9,-0.1,1.4
49952,0.7,-3.1,1.1
49958,1.1,-1.3,2.5
49965,1.4,-0.5,1.8
49971,1.1,1.3,1.1
49977,-0.7,1.9,0.6
49983,-1.6,1.1,0.3
49990,-2.3,0.7,0.4
49996,-0.3,0.6,-0.2
50002,1.1,2.8,-0.7
50008,0.0,4.0,0.0
50015,-2.7,1.1,-0.4
50021,-0.9,3.1,-0.7
50027,-0.7,1.8,-1.2
50033,-1.1,2.9,-0.9
50040,-0.6,0.4,-0.2
50046,-0.2,3.5,0.9
50052,-1.2,-0.5,0.7
50058,1.8,0.6,0.0
50065,1.6,0.4,1.5
50071,-0.2,3.3,2.9
50077,-0.6,-1.4,1.6
50083,0.7,3.9,0.2
50090,-1.3,3.1,1.4
50096,-0.5,1.9,1.4
50102,0.7,0.7,0.4
50108,-0.1,-1.4,2.3
50115,2.1,3.9,3.0
50121,1.0,-2.6,2.3
50127,1.1,2.4,3.7
50133,1.4,-5.7,6.0
50140,9.2,1.8,7.8
50146,19.4,-9.5,9.3
50152,35.0,-16.4,10.7
50158,53.4,-33.2,12.1
50165,61.6,-41.9,11.9
50171,61.8,-25.5,20.0
50177,73.9,13.7,33.3
50183,80.7,-11.9,47.3
