time,ax,ay,az
19449,-41,955,15
19455,-61,945,21
19462,-47,972,14
19468,-61,969,11
19474,-99,990,25
19480,-85,994,18
19487,-66,977,15
19493,-69,974,24
19499,-53,967,27
19505,-54,951,31
19512,-49,965,29
19518,-48,959,32
19524,-46,966,30
19530,-53,988,24
19537,-66,977,27
19543,-73,964,19
19549,-93,976,28
19555,-103,981,20
19562,-108,969,15
19568,-83,964,7
19574,-86,942,19
19580,-82,949,19
19587,-101,981,26
19593,-90,992,10
19599,-113,975,10
19605,-107,958,17
19612,-76,940,16
19618,-70,956,26
19624,-71,978,26
19630,-55,994,11
19637,-59,991,8
19643,-74,981,13
19649,-72,964,10
19655,-82,955,11
19662,-79,967,3
19668,-84,1003,3
19674,-87,975,10
19680,-73,966,4
19687,-73,968,0
19693,-91,952,10
19699,-75,963,3
19705,-93,971,15
19712,-74,978,9
19718,-78,975,13
19724,-73,968,6
19730,-76,982,6
19737,-80,961,11
19743,-80,959,6
19749,-64,965,-3
19755,-62,962,-8
19762,-48,972,-24
19768,-51,968,-31
19774,-64,975,-35
19780,-67,972,-31
19787,-52,979,-52
19793,-53,987,-58
19799,-65,1044,-39
19805,-65,1104,17
19812,32,1210,50
19818,58,1127,175
19824,241,1082,293
19830,489,1169,281
19837,343,1005,288
19843,528,1058,273
19849,721,1029,-217
19855,-1494,1270,108
19862,-12,1763,87
19868,-778,1532,-42
19874,-129,859,-182
19880,-528,734,-168
19887,-1004,-190,433
19893,-558,-15,819
19899,-102,414,612
19905,-53,466,655
19912,43,688,696
19918,1,1167,519
19924,-308,1206,622
19930,-508,848,539
19937,-554,763,252
19943,-667,705,186
19949,-804,569,390
19955,-669,797,369
19962,-645,933,352
19968,-886,877,572
19974,-332,764,269
19980,-464,632,577
19987,-329,868,628
19993,-163,768,379
19999,-250,407,297
20005,-163,803,206
20012,549,1272,-172
20018,-1826,1658,761
20024,-54,1668,543
20030,526,1130,-66
20037,-5,1039,266
20043,287,648,741
20049,601,754,531
20055,521,533,439
20062,822,595,313
20068,929,507,323
20074,691,356,241
20080,792,316,232
20087,787,333,213
20093,815,351,220
20099,850,409,285
20105,841,324,231
20112,886,388,273
20118,869,380,189
20124,983,383,129
20130,926,344,111
20137,897,325,139
20143,894,366,150
20149,897,371,150
20155,934,362,134
20162,910,345,112
20168,944,369,109
20174,961,308,74
20180,938,329,91
20187,893,329,123
20193,847,324,111
20199,851,233,60
20205,869,257,83
20212,917,343,118
20218,1031,302,81
20224,1195,323,30
20230,1336,348,56
20237,1425,451,-74
20243,1298,288,-300
20249,1088,-113,-655
20255,773,-286,-708
20262,520,-472,-845
20268,554,-323,-887
20274,393,-309,-878
20280,-16,-200,-930
20287,-44,-329,-921
20293,-67,-190,-1194
20299,-110,-155,-1208
20305,-133,-21,-1362
20312,-2,-213,-1545
20318,-147,-226,-1748
20324,-988,613,-1996
20330,1181,1343,-1890
20337,-1998,1996,-1996
20343,-1685,1996,-1099
20349,-1998,-1846,1998
20355,984,-1156,342
20362,-401,551,904
20368,-337,-26,910
20374,359,403,660
20380,-798,518,1274
20387,68,202,821
20393,-108,243,995
20399,162,-15,800
20405,-584,374,1174
20412,-36,36,870
20418,-397,231,1060
20424,84,9,735
20430,-581,231,1188
20437,-136,-116,837
20443,-554,144,1043
20449,-131,47,824
20455,-599,261,1043
20462,-316,49,880
20468,-502,90,1085
20474,-14,-6,858
20480,-268,202,964
20487,-317,34,942
20493,-329,-106,627
20499,-335,3,510
20505,-185,169,980
20512,-163,41,1316
20518,-1,263,1372
20524,-556,192,1297
20530,-203,-412,581
20537,-958,449,1102
20543,-329,9,862
20549,-531,-58,1006
20555,-496,106,895
20562,-499,78,962
20568,-433,78,914
20574,-377,77,923
20580,-417,78,957
20587,-444,38,919
20593,-489,47,942
20599,-442,24,895
20605,-590,96,950
20612,-484,83,878
20618,-499,53,929
20624,-442,67,899
20630,-406,52,904
20637,-442,72,899
20643,-511,59,919
