time,ax,ay,az
66531,-524,-92,897
66538,-543,-32,874
66544,-552,-42,901
66550,-498,-71,893
66556,-456,-48,770
66563,-693,-41,888
66569,-649,-181,932
66575,-488,-32,861
66581,-440,-55,854
66588,-570,-34,954
66594,-446,-68,980
66600,-391,14,926
66606,-211,-29,958
66613,-238,-9,995
66619,-193,77,942
66625,-44,-40,1023
66631,-151,70,989
66638,-167,153,893
66644,-157,1,893
66650,-271,-54,1033
66656,-180,-79,946
66663,-319,-34,1052
66669,-135,-61,920
66675,-366,1,1004
66681,-382,1,903
66688,-441,36,755
66694,-308,-43,436
66700,326,-152,-142
66706,24,-396,83
66713,534,-480,-216
66719,688,-428,95
66725,1036,-259,148
66731,1043,-312,208
66738,76,-478,-182
66744,-811,-128,-719
66750,-1668,629,-836
66756,-1998,1027,-726
66763,-1998,897,-496
66769,-1998,215,-1008
66775,-1998,827,-1763
66781,-1998,1996,94
66788,-1832,903,-44
66794,-1007,89,-466
66800,-918,245,-309
66806,-1124,-73,-321
66813,-1306,38,-561
66819,-1222,345,-823
66825,-848,-385,-831
66831,-875,148,-581
66838,-780,106,-575
66844,-702,-98,-399
66850,-807,1,-284
66856,-744,-36,-283
66863,-829,164,-306
66869,-891,161,-562
66875,-1093,417,-894
66881,-887,980,-907
66888,-970,761,-515
66894,-1369,630,-153
66900,-1342,534,-97
66906,-1022,351,-198
66913,-1026,161,-221
66919,-940,22,-389
66925,-885,1,-520
66931,-818,-5,-599
66938,-892,90,-593
66944,-1066,99,-363
66950,-1169,270,-242
66956,-1147,255,-98
66963,-992,401,-158
66969,-901,669,-152
66975,-967,805,-53
66981,-766,656,-87
66988,-510,560,57
66994,-136,294,148
67000,-552,420,557
67006,-704,423,679
67013,-1013,700,1644
67019,-900,34,129
67025,-925,1264,-469
67031,-214,730,-1026
67038,-203,1006,-821
67044,-131,762,-715
67050,26,593,-709
67056,349,624,-807
67063,609,819,-940
67069,0,1140,1160
67075,-490,1381,-87
67081,-57,1348,-418
67088,81,678,-498
67094,-354,423,-70
67100,-174,636,-225
67106,-348,911,-118
67113,-459,744,-64
67119,-370,698,-75
67125,-451,745,-49
67131,-524,862,-22
67138,-590,959,-18
67144,-511,1079,-141
67150,52,1056,-491
67156,-387,1084,-175
67163,-208,1087,-271
67169,-132,900,-335
67175,-134,834,-439
67181,-492,825,-202
67188,-475,785,-156
67194,-298,713,-259
67200,-276,734,-291
67206,-509,842,-157
67213,-479,956,-345
67219,-652,830,-306
67225,-290,889,-543
67231,-367,775,-362
67238,-432,761,-238
67244,-332,838,-319
67250,-483,980,-234
67256,-570,932,-192
67263,-503,775,-186
67269,-443,755,-277
67275,-389,958,-367
67281,-356,947,-309
67288,-384,749,-152
67294,-289,688,-224
67300,-354,810,-253
67306,-475,924,-217
67313,-444,885,-249
67319,-414,845,-234
67325,-386,862,-214
67331,-429,951,-235
67338,-386,896,-222
67344,-344,881,-222
67350,-354,915,-184
67356,-347,883,-157
67363,-357,824,-132
67369,-341,849,-142
67375,-370,937,-160
67381,-379,1010,-171
67388,-360,1005,-135
67394,-299,898,-121
67400,-252,856,-129
67406,-328,880,-128
67413,-427,886,-129
67419,-444,881,-149
67425,-391,888,-184
67431,-400,886,-146
67438,-366,871,-151
67444,-361,847,-150
67450,-394,862,-143
67456,-377,895,-149
67463,-330,922,-161
67469,-287,931,-163
67475,-259,945,-188
67481,-272,922,-188
67488,-341,925,-215
67494,-347,895,-236
67500,-389,895,-240
67506,-387,881,-227
67513,-386,861,-211
67519,-347,864,-213
67525,-352,902,-215
67531,-386,907,-205
67538,-400,894,-211
67544,-377,878,-210
67550,-351,853,-199
67556,-370,866,-169
67563,-338,888,-187
67569,-340,895,-180
67575,-332,885,-196
67581,-354,910,-187
67588,-373,909,-174
67594,-370,876,-180
67600,-372,861,-176
67606,-361,868,-180
67613,-339,888,-191
67619,-359,903,-180
67625,-359,906,-178
68302,-328,901,-182
68375,-334,888,-191
68381,-330,866,-187
68387,-333,913,-206
68393,-341,918,-193
68400,-326,897,-198
68406,-325,904,-196
68412,-327,902,-199
68418,-331,902,-201
68425,-334,901,-197
68431,-321,898,-194
68437,-324,894,-196
68443,-317,905,-200
68450,-328,917,-196
68456,-326,902,-197
68462,-324,891,-191
68468,-323,903,-203
68475,-327,898,-193
68481,-334,897,-191
68487,-326,889,-202
68493,-328,887,-205
68500,-343,905,-196
68506,-330,897,-204
68512,-329,900,-207
68518,-329,905,-208
68525,-326,907,-206
68531,-326,892,-203
68537,-323,889,-212
68543,-328,880,-211
68550,-342,900,-202
68556,-335,896,-209
68562,-327,889,-208
68568,-330,898,-209
68575,-323,901,-210
68581,-323,907,-204
68587,-315,899,-212
68593,-319,898,-210
68600,-316,911,-214
68606,-330,911,-206
68612,-329,893,-210
68618,-335,886,-207
68625,-323,885,-210
68631,-326,898,-205
68637,-327,908,-207
68643,-323,894,-206
68650,-320,882,-210
68656,-318,888,-199
68662,-303,905,-211
68668,-305,911,-209
68675,-299,903,-215
68681,-307,886,-208
68687,-309,903,-219
68693,-320,930,-222
68700,-298,912,-223
68706,-279,874,-217
68712,-288,888,-205
68718,-279,883,-228
68725,-295,897,-242
68731,-320,912,-246
68737,-344,858,-222
68743,-291,725,-245
68750,-265,624,-251
68756,-254,617,-315
68762,-139,652,-419
68768,-66,869,-466
68775,-41,1136,-581
68781,462,1062,-917
68787,384,1091,-769
68793,624,1169,-820
68800,802,1191,-1300
68806,628,839,-1490
68812,-790,902,-773
68818,729,738,-1996
68825,-205,579,-1382
68831,-549,571,-930
68837,-835,662,-15
68843,-308,875,-122
68850,-624,568,432
68856,-403,522,245
68862,-767,421,707
68868,-424,278,539
68875,-276,675,365
68881,-294,716,325
68887,-595,750,443
68893,-620,822,325
68900,-859,977,198
68906,-1026,715,265
68912,-1095,585,233
68918,-1032,396,217
68925,-978,431,159
68931,-1016,286,267
68937,-1053,310,429
68943,-964,352,516
68950,-907,380,635
68956,-739,271,710
68962,-913,501,953
68968,-363,516,513
68975,-570,89,885
68981,593,223,102
68987,214,693,252
68993,-288,777,-705
69000,254,1349,391
69006,-775,1996,662
69012,167,1168,335
69018,335,723,-21
69025,397,-58,19
69031,523,55,-95
69037,694,813,170
69043,489,823,290
69050,643,700,318
69056,772,893,357
69062,714,774,196
69068,758,675,233
69075,768,545,163
69081,826,421,33
69087,697,576,110
69093,710,618,150
69100,803,728,141
69106,766,677,107
69112,739,535,79
69118,674,651,150
69125,774,601,121
69131,755,603,79
69137,714,598,88
69143,752,607,78
69150,681,654,122
69156,716,670,211
69162,836,806,133
69168,972,759,80
69175,906,822,244
69181,1394,593,-413
69187,1659,244,-920
69193,1238,-2,-1297
69200,1123,-82,-1262
69206,493,-403,-1310
69212,-115,-415,-1268
69218,-127,-223,-1600
69225,-1320,-22,-1830
69231,-1328,-564,-1996
69237,-1823,-85,-1996
69243,-1998,1749,-1996
69250,-1998,-1998,-1996
69256,-1998,1996,-1996
69262,-972,-1252,-1806
69268,-1581,784,1383
69275,1197,-909,-730
69281,-1570,1543,1998
69287,42,391,1382
69293,-516,208,759
69300,133,-523,-277
69306,-144,-324,-185
69312,101,340,278
69318,306,339,335
69325,-623,203,1321
69331,-311,646,1211
69337,-843,225,1321
69343,-436,-203,494
69350,-513,-72,342
69356,-454,-127,587
69362,-365,27,877
69368,-609,154,1384
69375,-546,359,1059
69381,-451,42,730
69387,-732,-63,773
69393,-410,264,805
69400,-511,-41,949
69406,-606,3,762
69412,-742,52,844
69418,-466,99,808
69425,-584,4,966
69431,-537,51,836
69437,-651,92,900
69443,-475,163,792
69450,-617,67,861
69456,-608,113,830
69462,-591,135,844
69468,-548,110,852
69475,-535,74,861
69481,-529,5,853
69487,-571,48,902
69493,-534,52,861
69500,-587,29,844
69506,-573,65,846
69512,-628,86,870
69518,-607,93,834
69525,-571,110,831
69531,-693,-8,845
69537,-744,-32,812
69543,-656,281,786
69550,-579,191,731
69556,-675,-46,849
69562,-647,-23,836
69568,-419,82,884
69575,-394,-126,863
