time,wx,wy,wz
132069,1.4,6.0,-6.0
132076,3.4,7.4,-5.3
132144,-1.8,1.3,2.4
132198,2.0,1.4,1.1
132204,1.8,4.1,2.1
132211,0.4,3.0,1.1
132217,-2.3,1.2,0.0
132223,-2.1,0.1,0.0
132229,-1.1,0.3,1.6
132236,-2.8,0.0,4.0
132242,-1.5,-0.1,3.2
132248,-0.8,0.0,2.5
132254,-0.2,1.9,2.4
132261,-0.5,1.6,2.2
132267,-0.7,0.5,1.1
132273,-1.2,1.2,0.7
132279,0.0,1.1,1.3
132286,0.3,0.9,1.7
132292,0.3,0.7,1.4
132298,1.5,1.0,1.0
132304,1.4,0.7,1.5
132311,1.1,2.5,0.7
132317,1.4,0.7,-1.9
132323,2.1,1.4,-2.4
132329,1.9,3.9,-0.4
132336,2.6,5.2,0.1
132342,2.6,5.5,-0.3
132348,2.1,5.3,-0.1
132354,1.4,3.7,-0.7
132361,-0.5,1.0,0.4
132367,-0.3,1.1,1.6
132373,1.0,0.9,0.7
132379,2.0,1.8,0.1
132386,1.8,1.3,0.0
132392,-0.5,1.7,0.7
132398,-0.7,2.1,0.4
132404,1.1,1.6,-0.9
132411,1.1,1.0,-0.3
132417,-0.1,0.8,0.7
132423,-1.0,0.0,0.9
132429,-0.5,0.0,0.4
132436,0.7,0.2,-0.1
132442,0.4,0.8,0.3
132448,-1.0,2.1,1.8
132454,-0.3,2.1,1.2
132461,0.0,2.1,1.1
132467,-0.4,2.3,0.9
132473,1.2,2.2,0.7
132479,0.6,2.8,0.2
132486,-0.7,0.6,-0.2
132492,-0.5,1.6,-0.4
132498,-1.4,2.4,1.0
132504,-2.1,2.0,1.1
132511,-0.1,1.6,0.7
132517,-0.2,3.0,0.7
132523,-0.8,1.9,0.6
132529,-1.4,1.8,-0.3
132536,-1.8,2.6,-0.2
132542,-0.1,2.8,-1.0
132548,-0.4,1.8,0.0
132554,-2.3,3.1,0.0
132561,-0.7,2.8,-0.7
132567,-0.6,3.6,0.3
132573,-0.9,3.1,0.4
132579,-0.8,1.8,1.0
132586,-0.8,2.9,1.2
132592,-0.9,0.7,0.8
132598,-1.8,1.9,0.4
132604,-3.2,1.7,1.4
132611,-2.8,2.4,0.5
132617,-1.3,2.0,1.3
132623,-1.1,-0.1,1.9
132629,-1.6,-0.2,1.5
132636,-1.8,0.0,2.1
132642,-1.4,-0.1,2.6
132648,0.0,0.0,2.2
132654,0.3,0.8,2.5
132661,-1.1,1.8,1.8
132667,-0.4,2.8,0.7
132673,0.0,3.5,0.0
132679,-1.0,3.2,-0.7
132686,-3.1,2.8,-0.7
132692,-2.0,4.7,-0.6
132698,-0.4,3.9,0.7
132704,0.2,3.2,1.2
132711,-0.3,3.3,0.6
132717,-0.1,3.0,-0.1
132723,-0.2,2.4,-0.4
132729,-0.7,2.4,0.7
132736,-0.2,0.9,0.8
132742,-0.3,0.1,1.7
132748,0.0,-0.2,2.9
132754,0.7,-0.4,2.7
132761,-1.6,-0.9,2.1
132767,-1.8,0.3,2.5
132773,-0.4,0.7,7.4
132779,9.1,-6.2,25.4
132786,32.0,-14.0,38.0
132792,55.7,-12.1,46.3
132798,85.8,-20.0,68.4
