time,wx,wy,wz
18478,-7.2,38.8,3.1
18485,0.7,30.8,3.1
18491,5.7,21.2,5.6
18497,10.5,13.6,8.5
18503,-1.6,12.6,7.9
18510,-3.9,11.3,6.8
18516,4.4,6.1,11.1
18522,7.6,1.6,18.5
18528,4.6,0.3,14.6
18535,-3.3,1.3,3.0
18541,-7.0,1.6,-0.4
18547,-3.0,-0.3,-1.5
18553,2.0,-1.4,1.3
18560,5.3,-1.1,6.0
18566,2.3,-3.0,7.4
18572,0.0,-8.1,7.7
18578,0.0,-11.5,3.7
18585,-2.5,-14.3,0.5
18591,-3.6,-20.8,1.4
18597,-1.8,-27.6,2.6
18603,5.6,-35.1,3.9
18610,11.0,-36.8,4.0
18616,10.0,-27.1,-1.2
18622,5.5,-26.0,4.9
18628,3.3,-25.2,4.4
18635,5.5,-24.7,2.2
18641,13.2,-26.4,1.2
18647,18.9,-21.7,-0.2
18653,13.4,-19.8,0.9
18660,9.5,-21.0,0.8
18666,7.2,-17.9,-0.9
18672,7.3,-14.3,-1.6
18678,10.2,-12.3,1.5
18685,10.2,-9.2,2.8
18691,6.0,-7.7,2.4
18697,3.0,-7.0,2.2
18703,1.9,-3.9,1.8
18710,1.9,-2.2,0.1
18716,0.7,0.0,2.0
18722,-0.7,-0.2,3.6
18728,-0.9,2.0,3.0
18735,1.3,2.9,1.1
18741,0.0,1.5,3.0
18747,-0.3,1.4,3.2
18753,-0.9,0.2,2.0
18760,-0.6,-0.8,1.7
18766,-1.3,-0.5,0.9
18772,-0.6,-1.0,0.0
18778,-0.3,-2.3,0.4
18785,0.1,-2.7,2.6
18791,-0.4,-2.9,3.0
18797,0.7,-1.8,1.6
18803,1.8,-2.5,2.9
18810,0.8,-1.7,3.0
18816,0.2,-2.4,2.0
18822,-0.2,-2.4,2.3
18828,-1.5,-1.6,3.4
18835,-0.4,0.0,3.0
18841,-2.2,1.7,3.0
18847,-1.7,2.2,3.2
18853,-0.5,1.4,2.5
18860,0.2,1.7,1.6
18866,0.7,1.4,2.4
18872,-1.3,1.0,1.6
18878,-4.6,2.6,1.1
18885,-2.2,3.6,-0.4
18891,-1.7,2.5,0.0
18897,-0.7,1.7,0.9
18903,1.6,0.0,0.9
18910,2.6,-1.9,1.6
18916,2.3,-1.0,3.3
18922,2.9,-1.2,2.5
18928,0.0,-0.8,3.0
18935,0.5,-2.0,3.0
18941,2.9,-3.0,3.3
18947,4.0,-3.5,4.1
18953,1.9,-7.1,4.6
18960,-0.5,-21.2,8.3
18966,4.0,-44.5,15.9
18972,25.9,-78.2,34.5
18978,64.2,-99.5,51.4
18985,114.1,-113.6,71.3
18991,167.9,-131.7,66.8
18997,203.8,-136.9,47.9
19003,219.4,-145.1,33.1
19010,138.6,-94.5,-14.6
19016,-8.1,-95.2,-41.1
19022,21.0,-81.7,-85.6
19028,-23.8,-103.1,-81.3
19035,-80.5,-193.6,-63.9
19041,-111.0,-49.6,-60.1
19047,-93.8,-34.8,-5.4
19053,-89.9,-49.4,28.4
19060,-150.6,81.2,71.4
19066,-191.1,-3.2,89.0
19072,-180.7,44.3,85.8
19078,-239.9,-84.5,114.5
19085,-178.7,14.6,149.2
19091,-159.7,20.2,122.9
19097,-115.9,26.2,89.1
19103,-61.7,55.7,115.9
19110,-23.7,89.9,75.3
19116,39.9,37.3,82.5
19122,2.3,-7.9,117.6
19128,13.7,-23.9,94.0
19135,0.7,-35.8,74.2
19141,-1.9,-41.7,66.7
19147,21.5,-39.4,64.1
19153,64.1,-37.1,16.5
19160,68.6,-10.3,71.3
19166,77.4,-84.0,70.2
19172,80.7,-80.0,61.8
19178,27.8,-132.7,75.5
19185,11.7,-57.0,41.7
19191,-19.6,3.5,38.9
19197,-27.0,-42.3,45.6
19203,-24.4,-34.4,46.9
19210,-11.4,-11.2,18.6
19216,-1.4,3.9,5.6
19222,-0.9,-12.1,7.2
19228,-9.7,15.8,-2.0
19235,-5.1,-0.5,2.1
19241,-0.4,-1.0,-0.5
19247,3.1,0.6,-6.3
19253,1.6,-9.1,4.8
19260,0.0,3.9,1.0
19266,0.0,3.7,0.3
19272,-0.8,-0.9,8.4
19278,-1.4,9.6,6.3
19285,0.0,-4.0,-0.4
19291,-4.1,3.3,-8.1
19297,-4.3,-2.1,-5.9
19303,-5.0,-2.6,3.4
19310,2.0,1.1,6.8
19316,1.2,-6.7,9.4
19322,0.5,-0.1,10.4
19328,2.3,3.0,7.1
19335,-1.2,2.6,3.5
19341,-4.2,4.2,0.7
19347,-7.6,-0.6,4.2
19353,-5.1,4.3,5.3
19360,-1.3,5.2,0.9
19366,-2.3,9.1,0.7
19372,-5.3,-3.4,8.8
19378,7.4,-21.3,20.0
19385,56.7,-67.6,55.0
19391,90.3,-164.8,117.2
19397,121.3,-173.3,206.9
19403,132.9,-225.3,230.4
19410,106.8,-185.8,192.2
19416,61.5,-173.6,161.0
19422,18.4,-113.6,120.4
19428,-31.0,-112.9,87.0
19435,-82.1,-20.6,63.0
19441,-93.3,-3.3,38.2
19447,-103.6,-24.1,44.5
19453,-107.5,-10.2,39.1
19460,-97.5,-87.4,26.2
19466,-60.2,67.4,-38.1
19472,-269.7,666.6,231.1
19478,299.1,2132.9,888.5
19485,737.8,-236.0,-267.9
19491,-59.7,1306.0,-41.8
19497,72.0,-574.5,92.8
19503,82.1,-143.6,39.2
19510,19.6,0.7,-7.2
19516,69.9,49.3,5.3
19522,-29.6,-37.2,-13.3
19528,13.4,11.9,-9.8
19535,15.2,-81.1,3.8
19541,-12.7,10.5,2.3
19547,-13.7,2.9,-3.1
19553,0.5,-27.8,11.6
19560,-2.2,-3.2,2.7
19566,-1.5,-26.3,17.5
19572,15.8,3.3,3.0
19578,-4.5,1.9,-11.2
19585,0.7,-46.3,-2.9
19591,-8.1,6.9,30.4
19597,-11.9,-8.2,29.3
19603,-11.5,-7.2,12.1
19610,-7.6,10.2,11.4
19616,3.9,24.6,25.4
19622,-6.4,-8.4,2.3
19628,-10.0,11.8,9.2
19635,-9.9,14.0,-8.4
19641,2.3,3.0,-11.3
19647,0.3,10.6,-11.0
19653,5.6,-1.8,-4.9
19660,-9.5,35.2,-23.8
19666,2.6,13.8,-23.6
19672,-4.4,17.0,-15.6
19678,7.2,-2.8,10.5
19685,-3.0,21.7,2.1
19691,2.1,8.9,-2.5
19697,0.6,16.1,-0.4
19703,0.3,15.9,-3.5
19710,-6.3,17.2,8.2
19716,3.6,7.2,14.6
19722,-5.9,8.0,-3.8
19728,-5.6,4.9,-1.8
19735,-1.2,9.3,-8.6
19741,-1.3,4.6,3.6
19747,-3.0,-5.1,0.7
19753,0.7,-1.1,-5.6
19760,2.7,10.9,-4.2
19766,-5.2,5.9,-4.6
19772,0.1,11.4,2.2
19778,-5.9,10.2,3.7
19785,-7.7,8.3,5.7
19791,-7.0,8.5,3.1
19797,-9.1,11.2,8.2
