time,wx,wy,wz
98371,-0.3,3.2,0.3
98467,-1.5,1.6,-1.5
98473,-1.6,3.0,-0.8
98480,-1.8,3.0,-1.1
98486,0.1,3.5,-0.3
98492,0.0,3.6,-0.1
98498,-1.1,3.3,0.2
98505,-1.3,2.3,0.8
98511,-0.9,2.5,1.4
98517,-1.0,1.8,1.4
98523,-0.3,1.6,0.2
98530,-1.8,1.6,0.7
98536,-1.8,1.4,0.7
98542,-0.8,0.9,1.6
98548,-0.9,0.4,2.3
98555,-1.4,0.8,1.4
98561,-0.7,0.3,0.9
98567,-1.6,1.0,0.6
98573,-1.4,1.1,0.2
98580,-0.2,1.6,-0.1
98586,-0.7,1.5,-0.1
98592,-2.4,1.5,0.1
98598,-0.4,1.6,0.4
98605,0.6,2.3,0.5
98611,2.5,3.1,-0.7
98617,3.5,3.8,-3.3
98623,3.0,4.9,-6.7
98630,3.8,2.5,-8.2
98636,6.0,1.4,-8.3
98642,5.2,-0.4,-7.5
98648,5.8,-6.5,-6.0
98655,7.6,-7.0,-6.8
98661,10.4,-9.5,-8.4
98667,14.4,-8.1,-16.5
98673,14.0,-9.1,-22.5
98680,11.5,-23.5,-21.6
98686,15.3,-11.8,-12.1
98692,16.7,-1.5,15.5
98698,8.6,-17.7,21.1
98705,-10.5,-44.4,3.2
98711,-18.7,-61.3,8.0
98717,-8.8,-75.4,21.4
98723,10.9,-91.0,38.7
98730,17.0,-128.1,60.2
98736,18.9,-145.7,73.6
98742,31.2,-118.8,69.1
98748,31.2,-120.2,51.8
98755,9.1,-126.7,55.3
98761,-10.7,-114.8,58.0
98767,-8.3,-92.5,55.5
98773,8.1,-69.3,55.7
98780,16.4,-51.2,60.1
98786,12.6,-31.2,58.5
98792,10.9,-14.4,45.2
98798,12.3,-5.9,34.3
98805,7.4,-27.2,33.3
98811,0.2,-9.8,32.0
98817,-21.7,-24.5,22.8
98823,-26.8,-39.4,7.8
98830,-8.8,-10.7,14.4
98836,-2.3,7.9,35.0
98842,4.6,14.1,28.9
98848,13.8,30.4,3.0
98855,6.0,33.1,-8.6
98861,-0.4,-10.8,-2.1
98867,4.4,19.1,-16.8
98873,11.6,11.7,-27.7
98880,14.1,-8.3,-33.5
98886,11.4,13.2,-15.8
98892,7.9,13.0,7.1
98898,0.8,22.2,4.3
98905,-16.5,18.8,-7.0
98911,-24.1,11.8,-18.0
98917,-16.0,15.3,-18.0
98923,-13.8,13.7,-12.1
98930,-16.1,8.4,-7.1
98936,-12.8,3.9,-3.6
98942,-6.4,7.5,1.9
98948,-7.2,6.9,3.8
98955,-8.7,0.2,-0.9
98961,-6.5,0.0,-2.6
98967,-7.9,2.0,-2.7
98973,-10.9,3.6,-4.3
98980,-10.7,5.3,-2.5
98986,-13.1,3.2,1.4
98992,-12.3,2.7,4.3
98998,-7.4,-0.4,8.5
99005,-0.9,2.3,8.1
99011,6.2,8.4,2.1
99017,6.8,13.7,0.0
99023,3.4,16.6,-6.0
99030,3.7,16.3,-15.9
99036,3.5,11.0,-17.2
99042,2.3,6.9,-10.0
99048,2.9,1.8,-3.7
99055,4.0,-0.7,3.0
99061,7.2,-3.7,4.9
99067,5.6,-1.3,5.3
99073,4.6,0.9,6.5
99080,-0.6,-0.9,7.0
99086,-1.3,1.4,2.0
99092,-1.7,3.7,-0.9
99098,-1.9,7.9,-2.5
99105,-0.9,8.6,-6.0
99111,-1.3,7.2,-5.9
99117,-1.8,6.9,-4.9
99123,-1.9,6.1,-2.0
99130,-2.8,3.0,1.8
99136,-2.9,0.3,2.3
99142,-0.9,1.8,-0.7
99148,-1.4,2.1,0.0
99155,-1.9,4.6,0.6
99161,-2.0,4.5,-2.1
99167,-3.5,5.8,-3.2
99173,-3.9,3.9,-1.7
99180,-3.5,1.8,0.7
99186,-2.0,2.6,1.8
99192,-0.4,2.7,0.0
99198,-1.4,5.1,0.0
99205,-2.0,8.0,0.5
99211,-2.2,8.8,-1.5
99217,-2.1,8.1,-2.3
99223,-2.4,6.0,-3.5
99230,-3.1,3.9,-4.4
99236,-2.1,2.0,-3.5
99242,-1.6,0.0,-1.8
99248,-1.4,-3.5,1.4
99255,0.9,-2.3,2.0
99261,-1.7,-3.0,1.8
99267,-3.2,0.4,-0.2
99273,-2.3,0.6,-2.1
99280,-4.4,0.4,-2.1
99286,-5.2,1.4,-1.2
99292,-2.3,3.8,-0.6
99298,-2.4,3.9,-0.1
99305,-4.2,1.5,-1.1
99311,-3.5,0.0,-1.8
99317,-0.5,-4.4,0.2
99323,-0.5,-1.4,0.8
99330,-1.6,1.0,-0.3
99336,2.2,5.3,-2.2
99342,4.2,3.8,-1.6
99348,5.3,5.9,-1.4
99355,4.5,5.7,-2.7
99361,2.8,3.1,-5.4
99367,3.2,0.3,-1.8
99373,-1.1,-0.3,3.2
99380,-6.5,1.7,4.6
99386,-7.4,4.4,5.5
99392,-7.9,2.1,4.9
99398,-8.4,0.0,5.1
99405,-6.0,0.6,2.6
99411,-2.1,2.7,1.8
99417,-1.7,3.1,1.6
99423,-2.3,2.0,-1.4
99430,-2.7,0.0,-2.2
99436,-5.6,-3.5,2.3
99442,-9.8,-7.6,7.0
99448,-14.7,-12.9,10.1
99455,-12.3,-13.8,13.8
99461,-16.2,-9.3,18.9
99467,-20.9,-26.8,23.9
99473,-17.6,-19.0,24.9
99480,-13.7,-1.2,20.1
99486,-4.5,-4.6,7.0
99492,14.0,11.9,-12.0
99498,22.3,22.2,-4.0
99505,16.1,18.6,-1.5
99511,5.6,5.1,-15.4
99517,2.1,-0.4,-26.1
99523,2.9,10.0,-31.2
99530,-1.6,13.4,-22.0
99536,2.3,-2.3,-4.4
99542,12.8,17.5,-7.2
99548,0.9,5.8,-17.2
99555,-7.7,0.1,-35.3
99561,6.9,16.0,-32.6
99567,16.8,18.8,-5.6
99573,16.9,6.9,7.9
99580,19.8,7.7,11.9
99586,11.8,10.6,5.6
99592,5.0,9.2,-10.6
99598,4.2,16.3,-18.2
99605,0.0,16.8,-13.8
99611,-3.0,6.9,-15.1
99617,-1.5,12.3,-18.7
99623,-1.1,17.3,-15.8
99630,-1.1,14.9,-9.4
99636,-3.5,11.6,-5.6
99642,2.2,5.5,1.0
99648,6.7,-2.0,15.6
99655,15.8,8.9,15.6
99661,9.1,5.3,11.6
99667,3.3,5.1,11.9
99673,3.8,6.8,10.0
99680,2.6,13.7,4.3
99686,3.9,13.7,0.2
99692,4.9,14.2,0.4
99698,1.4,11.5,1.1
99705,1.6,9.0,-1.2
99711,5.6,6.2,-8.2
99717,7.6,10.8,-7.2
99723,7.7,13.0,-8.7
99730,9.5,19.5,-8.8
99736,8.7,14.2,-2.1
99742,2.6,5.7,1.1
99748,1.8,3.7,-2.1
99755,-2.0,2.4,-0.8
99761,-7.5,5.8,2.8
99767,-8.2,8.7,-2.8
99773,-9.2,18.4,-7.2
99780,-9.5,15.9,-8.0
99786,-8.5,7.6,-1.6
99792,-7.2,1.7,3.3
99798,-3.5,-0.5,4.8
99805,0.4,-7.0,8.6
99811,2.8,-9.8,7.5
99817,1.6,-4.5,-0.5
99823,3.0,-0.9,-2.4
99830,6.2,8.6,-5.3
99836,1.8,11.1,-2.4
