time,ax,ay,az
57723,234,732,656
57730,286,959,650
57736,373,976,623
57742,344,985,593
57748,205,865,590
57755,148,809,576
57761,141,759,577
57767,139,745,584
57773,167,743,587
57780,212,766,585
57786,242,781,595
57792,263,765,598
57798,268,797,584
57805,271,793,582
57811,243,777,578
57817,224,744,577
57823,234,790,553
57830,198,794,569
57836,144,766,570
57842,72,741,521
57848,31,787,504
57855,19,792,495
57861,112,798,447
57867,152,834,429
57873,236,872,403
57880,295,910,382
57886,333,974,368
57892,381,1040,337
57898,406,967,358
57905,400,852,349
57911,384,806,355
57917,320,752,398
57923,371,809,370
57930,376,860,357
57936,325,853,383
57942,287,849,379
57948,277,869,349
57955,263,898,339
57961,240,913,335
57967,229,911,348
57973,230,898,333
57980,240,880,311
57986,231,894,329
57992,209,914,332
57998,196,912,328
58005,188,916,325
58011,202,909,320
58017,216,888,317
58023,218,899,337
58030,219,917,341
58036,222,909,333
58042,208,887,335
58048,189,889,343
58055,207,889,343
58061,212,881,345
58067,224,888,350
58073,235,887,339
58080,227,896,343
58086,211,919,344
58092,173,906,355
58098,175,889,349
58105,202,901,332
58111,209,920,340
58117,198,906,346
58123,204,888,344
58130,213,891,323
58136,203,894,334
58142,205,881,343
58148,226,896,331
58155,223,914,338
58161,209,900,342
58167,200,898,346
58173,199,915,334
58180,192,893,345
58186,219,898,327
58192,207,833,347
58198,219,872,325
58205,222,949,340
58211,198,910,350
58217,205,872,337
58223,201,893,327
58230,207,910,329
58236,205,915,337
58242,206,913,332
58248,219,895,323
58255,223,899,329
58261,226,908,323
58267,224,893,321
58273,235,892,316
58280,228,909,325
58286,239,902,326
58292,233,901,318
58298,232,910,317
58305,231,888,302
58311,212,895,324
58317,186,897,351
58323,203,886,341
58330,234,855,330
58336,255,806,290
58342,349,893,262
58348,522,798,232
58355,552,935,262
58361,807,826,-36
58367,672,1268,186
58373,846,1439,-139
58380,641,1088,-88
58386,484,991,-172
58392,94,902,103
58398,271,1377,-54
58405,-186,918,169
58411,-90,90,433
58417,-432,176,751
58423,-709,91,1031
58430,-321,440,839
58436,-187,590,758
58442,-347,588,801
58448,-435,649,833
58455,-452,589,775
58461,-783,543,781
58467,-648,456,700
58473,-431,448,583
58480,-420,509,590
58486,-465,649,605
58492,-533,598,676
58498,-480,649,636
58505,-546,585,657
58511,-442,506,624
58517,-331,622,684
58523,-347,982,648
58530,-791,912,799
58536,-492,552,625
58542,-84,1070,539
58548,-705,712,1034
58555,-543,-124,746
58561,109,-297,-160
58567,-406,340,639
58573,-83,1553,-206
58580,-1591,1846,779
58586,385,779,301
58592,503,1152,71
58598,378,693,366
58605,821,547,466
58611,1216,866,352
58617,606,559,471
58623,676,403,361
58630,719,336,346
58636,722,396,361
58642,802,464,379
58648,772,491,387
58655,819,414,347
58661,814,431,347
58667,834,389,307
58673,873,420,292
58680,858,411,298
58686,830,401,275
58692,848,391,269
58698,835,405,277
58705,841,420,281
58711,832,416,241
58717,845,381,184
58723,858,358,188
58730,881,386,226
58736,925,442,203
58742,1315,452,2
58748,1634,522,-100
58755,1248,57,-400
58761,1140,-274,-626
58767,865,-296,-739
58773,681,-365,-886
58780,422,-309,-896
58786,212,-421,-965
58792,69,-297,-989
58798,-129,-141,-1118
58805,-117,-216,-1212
58811,-131,-81,-1349
58817,-78,-46,-1344
58823,176,50,-1996
58830,-871,172,-1996
58836,-1195,351,-1996
58842,-1998,-1998,-1996
58848,-1998,1996,241
58855,183,-524,-1936
58861,-1998,1526,1998
58867,-482,-551,333
58873,-1303,1138,809
58880,-905,-259,888
58886,-624,183,721
58892,-448,276,698
58898,-1293,500,1077
58905,-711,389,588
58911,-485,300,749
58917,-633,97,913
58923,-317,202,789
58930,-636,175,750
58936,-696,292,823
58942,-595,299,671
58948,-625,389,756
58955,-565,18,751
58961,-751,380,810
58967,-631,104,679
58973,-729,400,795
58980,-623,420,788
58986,-309,127,710
58992,-459,399,961
58998,-494,342,820
59005,-538,292,791
59011,-621,372,811
59017,-533,248,753
59023,-597,132,775
59030,-519,328,767
59036,-532,124,848
59042,-498,136,874
59048,-484,170,976
59055,-386,-53,912
59061,-528,273,967
59067,-517,149,849
59073,-392,148,856
59080,-501,86,898
59086,-603,-69,909
59092,-512,-22,878
59098,-556,-30,878
59105,-600,-169,839
59111,-669,-272,882
59117,-697,-249,896
59123,-696,10,935
59130,-740,119,991
59136,-648,91,743
59142,-799,298,800
59148,-652,-102,866
59155,-338,96,872
