time,ax,ay,az
91519,30,890,-409
91583,14,879,-399
91608,20,874,-404
91630,22,865,-405
91636,23,867,-406
91642,34,884,-414
91648,14,887,-404
91655,17,872,-406
91661,26,870,-417
91667,18,884,-408
91673,27,881,-412
91680,33,871,-410
91686,26,866,-405
91692,27,868,-411
91698,28,892,-416
91705,22,882,-406
91711,17,865,-405
91717,27,873,-417
91723,28,876,-411
91730,27,881,-404
91736,32,875,-405
91742,30,877,-408
91748,36,872,-408
91755,42,884,-402
91761,54,866,-400
91767,52,856,-394
91773,45,887,-393
91780,46,912,-406
91786,71,917,-442
91792,95,884,-412
91798,66,812,-387
91805,2,828,-391
91811,-16,898,-408
91817,33,921,-427
91823,101,872,-407
91830,125,838,-396
91836,91,858,-399
91842,40,902,-413
91848,58,891,-438
91855,71,877,-428
91861,94,858,-431
91867,53,861,-413
91873,56,862,-432
91880,45,863,-438
91886,44,879,-442
91892,53,872,-436
91898,49,861,-434
91905,48,857,-431
91911,39,866,-428
91917,57,884,-437
91923,39,859,-427
91930,25,847,-421
91936,44,870,-435
91942,41,875,-431
91948,37,869,-425
91955,40,876,-432
91961,44,866,-429
91967,56,855,-433
91973,28,869,-410
91980,53,853,-429
91986,45,851,-422
91992,47,868,-424
91998,64,866,-430
92005,54,866,-420
92011,52,865,-419
92017,59,866,-430
92023,46,876,-439
92030,32,883,-432
92036,63,862,-434
92042,76,829,-420
92048,82,850,-419
92055,90,835,-409
92061,118,854,-449
92067,115,879,-455
92073,86,872,-443
92080,85,844,-456
92086,69,846,-456
92092,48,843,-460
92098,12,849,-487
92105,-99,812,-481
92111,-204,654,-465
92117,-271,209,-327
92123,-465,58,-634
92130,56,808,-1310
92136,-189,1066,-837
92142,-207,811,-764
92148,17,752,-811
92155,-81,683,-696
92161,64,556,-935
92167,57,414,-1095
92173,-41,387,-1279
92180,-28,302,-1148
92186,-182,94,-1058
92192,-123,96,-1066
92198,-454,199,-920
92205,-293,506,-877
92211,-382,737,-699
92217,-480,496,-832
92223,-464,705,-598
92230,-338,842,-485
92236,-513,642,-422
92242,-48,907,-477
92248,-403,707,-575
92255,-481,892,-789
92261,-671,785,-324
92267,-718,996,-406
92273,-442,1312,-468
92280,-456,1319,-352
92286,-508,221,145
92292,-438,-84,1014
92298,53,58,857
92305,-40,576,694
92311,-257,319,795
92317,-30,641,818
92323,185,1180,108
92330,-66,203,1146
92336,6,1283,463
92342,252,871,439
92348,390,545,536
92355,446,523,200
92361,478,723,213
92367,850,644,257
92373,719,706,168
92380,644,510,213
92386,821,624,134
92392,851,673,180
92398,930,551,95
92405,874,578,135
92411,820,523,134
92417,807,592,102
92423,840,520,86
92430,806,539,91
92436,827,541,99
92442,847,495,68
92448,817,515,68
92455,847,475,59
92461,829,495,42
92467,805,455,66
92473,817,474,73
92480,822,441,71
92486,874,454,34
92492,838,499,42
92498,839,473,34
92505,794,409,36
92511,743,409,58
92517,735,420,40
92523,809,456,-33
92530,719,411,-16
92536,630,441,64
92542,669,415,119
92548,840,618,117
92555,1282,844,246
92561,1982,1235,341
92567,1688,890,-117
92573,1998,-172,-882
92580,1998,-80,-1322
92586,1034,294,-1042
92592,58,-455,-1051
92598,-1066,-770,-1634
92605,-269,1079,-1375
92611,-1972,-33,-1996
92617,-1459,-611,-1996
92623,-1998,1498,-1996
92630,-1998,-1808,-1960
92636,-1998,1996,-1815
92642,-1863,-1998,-1661
92648,-1920,1508,906
92655,1998,-1070,-1990
92661,-156,144,236
92667,-932,-3,1995
92673,-1998,1644,1998
92680,-185,448,160
92686,-712,-285,271
92692,-706,712,283
92698,330,249,-10
92705,-576,349,741
92711,-477,495,928
92717,-469,305,1416
92723,-762,462,960
92730,-995,-233,652
92736,-655,475,636
92742,-281,207,720
92748,-830,644,894
92755,-410,282,599
92761,-715,337,710
92767,-483,326,805
92773,-531,110,817
92780,-642,239,831
92786,-717,206,806
92792,-618,107,757
92798,-551,167,776
92805,-721,221,872
92811,-592,176,758
92817,-624,230,752
92823,-652,209,761
92830,-605,258,808
92836,-612,204,802
92842,-578,198,771
92848,-646,176,826
92855,-565,237,768
92861,-590,183,784
92867,-603,251,787
92873,-595,192,810
92880,-617,211,813
92886,-605,140,853
92892,-635,199,769
92898,-637,194,754
92905,-717,220,771
92911,-678,139,752
92917,-665,255,711
92923,-742,194,750
92930,-797,204,663
