time,wx,wy,wz
69322,-4.0,7.2,2.1
69343,-4.2,2.8,3.7
69411,-8.4,20.4,-1.0
69420,0.0,42.6,-5.3
69426,-7.5,-4.4,-4.7
69433,-4.9,14.2,-8.7
69439,-8.1,12.9,-9.4
69445,-6.9,-6.8,-4.9
69451,2.9,8.8,-2.8
69458,5.5,6.3,-1.6
69464,4.8,6.5,-3.9
69470,-0.4,1.9,-4.2
69476,-1.5,0.6,-4.2
69483,1.4,6.8,-3.3
69489,2.4,6.8,-0.7
69495,-1.0,-4.5,0.6
69501,-2.1,-15.5,-0.4
69508,2.3,-9.5,-4.7
69514,6.8,-3.6,-1.3
69520,-1.6,-14.4,2.2
69526,0.7,18.4,-2.8
69533,-4.3,1.2,-4.9
69539,-3.0,9.8,-6.0
69545,-8.6,-7.2,-1.9
69551,-2.2,-11.7,1.1
69558,4.5,-2.0,2.0
69564,0.6,-9.2,6.3
69570,0.2,-12.0,5.6
69576,5.5,-0.9,3.3
69583,0.3,-9.4,4.0
69589,-0.2,-2.6,3.2
69595,1.0,0.4,1.1
69601,1.3,1.0,-0.2
69608,0.9,5.7,0.5
69614,-2.7,0.0,0.9
69620,-0.2,6.8,1.1
69626,-1.2,1.2,-0.2
69633,-0.9,1.4,-0.5
69639,1.3,7.0,0.4
69645,-2.2,-1.7,0.6
69651,-1.2,-0.6,0.9
69658,-1.5,-0.9,0.8
69664,-2.4,-5.4,0.8
69670,-1.0,-1.4,1.1
69676,-2.3,-4.2,2.6
69683,-2.5,-4.1,2.1
69689,-2.9,-2.6,1.4
69695,-0.7,-1.1,0.4
69701,0.5,2.7,0.3
69708,-1.8,-2.4,1.4
69714,-1.0,3.0,0.0
69720,-1.7,3.0,-0.9
69726,-1.8,3.1,-1.1
69733,2.1,3.9,-1.1
69739,2.7,2.3,1.4
69745,2.1,2.1,2.6
69751,2.5,5.2,2.0
69758,1.4,3.0,0.1
69764,0.7,3.0,1.0
69770,-0.9,-2.4,2.5
69776,0.1,4.1,4.1
69783,0.2,-1.4,3.8
69789,3.9,5.1,2.0
69795,5.2,9.4,1.8
69801,1.4,2.8,4.4
69808,-1.6,-14.4,8.1
69814,5.9,-16.7,12.7
69820,24.8,-26.7,24.7
69826,64.1,-46.0,47.8
69833,109.9,-33.6,70.4
69839,133.4,-49.3,96.4
69845,117.6,-86.0,115.2
69851,107.8,-68.8,111.7
69858,79.9,-15.4,51.4
69864,44.0,30.2,-6.4
69870,31.7,74.0,-55.3
69876,6.1,131.1,-124.2
69883,-40.3,62.4,-138.3
69889,-78.1,26.8,-157.6
69895,-92.4,211.0,-136.2
69901,-388.0,-425.9,-84.7
69908,-181.5,469.3,-63.7
69914,-167.0,216.8,-6.3
69920,-126.9,64.3,16.8
69926,74.2,497.0,-9.3
69933,-205.3,294.0,-90.4
69939,-99.4,247.5,-85.4
69945,117.1,137.9,25.3
69951,88.6,131.3,-51.0
69958,-24.6,125.5,-136.0
69964,-21.6,117.3,-77.0
69970,15.1,40.9,10.9
69976,-17.9,82.3,-19.4
69983,-37.9,58.3,-35.3
69989,-35.5,18.6,-10.0
69995,-20.7,29.8,14.5
70001,-12.0,38.9,-11.4
70008,-21.3,43.2,-12.9
70014,-25.1,42.1,-9.3
70020,-38.5,12.8,-12.7
70026,-52.7,-58.5,-38.9
70033,-120.3,-74.7,-69.5
70039,-68.6,-141.2,36.7
70045,22.2,-310.7,90.7
70051,261.5,-373.8,74.4
70058,484.4,-37.3,-56.2
70064,67.8,-217.9,123.6
70070,1.9,-90.8,139.5
