time,ax,ay,az
102110,-117,911,-303
102129,-121,907,-305
102141,-114,920,-305
102148,-120,912,-297
102164,-119,913,-304
102171,-114,907,-300
102178,-126,903,-294
102195,-124,918,-303
102202,-109,905,-305
102267,-109,920,-314
102335,-110,918,-314
102352,-120,893,-307
102358,-125,901,-299
102364,-103,925,-307
102371,-85,942,-315
102377,-95,915,-308
102383,-102,914,-307
102389,-116,912,-306
102396,-119,908,-310
102402,-121,913,-314
102408,-120,926,-314
102414,-117,909,-311
102421,-122,908,-309
102427,-112,915,-313
102433,-102,909,-316
102439,-113,916,-310
102446,-122,922,-310
102452,-121,908,-311
102458,-122,906,-312
102464,-115,905,-312
102471,-114,914,-310
102477,-115,903,-305
102483,-108,902,-313
102489,-115,908,-316
102496,-109,911,-317
102502,-115,914,-317
102508,-119,893,-313
102514,-93,915,-333
102521,-127,924,-315
102527,-108,911,-328
102533,-117,912,-318
102539,-104,899,-325
102546,-107,905,-326
102552,-103,914,-324
102558,-122,913,-323
102564,-123,901,-322
102571,-125,889,-329
102577,-115,888,-333
102583,-97,905,-331
102589,-87,908,-327
102596,-104,927,-315
102602,-119,911,-319
102608,-97,902,-341
102614,-147,904,-313
102621,-109,898,-370
102627,-145,892,-355
102633,-214,830,-312
102639,-217,528,-313
102646,-152,491,-422
102652,-87,758,-471
102658,140,856,-571
102664,503,794,-541
102671,730,815,-946
102677,539,1134,-1446
102683,77,576,-1334
102689,50,338,-1367
102696,-999,533,-175
102702,108,679,-1458
102708,-297,413,-1784
102714,-431,365,-1219
102721,-303,337,-567
102727,-535,571,-39
102733,-472,965,118
102739,-567,661,-12
102746,-657,655,152
102752,-435,941,52
102758,-360,892,-59
102764,-573,852,17
102771,-706,1006,-29
102777,-786,862,6
102783,-790,671,5
102789,-675,586,-42
102796,-683,662,-56
102802,-799,797,-19
102808,-989,830,168
102814,-1039,656,409
102821,-718,405,425
102827,-604,425,539
102833,-166,541,273
102839,-370,481,392
102846,-406,552,251
102852,393,1102,-506
102858,-473,1743,208
102864,-280,1441,320
102871,-327,686,569
102877,323,253,-224
102883,167,432,-437
102889,-458,566,542
102896,-162,748,571
102902,514,1125,51
102908,245,1543,350
102914,347,936,102
102921,774,146,236
102927,742,783,320
102933,913,392,397
102939,528,576,374
102946,751,551,353
102952,746,623,196
102958,742,532,196
102964,800,556,186
102971,769,578,173
102977,876,565,158
102983,779,504,169
102989,740,530,196
102996,767,528,154
103002,850,462,117
103008,789,523,141
103014,787,544,184
103021,825,538,147
103027,785,502,88
103033,810,456,30
103039,801,516,35
103046,794,489,67
103052,792,588,93
103058,835,541,80
103064,851,526,165
103071,1072,733,102
103077,1292,798,119
103083,1290,550,-91
103089,1893,53,-1186
103096,1438,-351,-1165
103102,695,-576,-1519
103108,311,-554,-1460
103114,177,-83,-1979
103121,-643,-166,-1977
103127,-1616,-246,-1996
103133,-1169,18,-1996
103139,-1835,1395,-1996
103146,-1485,1962,-1996
103152,-856,1996,303
103158,-1883,-1998,1974
103164,-1271,1996,-193
103171,-798,-243,188
103177,-343,-320,217
103183,-1841,1913,1998
103189,-59,-79,1998
103196,-201,415,1731
103202,-1762,82,1293
103208,-720,-303,334
103214,-168,625,-32
103221,-300,55,475
103227,110,-242,611
103233,-279,691,1072
103239,346,173,1086
103246,-304,-214,670
103252,-512,-4,800
103258,-324,-35,856
103264,-567,271,1047
103271,-399,57,1074
103277,-272,79,797
103283,-443,-62,906
103289,-377,161,868
103296,-391,20,914
103302,-525,112,896
103308,-548,133,922
103314,-474,205,890
103321,-412,66,893
103327,-477,111,914
103333,-392,-32,909
103339,-503,101,948
103346,-445,32,906
103352,-456,39,963
103358,-407,49,883
103364,-423,-39,896
103371,-427,49,933
103377,-475,23,960
103383,-418,46,899
103389,-429,20,925
103396,-404,21,914
103402,-480,45,954
103408,-406,48,893
103414,-399,0,876
103421,-486,88,947
103427,-572,104,939
103433,-248,-142,937
103439,-412,-21,992
103446,-421,139,940
103452,-403,-107,955
103458,-489,126,987
103464,-343,22,895
