time,wx,wy,wz
72203,-0.7,1.5,1.4
72209,-0.3,-0.3,2.5
72215,0.0,1.6,3.1
72221,-0.1,2.1,2.8
72228,0.3,3.5,3.4
72234,0.0,4.4,3.3
72240,-2.2,2.2,1.9
72246,-3.2,1.3,1.3
72253,-2.2,2.3,1.7
72259,-1.4,0.4,4.2
72265,-2.3,-3.6,6.5
72271,-2.1,-5.4,7.5
72278,2.4,-2.1,5.9
72284,1.7,-0.1,4.9
72290,-0.4,0.2,2.0
72296,-1.1,1.2,-0.9
72303,0.6,3.9,-4.4
72309,-2.8,3.1,-9.4
72315,-7.6,-2.2,-9.0
72321,-3.8,-6.3,-9.3
72328,0.7,0.3,-8.1
72334,1.0,8.2,-2.1
72340,-1.9,5.1,0.2
72346,-4.4,3.9,-2.2
72353,-3.9,5.3,-4.6
72359,-3.3,4.4,-6.7
72365,-2.5,0.7,-5.3
72371,-3.0,-1.4,-2.7
72378,-4.9,0.1,-2.5
72384,-3.3,-4.3,0.6
72390,0.0,-1.8,0.0
72396,1.8,-2.0,1.3
72403,-0.5,0.2,1.6
72409,-0.6,-0.7,0.8
72415,-0.2,1.4,-0.4
72421,-0.7,1.4,0.9
72428,1.2,3.4,1.5
72434,1.5,6.3,2.1
72440,1.7,5.4,2.5
72446,2.7,4.9,3.0
72453,2.1,5.5,2.3
72459,5.6,0.3,5.3
72465,19.0,1.6,7.7
72471,36.1,-0.2,-3.6
72478,42.8,3.2,-26.5
72484,39.9,17.8,-45.3
72490,34.0,39.1,-58.1
72496,25.4,42.2,-39.4
72503,11.6,6.2,-6.8
72509,24.2,84.6,-15.6
72515,9.3,47.3,-40.6
72521,48.5,182.4,-41.1
72528,10.9,9.3,0.7
72534,-16.2,-46.3,31.7
72540,-42.1,-71.6,36.4
72546,-38.0,-93.8,30.9
72553,-5.8,-81.5,29.1
72559,33.8,-36.3,42.7
72565,24.1,-68.6,47.4
72571,-3.2,-121.0,42.8
72578,6.7,-46.9,9.6
72584,-14.1,-94.2,21.5
72590,-22.6,-111.6,54.2
72596,-17.9,-105.7,61.3
72603,-6.6,-85.1,50.9
72609,9.8,-67.1,54.1
72615,35.9,-49.4,68.3
72621,39.6,-56.6,59.9
72628,31.6,-148.8,37.5
72634,109.4,136.2,30.5
72640,-22.0,-140.3,96.9
72646,-58.0,-182.3,78.6
72653,-26.0,-66.2,7.7
72659,-2.3,-45.7,-1.6
72665,20.3,-7.2,52.7
72671,47.7,102.4,70.2
72678,14.4,-68.1,57.0
72684,-5.1,-100.2,24.7
72690,-0.8,49.7,1.1
72696,-26.8,-3.5,3.5
72703,-21.0,4.7,7.4
72709,-11.5,3.8,19.9
72715,0.6,13.7,10.5
72721,27.1,99.5,-11.9
72728,14.5,2.6,-9.4
72734,16.7,-4.9,17.1
72740,-9.8,-5.4,25.2
72746,-25.6,-17.6,8.7
72753,-28.9,-10.1,-8.5
72759,-11.9,-36.4,1.8
72765,36.7,98.2,19.6
72771,15.8,16.5,13.1
72778,-1.9,-27.3,-17.0
72784,9.4,0.9,-22.4
72790,23.8,40.9,6.0
72796,9.3,8.7,15.6
72803,0.4,-25.6,-0.3
72809,18.3,13.0,-22.8
72815,21.1,16.4,-16.8
72821,4.0,-2.9,9.8
