time,wx,wy,wz
47513,-1.1,4.2,-0.1
47538,-6.0,2.4,-4.9
47545,-0.1,3.7,-1.6
47551,1.6,4.1,0.6
47557,-0.7,0.4,0.9
47563,0.1,0.8,1.4
47570,1.2,3.0,1.2
47576,0.3,-1.8,0.0
47582,-1.6,-0.4,1.8
47588,-4.0,-0.9,1.4
47595,-2.0,-4.1,-0.2
47601,-0.2,0.8,0.8
47607,2.1,3.8,1.4
47613,3.2,2.1,1.4
47620,2.7,1.6,1.8
47626,-1.2,0.4,1.4
47632,-4.2,-1.5,-0.7
47638,-3.8,0.7,-0.9
47645,-1.6,0.1,-0.3
47651,0.4,2.1,-1.8
47657,0.9,3.7,-0.5
47663,-1.2,1.5,1.3
47670,-0.4,2.9,-0.2
47676,-0.2,1.6,0.1
47682,-0.4,0.3,0.7
47688,0.0,-1.4,-0.6
47695,0.8,-2.7,0.7
47701,-0.7,0.7,3.0
47707,-3.2,-3.7,3.3
47713,-3.3,-5.3,3.7
47720,-1.5,2.1,2.7
47726,-1.3,0.0,1.1
47732,-0.4,-2.3,0.8
47738,0.0,-4.4,1.7
47745,0.2,-1.3,3.9
47751,0.8,-0.4,4.1
47757,2.2,3.7,4.6
47763,3.5,2.1,3.0
47770,2.1,3.0,2.1
47776,-1.8,2.8,0.9
47782,-1.4,4.6,0.8
47788,1.6,4.7,0.9
47795,2.1,3.7,2.0
47801,4.0,3.6,2.8
47807,8.4,5.0,0.4
47813,6.7,3.0,2.5
47820,4.7,-15.0,6.5
47826,11.0,-18.0,8.4
47832,8.6,-14.7,10.0
47838,19.5,-11.7,8.9
47845,35.2,13.4,10.9
47851,46.9,12.9,19.8
47857,47.9,25.7,18.9
47863,31.9,32.2,27.7
47870,34.5,54.9,35.1
47876,41.2,83.7,21.0
47882,6.7,52.0,-3.2
47888,-8.4,60.8,-39.9
47895,-19.3,121.5,-65.1
47901,0.2,142.5,-80.1
47907,-16.8,127.0,-75.8
47913,-54.4,167.8,-67.9
47920,-178.2,-100.3,-62.0
47926,-144.2,10.0,6.1
47932,-82.4,230.3,35.4
47938,-94.2,259.4,3.1
47945,-69.3,419.4,-46.6
47951,-147.7,263.9,-109.9
47957,29.1,191.7,-66.4
47963,117.1,155.2,-64.8
47970,31.9,135.7,-91.0
47976,20.8,103.4,-101.0
47982,16.0,52.5,-98.4
47988,-32.5,38.7,-128.6
47995,-88.9,35.5,-105.0
48001,-38.1,32.9,-27.9
48007,-87.5,17.6,-56.4
48013,-52.9,-5.6,-37.0
48020,-25.6,-36.1,-5.4
48026,-47.7,-17.3,-8.8
48032,-19.4,-58.3,10.7
48038,-9.9,-46.2,15.6
48045,26.5,-82.1,34.6
48051,15.2,-97.0,26.3
48057,-19.5,-85.5,14.9
48063,-1.1,-124.1,33.2
48070,20.7,-114.3,49.4
48076,-5.4,-255.5,68.3
48082,32.9,-331.3,89.7
48088,83.7,-183.8,46.5
48095,-18.7,-191.4,-18.2
48101,209.2,42.2,-78.0
48107,154.2,102.9,-61.0
48113,-69.5,-324.8,-23.5
48120,-36.1,-235.2,131.8
48126,-45.7,-143.7,207.2
48132,-29.1,-233.3,165.5
48138,-60.5,-57.0,98.5
48145,-36.9,-107.5,70.1
48151,25.9,-52.9,26.3
48157,-23.1,-93.8,31.5
48163,-6.7,-49.9,22.9
48170,-2.1,-27.1,17.2
48176,-1.9,-34.5,8.3
48182,-3.4,-41.0,7.1
48188,3.3,-11.9,-8.2
48195,-3.1,-19.6,-2.8
48201,-5.3,6.4,-5.0
48207,-7.2,-3.7,0.4
48213,-5.3,-2.8,-3.0
48220,-3.2,9.7,-5.2
48226,-5.7,12.1,-8.8
48232,-3.0,7.7,-7.5
48238,8.4,-57.2,33.3
48245,38.0,-107.2,92.0
48251,81.6,-194.3,186.6
48257,67.9,-313.9,264.3
48263,53.1,-267.8,214.0
48270,30.4,-241.9,151.6
48276,13.1,-210.5,107.1
48282,-27.5,-149.0,80.9
48288,-17.8,-93.8,41.1
48295,-26.9,-30.8,2.5
48301,-71.0,-5.9,-14.8
48307,-130.2,174.2,-2.2
48313,-187.8,137.7,-17.0
48320,-143.8,308.8,32.5
48326,-321.5,-77.8,140.7
48332,-448.9,2293.4,-63.4
48338,-856.4,1106.6,-820.3
48345,-989.8,-1417.0,167.6
48351,-36.4,196.2,-5.4
48357,-39.2,176.3,-175.7
48363,2.3,12.3,114.6
48370,-24.2,-49.9,-105.7
48376,-11.2,-61.1,44.8
48382,-66.0,-268.1,-19.5
48388,69.3,162.7,-53.7
48395,-40.0,-216.0,52.7
48401,33.2,60.5,11.6
48407,-7.9,-28.6,-30.3
48413,-5.0,62.2,-28.8
48420,-33.8,-51.9,31.5
48426,24.2,101.0,-45.7
48432,-22.3,-65.9,21.9
48438,0.2,19.1,-14.7
48445,4.6,34.3,-24.4
48451,-17.6,27.8,13.7
48457,-10.0,10.7,27.8
48463,-7.0,0.0,5.1
48470,-18.5,-25.4,16.3
48476,3.6,72.1,-21.2
48482,-18.4,8.5,-10.5
48488,-18.7,21.2,42.4
