time,wx,wy,wz
77259,-60.9,-80.5,25.6
77294,4.0,-49.7,19.3
77338,-14.9,-115.4,12.4
77378,-9.1,-18.9,11.6
77385,-12.1,-5.2,8.8
77391,-19.3,-3.2,2.3
77397,-26.1,-4.2,1.1
77403,-24.7,-7.9,5.1
77410,1.9,0.4,10.9
77416,10.9,-3.8,14.0
77422,-10.9,-35.4,11.2
77428,-17.9,-13.4,3.2
77435,-9.5,-0.2,1.4
77441,2.3,3.8,4.7
77447,4.5,12.6,7.2
77453,-3.0,7.2,5.6
77460,-0.7,10.0,-0.5
77466,4.1,14.6,-4.4
77472,3.3,14.8,-0.5
77478,0.2,10.4,3.0
77485,-2.4,2.1,2.5
77491,-1.8,0.2,1.8
77497,0.1,0.6,1.3
77503,0.9,2.1,1.0
77510,0.0,0.4,-0.4
77516,-0.5,2.5,-1.1
77522,0.2,4.4,-2.1
77528,0.3,-0.1,-0.9
77535,-1.2,5.9,2.9
77541,-7.3,0.0,3.5
77547,-8.3,0.1,2.5
77553,-5.9,-0.4,1.3
77560,-3.8,-0.4,0.7
77566,-3.2,-0.7,1.3
77572,-2.5,3.3,0.8
77578,-3.0,1.8,-0.4
77585,-1.5,1.1,0.6
77591,-2.2,1.1,1.7
77597,-1.3,2.3,1.0
77603,-1.4,-0.4,0.2
77610,0.0,1.8,-1.0
77616,-0.1,-0.1,-1.6
77622,-1.0,3.5,-1.1
77628,-2.1,1.5,-0.7
77635,-1.1,-0.9,0.2
77641,0.4,-3.3,0.6
77647,1.0,-4.5,1.7
77653,1.6,-2.9,1.8
77660,1.5,0.1,1.1
77666,0.8,1.4,-0.1
77672,-0.9,5.5,-0.7
77678,-0.2,5.6,-0.9
77685,1.8,4.3,-0.3
77691,1.9,4.6,0.9
77697,2.4,4.2,0.7
77703,1.6,4.9,2.4
77710,0.5,4.1,3.9
77716,2.4,0.7,3.9
77722,4.5,0.3,4.1
77728,5.1,-0.7,5.5
77735,4.1,-1.1,5.0
77741,2.8,0.4,3.2
77747,2.5,-1.4,5.1
77753,6.4,-2.4,11.4
77760,13.6,-16.1,23.9
77766,26.2,-18.3,35.0
77772,32.4,-26.1,43.6
77778,56.4,-15.7,50.3
77785,80.8,-24.7,59.2
77791,90.2,-49.7,65.5
77797,113.5,-74.2,44.1
77803,106.1,-48.5,-27.7
77810,54.1,-11.4,-96.1
77816,21.2,86.3,-130.9
77822,-15.6,89.3,-155.1
77828,-98.4,81.0,-121.9
77835,-168.2,113.0,-102.8
77841,-167.5,191.8,-39.2
77847,-282.3,-201.1,6.1
77853,-169.6,277.6,60.7
77860,-75.6,368.9,-16.1
77866,-146.0,227.2,4.5
77872,-177.9,201.7,-70.5
77878,-59.2,256.3,-48.2
77885,69.2,199.1,-16.7
77891,28.3,161.9,-58.8
77897,-7.4,200.8,-68.8
77903,-29.3,169.6,-85.3
77910,-37.8,117.9,-73.8
77916,-31.5,78.4,-27.1
77922,-10.2,61.6,-16.8
77928,-39.9,-4.2,-56.3
77935,-35.0,-37.6,-23.6
77941,3.9,-21.2,12.5
77947,-46.8,-104.7,-27.9
77953,-94.8,-166.0,-45.0
77960,-37.8,-452.9,2.1
77966,343.1,-3.4,-31.6
77972,486.7,-200.6,-44.3
77978,52.8,-241.8,-10.4
77985,255.4,283.0,50.4
77991,20.4,-135.5,77.1
77997,-137.9,-126.6,130.1
78003,-93.3,-6.7,109.2
78010,-225.4,-168.3,105.0
78016,-82.1,-195.5,136.2
78022,-6.3,-98.4,86.5
78028,18.0,-89.6,62.5
78035,-4.9,-122.2,99.1
78041,-4.3,-99.2,117.3
78047,-16.4,-87.5,64.6
78053,-5.3,-22.6,37.1
78060,-11.6,-45.5,19.8
78066,2.5,-30.5,13.4
78072,3.5,-19.0,17.6
78078,-1.8,-14.4,11.2
78085,-1.4,-10.1,9.2
78091,-1.5,1.8,11.6
78097,-1.6,1.8,7.7
78103,-3.9,-11.1,8.4
78110,0.3,-3.2,0.6
78116,-2.1,-11.7,5.9
78122,-4.1,-11.6,9.8
78128,3.7,-9.1,1.9
78135,0.9,-8.7,0.8
78141,2.5,4.6,0.7
78147,-5.6,4.7,3.5
78153,-6.3,14.9,-1.5
78160,3.7,21.1,-18.0
78166,-9.1,-5.5,-6.5
78172,-2.1,-19.1,24.8
78178,30.3,-60.9,64.7
78185,77.7,-127.7,174.0
78191,83.5,-215.8,240.9
78197,76.1,-330.1,282.5
78203,88.1,-324.1,274.9
78210,-6.3,-303.1,229.3
78216,-58.5,-161.5,195.0
