time,ax,ay,az
74083,-576,66,874
74090,-601,38,881
74096,-539,22,858
74102,-532,24,848
74108,-537,54,862
74115,-540,-31,920
74121,-453,16,837
74127,-505,-37,905
74133,-507,-61,860
74140,-533,-56,887
74146,-551,-86,881
74152,-532,-39,883
74158,-567,-17,870
74165,-601,8,850
74171,-586,31,853
74177,-527,-16,852
74183,-521,-28,893
74190,-514,-43,855
74196,-561,-71,898
74202,-565,-25,881
74208,-572,-65,882
74215,-546,-37,903
74221,-510,-16,900
74227,-494,-18,858
74233,-763,175,653
74240,-678,113,436
74246,-483,-87,7
74252,-52,-256,-424
74258,267,-692,-207
74265,290,-305,211
74271,691,-394,634
74277,-1,-1020,1164
74283,-141,-974,1056
74290,-919,134,846
74296,-1596,-41,1398
74302,-1724,494,1701
74308,-1072,493,1444
74315,-402,77,1044
74321,-701,292,1082
74327,-729,124,1019
74333,-696,235,835
74340,-666,172,766
74346,-527,275,671
74352,-422,428,707
74358,-782,354,1044
74365,-605,645,973
74371,-436,524,853
74377,-663,194,1033
74383,-468,403,820
74390,-402,294,772
74396,-426,375,722
74402,-476,230,769
74408,-647,259,942
74415,-467,203,972
74421,-397,189,944
74427,-386,114,918
74433,-359,273,889
74440,-402,164,937
74446,-388,216,969
74452,-318,99,1017
74458,-463,331,965
74465,-119,221,644
74471,-388,278,991
74477,-347,133,945
74483,-308,104,896
74490,-434,175,1021
74496,-330,216,902
74502,-374,105,958
74508,-366,155,931
74515,-415,126,959
74521,-384,127,924
74527,-448,230,957
74533,-380,150,917
74540,-429,140,951
74546,-383,138,912
74552,-405,174,920
74558,-403,141,939
74565,-395,155,922
74571,-416,196,917
74577,-407,173,918
74583,-436,175,940
74590,-434,145,939
74596,-425,191,930
74602,-416,130,921
74608,-402,157,931
74615,-400,205,959
74621,-449,151,1000
74627,-358,90,901
74633,-348,260,857
74640,-398,128,839
74646,-506,136,920
74652,-553,188,1015
74658,-405,172,873
74665,-431,112,905
74671,-465,109,926
74677,-466,157,973
74683,-266,106,853
74690,-504,147,998
74696,-437,105,897
74702,-413,76,930
74708,-352,130,878
74715,-428,48,972
74721,-581,-76,1021
74727,-287,200,785
74733,-291,162,818
74740,-521,66,1138
74746,-214,146,813
74752,-391,40,986
74758,-357,145,924
74765,-374,57,956
74771,-399,82,977
74777,-354,74,926
74783,-380,86,958
74790,-405,94,972
74796,-391,96,950
74802,-366,93,944
74808,-368,83,943
74815,-376,80,947
74821,-393,63,948
74827,-385,87,954
74833,-368,96,937
74840,-388,71,968
74846,-397,70,968
74852,-371,94,938
74858,-394,77,959
74865,-380,105,941
74871,-380,90,938
74877,-372,94,928
74883,-408,90,975
74890,-381,56,950
74896,-386,102,968
74902,-405,96,964
74908,-303,-29,915
74915,-359,277,921
74921,-358,-543,1036
74927,-1212,3,1422
74933,-370,124,1133
74940,-96,349,993
74946,274,540,775
74952,123,559,841
74958,175,656,835
74965,224,627,819
74971,284,674,731
74977,208,561,674
74983,245,363,593
74990,-31,311,698
74996,40,227,603
75002,-624,279,1022
75627,-1286,279,-452
75633,-958,112,-453
75639,-726,140,-213
75645,-831,103,-99
75660,-890,-124,-551
75666,-937,-231,-768
75672,-695,-413,-825
75678,-827,-644,-914
75685,-909,6,-832
75691,-1806,221,-735
75697,-1564,380,-250
75703,-1417,643,248
75941,-723,-85,-537
75947,-1400,118,-381
75953,-1542,-87,-146
75960,-1207,133,23
75966,-875,335,-119
75972,-843,294,-223
75978,-953,276,-340
76182,-741,106,-574
76189,-1278,252,-836
76195,-1343,320,-451
76201,-1692,745,31
76207,-1209,561,-1212
76214,-1998,1932,1545
76220,-1343,589,-217
76226,-1077,917,157
76232,-1737,920,355
76239,-1585,628,30
76245,-1536,740,-401
76251,-1394,538,-961
76257,-717,591,-1147
76264,-179,386,-992
76270,-146,-118,-656
76276,96,-36,-752
76282,186,41,-444
76289,184,136,-382
76295,319,249,-350
76301,98,627,147
76307,-116,610,-404
76314,-204,900,-334
76320,91,800,-574
76326,-644,977,-391
76332,-619,1291,-537
76339,-129,1117,-841
76345,512,925,-892
76351,-786,669,-193
76357,-620,660,-241
76364,-32,627,-299
76370,44,496,-163
76376,-51,408,-93
76382,-262,529,-33
76389,-498,918,-54
76395,-425,1260,-184
76401,-240,1290,-267
76407,107,1322,-548
76414,322,1609,-667
76420,-410,1181,-208
76426,-100,742,-399
76432,178,529,-542
76439,-394,572,-29
76445,-324,524,-41
76451,-84,469,-155
76457,11,605,-258
76464,-318,878,-255
76470,-575,1229,-313
76476,-909,1350,-239
76482,-106,1278,-753
76489,-33,1111,-716
76495,-522,815,-504
76501,-111,699,-420
76507,-81,638,-122
76514,0,453,-15
76520,96,314,-93
76526,-279,524,-9
76532,-501,1293,-27
76539,-370,1570,-152
76545,-9,1259,-399
76551,759,1578,-982
76557,-404,1111,-88
76564,33,781,-305
76570,-86,828,-328
76576,-280,524,-115
76582,-302,313,-64
76589,-106,387,-191
76595,47,682,-264
76601,-379,1156,-195
76607,-678,1777,-121
76614,-166,1442,-515
76620,255,1153,-626
76626,-570,714,-322
76632,-576,802,-233
76639,-76,726,-180
76645,-58,591,1
76651,41,460,-80
