time,wx,wy,wz
37685,-1.3,-2.4,1.4
37698,0.7,3.1,0.3
37704,0.7,1.2,0.1
37710,-0.1,1.2,-0.6
37716,0.8,2.0,-0.2
37723,2.3,3.9,-0.1
37729,-1.7,-2.8,0.3
37735,-3.2,2.3,0.8
37741,-3.0,-3.7,1.1
37748,0.9,2.1,-0.2
37754,-0.7,-0.5,-0.8
37760,-1.8,-1.5,-0.9
37766,-1.5,0.4,-0.7
37773,-1.6,1.6,0.1
37779,0.7,5.7,-0.2
37785,-1.6,-4.8,-0.2
37791,-1.2,4.4,0.8
37798,-2.6,-2.8,0.6
37804,0.6,3.5,0.9
37810,-0.1,-0.9,1.1
37816,-1.1,0.4,1.4
37823,-1.0,-2.6,1.1
37829,-0.5,0.0,1.1
37835,-0.5,-0.7,2.8
37841,2.0,1.9,2.1
37848,1.8,2.1,1.4
37854,-0.1,-1.1,0.7
37860,1.0,2.5,-0.2
37866,-1.1,-3.6,-0.1
37873,1.7,4.1,-1.3
37879,0.0,-2.3,-0.9
37885,0.2,0.5,0.2
37891,-0.1,-0.4,-0.8
37898,1.4,0.9,-0.7
37904,1.5,0.2,0.0
37910,1.6,8.2,-0.2
37916,0.6,0.7,0.0
37923,2.0,2.1,-0.3
37929,0.9,3.2,-1.1
37935,0.9,2.5,-0.7
37941,2.7,4.2,-1.4
37948,1.4,1.8,-0.8
37954,-0.8,0.5,-0.6
37960,-0.2,1.2,-1.4
37966,-0.8,-0.2,-1.9
37973,-0.4,5.8,-0.7
37979,0.3,1.8,1.0
37985,3.8,3.1,1.1
37991,4.4,9.7,0.9
37998,1.9,-2.5,3.0
38004,4.2,2.9,1.9
38010,3.7,3.0,2.1
38016,3.6,6.7,2.8
38023,3.0,6.0,2.7
38029,3.9,4.9,3.2
38035,3.8,8.8,4.3
38041,0.5,1.1,4.8
38048,4.7,1.4,3.9
38054,7.7,5.4,0.1
38060,9.1,4.3,-3.0
38066,-2.1,-4.3,-9.0
38073,-14.1,-28.4,-6.0
38079,-3.2,25.6,-8.6
38085,-7.9,52.5,-7.4
38091,-21.6,48.7,2.3
38098,-26.7,74.6,6.5
38104,-27.9,130.4,-17.7
38110,-20.5,140.6,-47.5
38116,-24.0,196.3,-76.3
38123,23.8,498.4,-80.2
38129,-191.0,-139.7,-43.3
38135,-100.8,264.8,1.8
38141,-134.4,-82.5,37.4
38148,-175.5,151.7,-27.2
38154,-204.7,48.1,-95.5
38160,-134.1,125.3,-122.9
38166,-136.9,-8.6,-88.2
38173,-47.1,34.7,32.2
38179,-178.5,20.0,-3.3
38185,8.5,13.8,80.8
38191,93.5,-47.3,59.7
38198,82.9,-70.2,-8.5
38204,79.5,-199.9,-21.7
38210,35.9,-88.4,15.8
38216,-16.1,-119.4,64.8
38223,39.6,-30.5,26.1
38229,-82.7,-62.9,118.7
