time,ax,ay,az
8678,-205,119,1003
8685,-213,126,1022
8691,-143,131,952
8697,-197,127,1015
8703,-205,122,1010
8710,-198,98,1021
8716,-251,110,1035
8722,-183,89,980
8728,-228,82,1018
8735,-227,89,1018
8741,-219,92,1026
8747,-196,92,1000
8753,-173,89,992
8760,-168,113,1004
8766,-137,81,997
8772,-128,91,978
8778,-171,78,1018
8785,-163,100,984
8791,-175,95,1006
8797,-185,107,995
8803,-252,76,1037
8810,-232,112,1017
8816,-195,79,1004
8822,-175,96,967
8828,-197,112,988
8835,-202,57,996
8841,-226,60,946
8847,-190,-14,916
8853,-42,136,673
8860,-2,-84,502
8866,200,20,138
8872,268,-204,84
8878,130,-348,348
8885,167,-383,451
8891,229,-563,704
8897,-158,-33,975
8903,-620,42,1095
8910,-727,-33,1283
8916,-1267,-77,1788
8922,-1050,516,1528
8928,-1104,-208,1731
8935,-937,617,1332
8941,-383,377,1051
8947,-675,432,1108
8953,-68,64,676
8960,115,169,803
8966,-116,354,759
8972,24,318,661
8978,-158,398,1051
8985,-392,414,1000
8991,-370,300,1124
8997,-603,343,1125
9003,-746,78,1143
9010,-974,505,865
9016,-647,-19,526
9022,-553,292,187
9028,-590,276,310
9035,-660,587,239
9041,-331,391,360
9047,-506,736,265
9053,-46,1426,-57
9060,-708,1996,674
9066,-324,1249,893
9072,-659,1630,709
9078,-221,784,349
9085,-692,603,356
9091,-239,562,150
9097,-416,424,335
9103,-780,653,675
9110,-746,38,673
9116,-234,438,124
9122,-1186,1535,568
9128,-239,795,440
9135,657,199,123
9141,816,211,-73
9147,91,651,379
9153,-218,110,712
9160,-509,559,527
9166,-1784,539,717
9172,-1334,643,293
9178,-1237,664,582
9185,-1059,844,575
9191,-913,429,480
9197,-1074,1187,415
9203,-1009,716,689
9210,-666,929,457
9216,-630,81,993
9222,-1225,1453,910
9228,-866,672,631
9235,-666,782,344
9241,-646,287,757
9247,-448,604,458
9253,-468,646,660
9260,-974,1141,724
9266,-625,751,531
9272,-585,796,267
9278,-734,762,477
9285,-694,613,562
9291,-690,710,553
9297,-765,680,596
9303,-625,670,465
9310,-556,957,423
9316,-616,768,614
9322,-603,690,627
9328,-434,585,662
9335,-339,828,466
9341,40,758,270
9347,-34,660,291
9353,179,310,244
9360,47,526,397
9366,449,470,556
9372,386,729,880
9378,-58,876,1174
9385,-54,422,1177
9391,-325,366,865
9397,-139,39,664
9403,-1271,1407,452
9410,-684,742,-309
9416,-1291,1084,-1642
9422,-94,1996,-1346
9428,813,-171,-642
9435,-288,728,-359
9441,178,1501,-503
9447,-1998,-692,1769
9453,937,1903,-1495
9460,-142,1919,18
9466,841,875,-930
9472,-197,719,-124
9478,54,734,-290
9485,-207,804,-101
9491,-284,748,87
9497,-27,728,3
9503,6,825,15
9510,37,882,122
9516,-96,1104,288
9522,59,1122,123
9528,236,1187,-40
9535,-129,1123,263
10712,-157,953,115
10719,-166,973,131
10726,-165,967,125
10732,-166,934,122
10738,-159,940,117
10744,-165,950,124
10751,-170,949,132
10757,-177,964,129
10763,-149,961,117
10769,-149,943,113
10776,-167,963,113
10782,-159,969,113
10788,-170,965,119
10794,-159,953,116
10801,-156,953,113
10807,-162,961,113
10813,-176,971,117
10819,-168,976,112
10826,-172,962,120
10832,-164,979,109
10838,-154,949,106
10844,-158,929,113
10851,-190,933,119
10857,-185,934,115
10863,-176,962,115
10869,-176,991,109
10876,-165,982,90
10882,-189,932,102
10888,-205,937,99
10894,-200,949,91
10901,-187,938,95
10907,-184,946,96
10913,-178,954,92
10919,-196,974,88
10926,-201,962,84
10932,-191,945,86
10938,-188,958,76
10944,-189,965,83
10951,-191,975,74
10957,-198,965,74
10963,-204,941,82
10969,-200,955,73
10976,-212,955,86
10982,-204,958,83
10988,-182,966,71
10994,-190,948,77
11001,-197,955,82
11007,-202,973,78
11013,-196,955,76
11019,-197,954,78
11026,-202,960,80
11032,-196,951,82
11038,-193,949,83
11044,-199,952,81
11051,-198,950,83
11057,-191,942,79
11063,-202,958,93
11069,-195,962,85
11076,-192,939,80
11082,-193,947,74
11088,-183,975,74
11094,-173,960,75
11101,-173,970,67
11107,-183,953,63
11113,-181,934,66
11119,-191,967,68
11126,-192,986,57
11132,-186,957,64
11138,-181,950,56
11144,-208,959,64
11151,-207,942,50
11157,-222,926,54
11163,-229,905,13
11169,-185,856,21
11176,-81,545,154
11182,-51,795,-484
11188,-507,839,-403
11194,-458,93,-246
11201,-628,562,-683
11207,-1021,771,-411
11213,-803,1183,-419
11219,-573,907,-346
11226,-431,709,-610
11232,-386,1054,-960
11238,-504,456,-550
11244,-91,758,-1305
11251,-1015,1260,-933
11257,-1528,960,-403
11263,-1051,845,-1150
11269,-990,-93,-288
11276,-587,199,-802
11282,-671,942,-478
11288,-236,1243,-323
11294,-164,1075,-10
11301,200,262,50
11307,-240,865,562
11313,-116,1176,256
11319,-165,1195,215
11326,-47,945,1111
11332,-518,1389,441
11338,-576,1064,1407
11344,-19,986,753
11351,-11,1026,610
11357,-111,1024,329
11363,142,838,642
11369,509,592,714
11376,275,985,841
11382,931,200,595
11388,478,568,236
11394,634,378,-43
11401,612,603,17
11407,556,507,-198
11413,743,437,-284
11419,637,517,-250
11426,869,397,-442
11432,856,497,-366
11438,846,447,-277
11444,823,472,-257
11451,806,381,-224
11457,767,374,-244
11463,844,382,-310
11469,765,419,-309
11476,842,396,-343
11482,815,419,-372
11488,809,336,-429
11494,823,317,-424
11501,782,309,-414
11507,783,362,-344
11513,776,323,-361
11519,813,284,-421
11526,825,317,-384
11532,826,327,-415
11538,844,297,-397
11544,821,345,-377
11551,842,361,-400
11557,873,370,-412
11563,913,467,-321
11569,1046,470,-592
11576,1267,185,-1008
11582,938,14,-1068
11588,682,-233,-1163
11594,442,-402,-1131
11601,18,-376,-1085
11607,244,-331,-1256
11613,134,-196,-1321
11619,-195,-320,-1047
11626,-312,-261,-1343
11632,-232,-449,-1304
11638,-1439,-650,-1996
11644,-1179,-177,-1996
11651,-1845,1542,1996
11657,-1609,1996,1065
11663,1980,25,-1538
11669,-235,179,1627
11676,-450,1134,1311
11682,188,342,929
11688,225,299,823
11694,13,438,855
11701,261,567,899
11707,272,401,869
11713,142,509,1113
11719,48,233,956
11726,92,298,837
11732,64,198,1170
11738,-13,142,903
11744,116,488,1214
11751,231,521,752
11757,557,431,393
11763,596,591,849
11769,913,309,572
11776,648,337,646
11782,173,295,1238
11788,419,658,713
11794,71,116,1277
11801,380,588,652
11807,271,-34,997
11813,9,127,1143
11819,626,-184,690
11826,1081,-355,576
11832,424,-489,1175
11838,-133,83,1304
11844,49,-199,1196
11851,171,122,1011
11857,261,193,886
11863,326,171,923
11869,9,342,1093
11876,126,381,815
11882,106,257,968
11888,37,281,1048
11894,215,212,1004
11901,369,149,970
11907,247,240,999
11913,126,243,997
11919,142,254,977
11926,170,227,982
11932,203,179,987
11938,221,162,1005
11944,128,179,1027
11951,147,216,978
11957,155,196,1005
11963,218,188,1013
11969,165,246,958
11976,165,208,970
11982,197,208,970
