time,ax,ay,az
25551,-566,845,-17
25557,-487,739,-147
25563,-598,984,-135
25570,-475,850,-132
25576,-552,1096,-270
25582,-815,1295,-159
25588,-126,1247,-474
25595,252,993,-343
25601,-242,927,-162
25607,-433,942,-104
25613,-140,886,-137
25620,-286,588,77
25626,40,523,-24
25632,-148,720,48
28936,151,928,297
28943,112,912,313
28949,77,893,320
28955,74,905,317
28961,80,956,300
28968,69,981,298
28974,38,948,301
28980,17,906,312
28986,9,910,318
28993,3,925,316
28999,24,938,310
29005,33,936,312
29011,38,920,312
29018,56,915,308
29024,36,929,320
29030,34,937,315
29036,69,937,297
29043,41,921,312
29049,23,947,314
29055,6,941,311
29061,20,914,303
29068,34,936,303
29074,31,951,306
29080,18,937,316
29086,23,924,315
29093,25,926,305
29099,31,926,296
29105,24,920,306
29111,15,926,302
29118,11,910,308
29124,27,915,295
29130,40,948,283
29136,18,946,303
29143,20,921,302
29149,41,956,279
29155,47,930,277
29161,67,939,260
29168,-15,946,296
29174,-11,961,283
29180,13,947,270
29186,40,946,263
29193,61,931,259
29199,53,939,278
29205,54,960,274
29211,88,958,249
29218,46,941,257
29224,20,934,270
29230,20,933,277
29236,59,942,271
29243,162,941,230
29249,181,970,271
29255,214,1082,280
29261,227,1046,306
29268,139,995,345
29274,142,965,297
29280,-238,982,434
29286,932,849,-55
29293,-400,1089,613
29299,290,763,194
29305,289,933,278
29311,-229,762,533
29318,47,750,554
29324,180,653,550
29330,392,836,513
29336,115,956,536
29343,-348,723,664
29349,-612,1349,423
29355,-961,-92,1145
29361,-438,-277,951
29368,53,10,641
29374,160,215,658
29380,174,526,590
29386,-331,1157,706
29393,-305,941,505
29399,-474,836,558
29405,-540,953,381
29411,-971,733,432
29418,-1058,542,454
29424,-1031,511,473
29430,-803,516,333
29436,-785,485,448
29443,-709,540,494
29449,-518,427,550
29455,-458,601,646
29461,-413,702,733
29468,-591,941,916
29474,-451,720,859
29480,-208,582,977
29486,-468,208,1060
29493,114,232,704
29499,130,-51,310
29505,139,311,99
29511,-1457,-385,1253
29518,-1556,1996,386
29524,306,1068,458
29530,374,835,190
29536,441,847,401
29543,813,380,503
29549,915,88,430
29555,756,783,457
29561,800,256,489
29568,683,321,387
29574,757,374,200
29580,716,313,419
29586,731,366,493
29593,756,280,483
29599,813,298,416
29605,850,317,316
29611,943,348,344
29618,861,310,396
29624,879,322,367
29630,854,321,395
29636,886,364,346
29643,880,305,298
29649,995,318,304
29655,1099,454,288
29661,1170,388,200
29668,1244,272,-131
29674,1339,64,-574
29680,1054,-216,-758
29686,732,-333,-817
29693,568,-272,-899
29699,428,-411,-952
29705,364,-277,-982
29711,116,-207,-990
29718,-145,-238,-1091
29724,148,-27,-1186
29730,-46,-129,-1616
29736,-126,-174,-1495
29743,-135,1,-1981
29749,-1275,929,-1996
29755,391,1561,-1996
29761,-1998,-544,-404
29768,-1998,1996,1998
29774,-33,-897,-1308
29780,-1889,1996,1354
29786,1621,-573,-20
29793,-558,-44,827
29799,-1048,311,1176
29805,-42,312,528
29811,-523,108,920
29818,-698,405,946
29824,-382,250,641
29830,-583,301,910
29836,-378,308,895
29843,-433,80,873
29849,-513,320,885
29855,-531,237,923
29861,-476,206,833
29868,-465,319,844
29874,-467,84,841
29880,-304,160,767
29886,-596,-96,683
29893,-467,-187,568
29899,-352,-288,1062
29905,407,-281,968
29911,-837,756,1520
29918,-839,593,1297
29924,-674,-80,489
29930,-903,-7,762
29936,-6,625,834
29943,-64,256,1036
29949,-87,34,1173
29955,-125,168,980
29961,-521,444,818
29968,-690,544,818
29974,-502,167,885
29980,-232,29,772
29986,-401,103,871
29993,-593,13,1028
29999,-478,-6,918
30005,-619,47,904
30011,-647,184,825
30018,-652,136,854
30024,-563,139,772
30030,-654,253,801
30036,-728,142,841
30043,-565,198,822
30049,-684,129,872
30055,-546,94,813
30061,-522,79,863
30068,-539,160,856
