time,wx,wy,wz
27772,-0.9,2.2,0.9
27836,-2.1,2.2,0.0
27842,-3.3,2.7,0.6
27848,-2.9,3.4,-0.3
27854,-2.6,3.0,0.6
27861,-2.8,4.3,1.0
27867,-2.2,4.3,0.2
27873,-0.8,3.6,-1.1
27879,-2.0,2.8,-0.1
27886,-2.4,1.5,0.4
27892,-1.7,0.5,1.0
27898,-0.4,-0.1,0.6
27904,-2.1,0.2,1.4
27911,-0.1,-2.3,1.3
27917,-0.9,-1.4,2.8
27923,-1.6,-0.5,2.7
27929,-1.1,-0.2,0.9
27936,0.7,-1.2,-1.3
27942,-0.3,2.0,3.0
27948,-1.8,3.9,2.5
27954,-1.6,0.9,-0.8
27961,-2.1,2.5,-0.4
27967,-3.7,3.0,-0.2
27973,-3.2,1.6,-0.4
27979,-1.1,3.2,-0.7
27986,-0.3,3.5,0.3
27992,-2.1,2.9,0.7
27998,-0.8,2.0,-0.7
28004,0.1,3.7,-1.3
28011,-2.1,3.8,-0.1
28017,-2.3,4.9,0.3
28023,-0.4,2.8,0.3
28029,0.5,1.5,-0.6
28036,-0.2,3.2,0.8
28042,-0.8,2.9,0.6
28048,-2.2,0.4,0.0
28054,-2.7,0.2,1.6
28061,-3.1,2.7,0.9
28067,0.4,2.2,0.3
28073,1.5,3.0,0.7
28079,0.0,0.8,0.3
28086,-1.1,1.8,0.7
28092,-0.5,1.2,0.4
28098,-0.4,2.1,-1.1
28104,-0.4,1.8,-0.2
28111,-1.1,2.3,0.2
28117,-1.7,3.6,0.4
28123,-0.4,3.4,1.2
28129,-0.7,3.9,0.5
28136,-1.1,3.8,-0.4
28142,-2.3,3.9,-0.7
28148,-3.4,-1.4,-2.3
28154,-5.0,-2.2,-2.3
28161,-1.8,-0.7,-0.7
28167,2.5,0.2,0.9
28173,4.1,-0.5,2.5
28179,3.4,0.0,2.9
28186,1.2,1.4,0.5
28192,-0.7,0.2,-1.4
28198,-1.1,-2.8,-2.2
28204,0.0,-0.7,-1.8
28211,0.9,-1.3,0.0
28217,1.2,-0.7,0.5
28223,1.4,-0.2,1.6
28229,1.5,0.9,1.3
28236,0.9,2.7,0.4
28242,-0.2,4.6,0.0
28248,-1.8,4.6,0.1
28254,-2.1,3.5,0.7
28261,-1.9,3.5,1.0
28267,-0.1,2.3,0.7
28273,0.0,2.1,0.6
28279,-1.6,3.0,1.8
28286,-1.1,3.0,0.4
28292,-0.4,3.4,-0.7
28298,-1.1,2.9,-0.2
28304,-3.2,2.0,0.0
28311,-2.0,1.2,-0.6
28317,-1.7,0.4,0.2
28323,-2.1,0.4,1.2
28329,-0.6,-1.8,0.0
28336,0.9,-0.6,-0.8
28342,1.6,-2.1,0.0
28348,-0.8,0.2,0.7
28354,-0.6,0.9,1.3
28361,1.0,1.0,-0.2
28367,0.4,2.9,-0.4
