time,ax,ay,az
123388,-605,242,1064
123395,-637,174,761
123401,-688,406,649
123407,-503,302,725
123413,-157,313,845
123420,-358,17,819
123426,-507,6,702
123432,-528,-3,795
123438,-514,-70,1019
123445,-406,-97,1033
123451,-463,-52,930
123457,-442,191,963
123463,-255,182,807
123470,-328,268,942
123476,-298,151,958
123482,-392,57,934
123488,-535,76,989
123495,-413,129,910
123501,-466,64,936
123507,-491,19,952
123513,-508,4,969
123520,-463,-10,968
123526,-358,19,955
123532,-420,31,997
123538,-333,111,751
123545,-431,34,891
123551,-547,-55,1012
123557,-582,92,764
123563,-709,110,588
123570,-603,-190,404
123576,-241,-171,-10
123582,5,-515,-233
123588,497,-799,-268
123595,897,-609,39
123601,813,-729,312
123607,-112,25,83
123613,-1558,522,1093
123620,-1721,537,952
123626,-1434,1466,764
123632,-1196,1588,598
123638,-1211,1287,942
123645,-486,736,642
123651,-497,623,564
123657,-879,413,660
123663,-312,794,59
123670,-242,915,-10
123676,-1758,215,-500
123682,338,782,-464
123688,-886,973,-240
123695,369,1209,-1098
123701,190,866,-958
123707,509,621,-880
123713,588,471,-781
123720,870,562,-857
123726,582,439,-196
123732,-742,1988,582
123738,94,1494,-472
123745,227,1311,-446
123751,11,1047,-676
123757,470,804,-665
123763,-67,762,-178
123770,-48,618,-300
123776,-27,568,-386
123782,-28,737,-460
123788,-277,932,-372
123795,-236,948,-403
123801,-166,884,-393
123807,-177,885,-402
123813,-201,907,-342
123820,-197,926,-301
123826,-60,900,-363
123832,6,864,-408
123838,-113,865,-395
123845,-141,876,-404
123851,-107,823,-400
123857,-131,798,-382
123863,-192,908,-306
123870,-47,988,-307
123876,97,925,-296
123882,84,841,-272
123888,-19,899,-271
123895,-62,973,-307
123901,-37,904,-319
123907,-8,896,-309
123913,-28,936,-303
123920,-36,943,-311
123926,-32,924,-306
123932,-16,900,-307
123938,-9,905,-310
123945,-19,952,-316
123951,-17,923,-313
123957,0,908,-321
123963,-27,924,-308
123970,-11,929,-315
123976,-6,923,-317
123982,-3,907,-312
123988,6,909,-312
123995,0,912,-307
124001,5,941,-327
124007,12,907,-331
124013,-4,876,-303
124020,8,912,-314
124026,6,901,-312
124032,6,917,-325
124038,24,928,-337
124045,8,947,-333
124051,8,930,-323
124057,15,905,-324
124063,25,908,-333
124070,13,909,-328
124076,5,914,-327
124082,14,891,-333
124088,20,908,-338
124095,10,917,-335
124101,-1,920,-338
124107,2,912,-334
124113,23,896,-337
124120,23,915,-333
124126,8,903,-327
124132,18,885,-334
124138,26,916,-342
124145,5,922,-339
124151,-20,902,-325
124157,14,890,-329
124163,52,887,-344
124170,27,920,-347
124176,12,934,-340
124182,31,890,-341
124188,35,862,-345
124195,-1,894,-344
124201,-32,932,-344
124207,2,945,-357
124213,-2,933,-372
124220,-70,902,-350
124226,-93,954,-361
124232,-64,919,-367
124238,-62,868,-349
124245,-66,887,-334
124251,-48,890,-296
124257,17,869,-281
124263,77,813,-233
124270,210,762,-253
124276,161,897,-225
124282,113,1005,-225
124288,159,1016,-294
124295,72,1028,-306
124301,45,936,-298
124307,48,909,-294
124313,62,912,-298
124320,9,930,-322
124326,-33,941,-368
124332,-36,1034,-543
124338,-28,1002,-550
124345,-53,889,-475
124351,197,796,-543
124357,164,686,-482
124363,24,676,-443
124370,14,790,-491
124376,-77,954,-526
124382,-86,969,-464
124388,49,899,-442
124395,127,791,-404
124401,183,688,-396
124407,219,651,-433
124413,252,605,-534
124420,242,627,-664
124426,179,623,-834
124432,101,613,-886
124438,-92,513,-735
124445,22,635,-927
124451,175,807,-1005
124457,-94,734,-795
124463,-142,583,-657
124470,-8,487,-768
124476,7,574,-903
124482,-106,569,-762
124488,-66,537,-696
124495,106,556,-782
124501,120,431,-807
124507,-291,394,-665
124513,-314,360,-637
124520,-167,365,-747
124526,-145,394,-832
124532,-400,606,-789
124538,-185,520,-907
124545,-168,194,-949
124551,-158,15,-1032
124557,-289,-120,-1091
124563,-445,278,-990
124570,-158,168,-984
124576,53,-40,-1203
124582,-512,61,-1007
124588,-141,-131,-1074
124595,-154,-223,-959
124601,-182,-112,-1050
124607,-284,-106,-1047
124613,-232,-164,-954
124850,-2,93,-1072
124932,-412,460,-620
124976,-92,731,-355
124982,62,718,-323
124989,-110,856,-183
124995,-16,871,-271
125001,-22,957,-311
125007,-152,1004,-359
125014,-233,1062,-383
125020,-213,1068,-435
125026,-135,1051,-586
125032,108,855,-722
125039,-421,776,-420
125045,-295,767,-439
125051,-172,706,-388
125057,-96,753,-331
125064,-68,896,-374
125070,-294,901,-343
125076,-245,801,-377
125082,-209,766,-410
125089,-259,781,-412
125095,-252,785,-413
125101,-229,829,-394
125107,-240,876,-346
125114,-198,874,-345
125120,-121,920,-397
125126,-232,963,-358
125132,-197,905,-380
125139,-163,836,-373
125145,-160,815,-366
125151,-224,844,-381
125157,-254,901,-386
125164,-217,917,-421
125170,-208,908,-411
125176,-225,850,-388
125182,-220,847,-375
125189,-198,855,-382
125195,-234,843,-385
125201,-248,877,-391
125207,-239,901,-393
125214,-232,880,-389
125220,-231,869,-376
125226,-221,830,-376
125232,-223,818,-392
125239,-249,858,-407
125245,-241,845,-416
125251,-247,814,-399
125257,-233,857,-405
125264,-214,899,-405
125270,-208,885,-403
125276,-211,880,-406
125282,-215,845,-410
125289,-224,810,-416
125295,-241,829,-430
125301,-243,847,-447
125307,-262,831,-447
125314,-248,822,-445
125320,-237,837,-437
125326,-237,849,-436
125332,-249,835,-426
125339,-240,840,-429
125345,-226,838,-416
125351,-228,866,-418
125357,-210,873,-421
125364,-225,850,-416
125370,-233,850,-414
125376,-225,843,-416
125382,-213,832,-411
125389,-212,858,-404
125395,-203,864,-402
