time,ax,ay,az
45414,657,717,62
45420,702,774,4
45426,766,619,-41
45432,784,618,-71
45439,774,638,-78
45445,642,703,-57
45451,581,754,-21
45457,623,830,3
45464,701,807,-104
45470,625,789,-42
45476,662,734,-59
45482,841,752,-212
45489,670,718,-169
45495,473,707,-114
45501,405,743,-161
45507,391,854,-240
45514,318,907,-236
45520,253,909,-197
45526,239,931,-175
45532,298,915,-185
45539,361,878,-171
45545,393,826,-159
45551,394,798,-147
45557,405,820,-145
45564,406,858,-150
45570,405,896,-150
45576,417,890,-154
45582,420,853,-145
45589,440,845,-142
45595,459,864,-164
45601,436,848,-144
45607,444,855,-148
45614,443,880,-162
45620,439,864,-156
45626,440,826,-151
45632,465,822,-171
45639,450,850,-173
45645,443,873,-178
45651,417,887,-169
45657,405,864,-167
45664,402,861,-153
45670,420,863,-172
45676,422,846,-157
45682,449,821,-158
45689,464,830,-159
45695,436,819,-144
45701,433,831,-153
45707,417,853,-146
45714,426,841,-166
45720,421,874,-156
45726,433,867,-153
45732,452,849,-153
45739,462,841,-156
45745,457,836,-158
45751,437,826,-151
45757,436,833,-159
45764,424,851,-154
45770,428,856,-163
45776,432,847,-161
45782,433,846,-161
45789,435,848,-159
45795,432,851,-160
45801,440,854,-162
45807,447,849,-166
45814,449,838,-166
45820,443,856,-167
45826,446,856,-172
45832,439,843,-171
45839,434,832,-163
45845,434,839,-167
45851,434,834,-157
45857,439,849,-159
45864,451,847,-165
45870,444,821,-161
45876,441,830,-160
45882,458,858,-178
45889,443,847,-173
45895,433,833,-167
45901,463,861,-191
45907,453,849,-178
45914,452,830,-176
45920,459,835,-185
45926,453,830,-187
45932,442,814,-178
45939,460,827,-185
45945,458,846,-184
45951,453,841,-183
45957,453,827,-181
45964,460,833,-194
45970,446,828,-180
45976,461,835,-190
45982,448,833,-181
45989,441,825,-170
45995,456,827,-167
46001,467,845,-166
46007,470,855,-161
46014,444,874,-148
46020,437,918,-96
46026,654,866,-77
46032,1004,843,-65
46039,1039,867,107
46045,1085,662,70
46051,1050,549,-29
46057,1209,615,-364
46064,999,601,-715
46070,355,697,-504
46076,494,739,-961
46082,138,685,-690
46089,-197,829,-279
46095,-199,1203,-264
46101,-239,1082,61
46107,-614,691,541
46114,-669,733,527
46120,-560,259,361
46126,-460,337,293
46132,-567,516,372
46139,-592,628,344
46145,-700,824,278
46151,-977,1063,229
46157,-967,1006,96
46164,-1058,830,84
46170,-1070,574,72
46176,-1070,515,-106
46182,-1184,543,-49
46189,-1040,471,-36
46195,-935,547,35
46201,-915,353,240
46207,-843,383,400
46214,-610,643,383
46220,-689,442,618
46226,-635,211,603
46232,-572,96,186
46239,-252,1381,-266
46245,1541,323,-1322
46251,-529,948,-17
46257,-762,1112,184
46264,37,1556,-271
46270,163,829,-58
46276,29,533,128
46282,320,338,670
46289,518,467,975
46295,537,543,436
46301,569,516,159
46307,690,527,396
46314,805,717,316
46320,667,682,451
46326,803,671,328
46332,803,702,317
46339,808,669,218
46345,802,543,146
46351,797,571,200
46357,777,545,146
46364,706,476,154
46370,809,548,159
46376,725,572,174
46382,746,468,144
46389,773,513,126
46395,798,488,61
46401,815,497,42
46407,775,448,33
46414,784,496,43
46420,893,560,41
46426,829,608,133
46432,929,598,133
46439,1177,625,84
46445,862,1000,262
46451,1642,517,-208
46457,1487,218,-700
46464,1231,-336,-1225
46470,1019,-431,-1213
46476,-64,-395,-1316
46482,135,-208,-1726
46489,-701,-362,-1778
46495,-1705,-265,-1996
46501,-1140,20,-1996
46507,-1998,1235,-1996
46514,-1998,69,-1996
46520,-1998,1996,1470
46526,-1998,963,953
46532,-920,-1597,845
46539,273,468,-181
46545,-264,-433,-71
46551,-1815,981,1959
46557,-912,-343,1471
46564,-1825,1873,1963
46570,-1290,-1481,1288
46576,-748,485,205
46582,-620,-125,-42
46589,-96,300,86
46595,-425,485,750
46601,-184,112,994
46607,-353,379,1529
46614,-637,-125,561
46620,-858,-89,604
46626,-186,375,824
46632,-843,271,1016
46639,-532,247,776
46645,-769,314,764
46651,-621,118,841
46657,-634,302,777
46664,-421,118,688
46670,-655,39,868
46676,-750,225,809
46682,-591,-56,748
46689,-617,262,831
46695,-569,69,811
46701,-501,1,847
46707,-649,155,876
46714,-405,-2,809
46720,-619,52,921
46726,-552,26,834
46732,-607,33,873
46739,-555,72,895
46745,-492,20,897
46751,-552,106,857
46757,-575,123,843
46764,-549,37,828
46770,-640,102,794
46776,-709,5,840
46782,-608,-3,780
46789,-702,-20,858
46795,-583,23,767
46801,-672,35,864
46807,-553,70,811
46814,-516,91,794
46820,-640,-5,860
46826,-585,63,779
46832,-649,-9,839
46839,-688,5,814
