time,ax,ay,az
37685,59,956,-124
37698,53,962,-115
37704,55,963,-122
37710,64,963,-128
37716,44,944,-121
37723,59,962,-136
37729,46,991,-136
37735,43,967,-129
37741,58,934,-135
37748,47,958,-130
37754,55,968,-129
37760,49,962,-126
37766,69,962,-142
37773,52,947,-137
37779,34,956,-126
37785,49,970,-139
37791,40,966,-131
37798,58,944,-140
37804,41,953,-130
37810,49,962,-132
37816,43,959,-123
37823,52,946,-129
37829,59,957,-139
37835,64,944,-138
37841,48,955,-128
37848,61,968,-141
37854,53,964,-138
37860,51,966,-143
37866,61,955,-148
37873,45,957,-137
37879,63,962,-150
37885,51,960,-145
37891,64,938,-148
37898,67,954,-146
37904,67,962,-151
37910,54,959,-147
37916,53,937,-153
37923,45,964,-154
37929,63,963,-169
37935,47,942,-160
37941,46,962,-168
37948,38,966,-169
37954,44,954,-170
37960,58,949,-166
37966,53,952,-168
37973,59,952,-173
37979,50,923,-166
37985,60,938,-189
37991,35,960,-177
37998,47,947,-183
38004,67,947,-190
38010,70,948,-194
38016,65,951,-194
38023,71,938,-197
38029,65,958,-209
38035,67,984,-215
38041,38,957,-190
38048,75,949,-224
38054,34,956,-207
38060,14,970,-225
38066,-11,986,-176
38073,128,898,-190
38079,231,936,-154
38085,193,1010,-113
38091,219,1022,-77
38098,387,994,-190
38104,366,934,-223
38110,415,996,-318
38116,311,1129,-336
38123,-1138,1644,301
38129,1338,906,-781
38135,-494,1281,53
38141,169,963,-93
38148,-138,672,100
38154,8,648,59
38160,-537,887,438
38166,-102,917,288
38173,32,549,244
38179,-779,154,638
38185,-355,319,636
38191,-460,352,445
38198,-883,61,1169
38204,-37,449,657
38210,-285,1038,553
38216,-418,780,1074
38223,-48,1241,784
38229,66,-120,896
38235,298,603,833
38241,365,577,693
38248,222,586,516
38254,508,564,642
38260,337,469,569
38266,657,531,489
38273,833,594,567
38279,832,642,370
38285,869,662,427
38291,832,561,355
38298,849,484,230
38304,912,350,113
38310,913,379,65
38316,979,325,111
38323,905,373,105
38329,968,349,161
38335,904,302,121
38341,889,262,93
38348,965,244,65
38354,889,287,111
38360,922,264,108
38366,954,298,65
38373,923,290,82
38379,953,275,21
38385,951,295,57
38391,932,268,58
38398,943,278,70
38404,923,278,65
38410,950,224,26
38416,900,279,62
38423,920,293,64
38429,930,278,46
38435,941,291,39
38441,946,246,35
38448,934,271,29
38454,964,301,44
38460,945,279,4
38466,1007,257,-58
38473,1093,262,-74
38479,1231,401,-42
38485,1361,345,-159
38491,1305,155,-235
38498,1198,32,-504
38504,1092,-229,-661
38510,758,-329,-702
38516,624,-374,-697
38523,523,-357,-802
38529,106,-319,-1042
38535,-36,-432,-1043
38541,84,-212,-1480
38548,-43,-187,-1470
38554,102,-290,-1944
38560,-451,-416,-1855
38566,-940,101,-1996
38573,-1497,1024,-1996
38579,-1998,-1998,-1373
38585,-1998,1996,1998
38591,279,-208,-1668
38598,-1975,1986,1473
38604,1809,-1020,-56
38610,-629,125,901
38616,-630,251,982
38623,-305,205,822
38629,-476,223,918
38635,-697,265,832
38641,-623,215,755
38648,-552,313,827
38654,-404,160,780
38660,-595,345,899
38666,-653,85,853
38673,-475,246,805
38679,-622,152,903
38685,-498,187,730
38691,-583,50,837
38698,-708,321,847
38704,-539,136,802
38710,-709,196,833
38716,-622,201,757
38723,-707,235,913
38729,-466,108,748
38735,-596,243,842
38741,-472,188,787
38748,-600,248,862
38754,-485,63,659
38760,-400,95,597
38766,-346,-22,566
38773,-441,389,1032
38779,-259,98,946
38785,-650,480,1348
38791,-711,125,1160
38798,-614,-502,623
38804,-908,444,761
38810,-453,150,831
38816,-233,183,835
38823,-773,285,911
38829,-699,73,872
38835,-640,200,867
38841,-419,143,802
38848,-504,71,949
38854,-485,143,880
38860,-548,134,866
38866,-549,160,820
38873,-627,144,865
38879,-549,137,833
38885,-602,133,860
38891,-555,107,841
