time,wx,wy,wz
158010,4.8,-6.5,6.6
158022,-0.5,-9.3,16.3
158045,17.1,-35.9,32.6
158080,6.3,72.8,-50.2
158101,-20.3,34.5,-68.4
158113,4.9,-31.8,34.8
158200,-18.9,0.2,48.0
158235,-30.2,9.2,-49.7
158280,-9.8,18.9,-69.7
158286,0.8,2.8,-37.5
158292,-1.6,11.1,23.5
158298,-10.2,3.5,39.2
158305,-10.5,23.3,11.9
158311,-8.6,1.4,-5.3
158317,-8.6,-10.5,-4.4
158323,0.0,52.5,-18.7
158330,-24.0,-38.9,2.9
158336,-14.8,-16.7,31.0
158342,-18.2,37.9,30.9
158348,-2.0,12.6,4.0
158355,24.9,92.9,-69.4
158361,42.9,173.1,-100.2
158367,13.7,118.9,-50.6
158373,-29.1,94.0,-49.9
158380,-37.8,43.3,-71.6
158386,-24.4,35.8,-59.5
158392,-5.6,54.7,-4.6
158398,-7.2,23.7,24.5
158405,23.1,-34.7,18.9
158411,-15.2,41.0,-15.5
158417,-30.1,44.4,-39.6
158423,-19.3,42.4,-56.2
158430,31.7,74.2,-26.6
158436,18.0,62.4,12.5
158442,-13.0,42.0,8.6
158448,-12.1,40.4,-16.1
158455,-7.4,46.0,-14.9
158461,-14.9,55.3,-0.7
158467,-3.3,67.7,-1.3
158473,6.0,108.0,-10.8
158480,-12.7,93.0,-15.2
158486,-23.3,97.1,-21.6
158492,-20.7,54.7,-44.1
158498,0.4,81.6,-64.7
158505,28.8,89.8,-44.5
158511,24.6,48.7,-1.6
158517,-2.1,47.4,6.9
158523,-15.2,7.7,6.7
158530,0.5,2.3,9.7
158536,11.4,-16.1,20.5
158542,-3.2,-15.2,20.4
158548,-10.7,-20.6,13.0
158555,-3.6,-10.0,-2.5
158561,8.4,5.7,-6.4
158567,4.1,3.3,8.2
158573,-1.2,-4.5,9.2
158580,-1.8,-7.7,-1.4
158586,0.7,0.6,-6.0
158592,-0.9,2.8,-3.9
158598,-0.6,-1.9,1.3
158605,2.5,-2.0,4.3
158611,4.8,-1.6,6.5
158617,5.6,-4.6,5.3
158623,3.2,-2.3,4.6
158630,3.1,0.6,3.2
158636,1.3,2.4,0.4
158642,1.0,-0.2,-0.2
158648,3.9,-2.1,-0.2
158655,2.2,-0.5,1.4
158661,-1.8,6.3,2.4
158667,-1.1,5.8,-0.2
158673,-1.2,6.2,-1.9
158680,-1.7,6.3,-0.2
158686,-3.0,4.0,1.3
158692,-4.2,4.4,2.6
158698,-4.3,2.3,3.6
158705,-2.0,0.4,1.3
158711,-1.8,2.2,-0.2
158717,-3.4,2.8,1.1
158723,-3.0,6.0,0.6
158730,-1.0,5.9,0.6
158736,1.7,2.5,0.4
158742,2.3,0.6,2.2
158748,2.8,0.0,4.8
158755,4.7,0.4,4.1
158761,5.9,2.8,3.0
158767,6.5,3.5,2.4
158773,4.5,8.3,1.4
158780,2.3,7.3,0.2
158786,0.2,9.4,-1.5
158792,-0.4,8.5,-2.2
158798,0.3,8.3,-2.3
158805,1.1,4.6,1.1
158811,1.6,5.6,6.9
158817,11.0,-10.6,30.4
158823,85.1,-65.3,92.2
158830,150.3,-169.1,88.1
158836,139.5,-240.3,67.8
158842,70.0,-212.4,21.2
158848,-5.9,64.9,3.2
158855,-37.3,43.8,-18.4
158861,-96.4,150.7,-15.2
158867,-176.8,174.6,34.3
158873,-281.1,103.6,87.0
158880,-219.1,364.0,155.1
158886,-180.6,252.2,171.9
158892,-61.2,169.0,161.4
158898,72.6,195.7,97.2
158905,68.6,329.2,68.6
158911,-59.6,254.5,5.1
158917,160.9,171.4,-23.0
158923,140.0,115.0,-61.1
158930,24.6,281.4,-75.1
158936,-0.7,240.5,-101.9
158942,-73.7,150.5,-95.9
158948,-61.5,178.0,-94.5
158955,-18.6,174.3,-83.2
158961,-8.5,127.3,-68.2
158967,-31.9,46.6,-52.9
158973,-5.1,20.9,-4.5
158980,18.1,22.6,29.1
158986,9.1,-4.9,34.3
158992,-10.7,-78.4,33.5
158998,-10.8,-114.2,43.9
159005,32.8,-159.1,-2.7
159011,50.1,-98.0,-37.3
159017,79.2,-114.8,-67.7
159023,317.4,-332.8,-17.9
159030,319.9,-201.8,-46.9
159036,154.2,139.5,85.8
159042,27.7,-74.6,225.1
159048,-36.7,-75.6,195.5
159055,-13.7,-71.5,182.7
159061,-68.1,2.3,214.2
159067,-94.4,-28.6,293.0
159073,-96.3,-152.8,344.2
159080,-67.6,-38.2,273.9
159086,148.1,71.2,-30.8
159092,28.7,-39.9,-284.9
159098,287.9,268.6,-312.7
159105,-4.9,249.8,-113.5
159111,-32.9,-6.5,-67.2
159117,-27.0,32.0,-20.7
159123,-39.4,-128.0,42.7
159130,12.5,-77.7,31.5
159136,13.9,-116.5,16.5
159142,-4.6,-106.6,22.7
159148,18.0,-74.6,23.7
159155,8.4,-33.4,7.1
159161,-24.0,-32.9,10.7
159167,-12.3,0.0,4.6
159173,-8.4,-22.8,3.8
159180,-15.1,-14.1,6.6
