time,ax,ay,az
407595,-624,133,813
407601,-620,82,787
407607,-682,54,854
407613,-625,89,790
407620,-661,62,847
407626,-578,35,839
407632,-607,115,835
407638,-631,68,808
407645,-611,176,808
407651,-667,48,858
407657,-628,98,836
407663,-612,153,803
407670,-594,113,781
407676,-644,123,861
407682,-611,57,829
407688,-646,77,871
407695,-611,91,823
407701,-589,137,787
407707,-640,168,772
407713,-604,132,760
407720,-576,116,796
407726,-507,149,851
407732,-545,210,830
407738,-652,297,802
407745,-639,148,714
407751,-411,-86,368
407757,-281,-192,111
407763,61,-313,49
407770,276,-444,71
407776,575,-532,80
407782,1181,-534,14
407788,818,-501,165
407795,343,-1414,14
407801,-1570,234,-530
407807,-1662,1510,-451
407813,-1941,1996,-402
407820,-1998,1868,351
407826,-1534,1272,99
407832,-1401,1090,-310
407838,-1608,798,-267
407845,-1556,1198,-214
407851,-1085,1107,-255
407857,-1017,655,-294
407863,-979,294,-341
407870,-854,178,-300
407876,-723,145,-273
407882,-771,92,-165
407888,-791,12,-169
407895,-899,-124,-297
407901,-853,-45,-471
407907,-990,153,-542
407913,-1227,285,-612
407920,-1741,158,-889
407926,-1275,474,-1335
407932,-721,1020,-1187
407938,-1553,-18,26
407945,-1921,-924,1194
407951,-994,-199,-55
407957,-332,-207,-742
407963,-424,-4,-551
407970,-899,-154,-272
407976,-1232,-116,-288
407982,-1122,104,-481
407988,-943,-202,-476
407995,-937,-81,-301
408001,-1310,51,46
408007,-1137,53,-253
408013,-1015,510,-492
408020,-1092,652,-308
408026,-1308,428,305
408032,-1082,129,146
408038,-1000,205,-184
408045,-861,632,-467
408051,-398,789,-565
408057,-486,770,-157
408063,-520,809,21
408070,-639,921,145
408076,-651,789,163
408082,-645,901,142
408088,-476,838,-159
408095,-324,797,-126
408101,-383,678,-330
408107,-1998,1783,562
408113,-137,1181,-1365
408120,-587,800,-805
408126,-205,678,-873
408132,118,545,-995
408138,258,478,-948
408145,565,252,-871
408151,652,387,-989
408157,902,477,-956
408163,350,830,31
408170,-1986,1814,430
408176,-156,1401,-478
408182,-393,1222,-527
408188,251,1104,-960
408195,58,938,-539
408201,-135,651,-238
408207,-31,555,-293
408213,75,628,-318
408220,20,656,-184
408226,-173,683,-72
408232,-204,887,-151
408238,-311,1106,-130
408245,-26,1045,-271
408251,71,1007,-386
408257,-144,1076,-277
408263,209,1183,-789
408270,-228,1132,-303
408276,106,743,-333
408282,404,622,-628
408288,227,684,-599
408295,-264,872,-180
408301,-102,872,-377
408307,-101,904,-422
408313,-145,958,-383
408320,-91,912,-452
408326,-265,786,-465
408332,-296,1065,-501
408338,-255,854,-311
408345,-71,652,-453
408351,-270,742,-321
408357,-206,1024,-354
408363,-280,1139,-330
408370,-278,941,-244
408376,-118,835,-344
408382,-118,896,-369
408388,-157,940,-395
408395,-176,866,-331
408401,-185,795,-312
408407,-211,820,-347
408413,-248,879,-391
408420,-304,928,-330
408426,-266,862,-265
408432,-167,828,-307
408438,-103,901,-316
408445,-149,927,-269
408451,-151,978,-312
408457,-157,969,-295
408463,-160,955,-299
408470,-150,908,-284
408476,-129,877,-291
408482,-150,892,-299
408488,-170,930,-297
408495,-160,947,-293
408501,-158,939,-292
408507,-161,915,-281
408513,-160,902,-279
408520,-149,897,-313
408526,-162,912,-266
408532,-148,889,-266
408538,-143,909,-273
408545,-140,947,-286
408551,-124,930,-301
