time,ax,ay,az
384567,-432,-10,937
384574,-435,-64,933
384580,-407,-60,896
384586,-457,-72,953
384592,-466,-102,912
384599,-551,-121,914
384605,-594,-130,945
384611,-456,-88,882
384617,-391,-80,977
384624,-303,-91,922
384630,-373,-90,926
384636,-404,-92,922
384642,-403,-64,934
384649,-388,-85,889
384655,-444,-94,931
384661,-457,-123,907
384667,-514,-152,907
384674,-533,-177,928
384680,-531,-153,891
384686,-482,-139,887
384692,-499,-96,871
384699,-491,-123,775
384705,-380,-120,634
384711,-352,-92,187
384717,-155,-259,39
384724,325,-335,-243
384730,1026,-392,-413
384736,980,-37,-268
384742,38,-518,178
384749,-1175,-70,-80
384755,-1830,912,-667
384761,-1998,1498,-1069
384767,-1998,1314,-883
384774,-1998,1109,-684
384780,-1998,807,-918
384786,-1812,459,-1355
384792,-1179,634,-1680
384799,-1055,964,-1149
384805,-876,652,-810
384811,-835,276,-544
384817,-756,99,-438
384824,-687,-29,-408
384830,-657,-63,-384
384836,-758,-146,-350
384842,-1137,-249,-663
384849,-1143,33,-984
384855,-1181,569,-664
384861,-1106,301,-421
384867,-1275,51,-256
384874,-1237,59,-172
384880,-1154,75,-147
384886,-1064,100,-296
384892,-988,13,-404
384899,-1045,0,-548
384905,-1177,-52,-718
384911,-959,-57,-700
384917,-574,-218,-377
384924,-874,-330,-189
384930,-848,-329,-366
384936,-845,-254,-426
384942,-793,-165,-490
384949,-848,-233,-314
384955,-924,-288,-163
384961,-1007,-219,-207
384967,-1037,-160,-436
384974,-1236,-173,-554
384980,-937,0,-380
384986,-971,35,-149
384992,-1029,-134,-191
384999,-1035,-64,-408
385005,-907,38,-474
385011,-916,-54,-343
385017,-998,-173,-289
385024,-931,-198,-396
385030,-855,-192,-426
385036,-893,-188,-334
385042,-927,-206,-315
385049,-954,-174,-343
385055,-978,-115,-330
385061,-975,-117,-303
385067,-967,-88,-311
385074,-964,-119,-303
385080,-951,-86,-313
385086,-992,-49,-304
385092,-949,-49,-340
385099,-966,-51,-310
385105,-966,-105,-286
385111,-929,-116,-317
385117,-950,-107,-336
385124,-980,-119,-322
385130,-964,-120,-343
385136,-944,-136,-329
385142,-939,-143,-315
385149,-946,-139,-327
385155,-942,-97,-325
