time,ax,ay,az
330511,-441,-70,990
330517,-344,-79,868
330523,-430,-84,972
330530,-342,-146,890
330536,-454,-132,993
330542,-344,-170,898
330548,-481,-141,965
330555,-417,-176,912
330561,-403,-137,929
330567,-422,-100,914
330573,-440,-158,929
330580,-450,-160,947
330586,-461,-157,945
330592,-426,-198,934
330598,-411,-179,941
330605,-411,-186,952
330611,-366,-146,926
330617,-456,-145,915
330623,-480,-79,886
330630,-490,102,835
330636,-401,-9,751
330642,-370,-196,544
330648,-159,-193,238
330655,165,-248,103
330661,365,-199,79
330667,578,-154,212
330673,373,200,385
330680,528,-544,508
330686,101,-719,698
330692,-713,133,441
330698,-1469,600,255
330705,-1538,814,-137
330711,-1998,1206,-35
330717,-1619,1035,-288
330723,-1425,1316,-466
330730,-1509,703,-33
330736,-1242,587,-499
330742,-1227,294,-330
330748,-928,52,-471
330755,-949,-25,-529
330761,-980,-73,-596
330767,-1031,81,-570
330773,-1052,187,-438
330780,-1400,7,-350
330786,-1215,-92,-361
330792,-1015,-10,-283
330798,-909,-134,-335
330805,-914,-134,-381
330811,-1029,38,-377
330817,-1031,98,-205
330823,-992,119,-180
330830,-1002,-18,-220
330836,-1051,-1,-374
330842,-1056,-44,-348
330848,-954,-141,-349
330855,-908,-252,-329
330861,-943,-210,-275
330867,-814,-247,-335
330873,-967,-270,-187
330880,-1004,-219,-219
330886,-1022,-174,-294
330892,-975,-92,-358
330898,-956,-92,-297
330905,-936,-192,-232
330911,-933,-215,-231
330917,-962,-126,-277
330923,-979,-65,-284
330930,-996,-61,-264
330936,-997,-72,-256
330942,-1002,-131,-242
330948,-978,-108,-257
330955,-952,-140,-271
330961,-995,-144,-259
330967,-987,-167,-277
330973,-951,-148,-302
330980,-942,-185,-297
330986,-945,-170,-330
330992,-935,-129,-330
330998,-937,-163,-302
331005,-948,-211,-310
331011,-966,-194,-332
331017,-978,-225,-229
331023,-915,-212,-219
331030,-935,-367,-273
331036,-944,-314,-235
331042,-907,-363,-115
331048,-981,-355,-64
331055,-975,-262,-138
331061,-984,-184,-146
331067,-1042,-155,29
331073,-1153,-161,-266
331080,-1153,90,-538
331086,-1263,134,-162
331092,-1228,35,-85
331098,-813,-219,-360
331105,-679,-122,-340
331111,-691,-148,-175
331117,-671,-119,-269
331123,-942,-239,-151
331130,-1094,-166,-277
331136,-1235,-68,-288
331142,-1383,-181,-233
331148,-1436,-264,-362
331155,-1402,-180,-548
331161,-368,6,-471
331167,-1000,-295,264
331173,-1087,-206,201
331180,-1090,26,-93
331186,-929,65,-423
331192,-806,-10,-386
331198,-810,-136,-182
331205,-830,-265,-184
331211,-889,-235,-178
331217,-799,-252,-271
331223,-1133,-346,-211
331230,-1163,-243,-311
331236,-1345,-80,-418
331242,-988,71,-355
331248,-1354,-10,3
331255,-850,60,-363
331261,-686,167,-228
331267,-732,18,-5
331273,-957,-162,10
331280,-1122,-153,-387
331286,-1204,-86,-531
331292,-1310,-229,-569
331298,-1243,-336,-515
331305,-1011,-193,-209
331311,-714,-147,-170
331317,-1099,-314,-11
331323,-833,-197,-57
331330,-592,-100,-14
331336,-570,-182,13
331342,-679,-88,-44
331348,-802,-12,-94
331355,-1339,-36,-170
331361,-1543,20,-281
331367,-1344,151,-139
331373,-1256,30,-115
331380,-1019,-69,-198
331386,-724,-55,-95
331392,-454,-147,-231
331398,-582,-225,-147
331405,-753,-234,-252
331411,-762,-339,-330
331417,-807,-440,-433
331617,-908,-50,-305
331623,-1041,51,-300
331630,-1007,96,-224
331636,-1053,179,-177
331642,-1065,206,-139
331648,-1171,74,-71
331655,-1195,55,-145
331661,-1134,220,-145
331667,-965,189,-161
331673,-869,129,-257
331680,-663,123,-414
331686,-828,361,-19
331692,-812,636,105
331698,-663,694,-28
331705,-908,549,152
331711,-877,585,-32
331717,-1398,546,13
331723,-1445,1173,-30
332436,-374,897,-179
332486,-301,961,-208
332493,-182,837,-202
332584,-360,884,-202
332633,-305,927,-198
332678,-313,929,-205
332704,-325,906,-214
332753,-305,906,-227
332764,-312,892,-226
332795,-321,897,-228
332872,-307,955,-215
332879,-270,923,-214
332903,-285,931,-237
332924,-285,924,-174
332950,-261,917,-136
332980,-253,926,-120
333011,-240,915,-125
333018,-248,926,-138
333029,-277,961,-150
333041,-287,935,-124
333067,-267,965,-189
333107,-291,919,-246
333113,-293,885,-234
333119,-345,854,-206
333125,-379,875,-191
333132,-309,916,-237
333138,-253,910,-282
333144,-343,900,-225
333150,-375,917,-211
333157,-329,920,-254
333163,-297,894,-265
333169,-302,862,-237
333175,-281,887,-255
333182,-316,915,-253
333188,-346,919,-252
333194,-385,923,-241
333200,-304,887,-257
333207,-210,882,-266
333213,-234,877,-252
333219,-313,913,-190
333225,-269,931,-262
333232,-263,916,-308
333238,-357,911,-243
333244,-367,864,-206
333250,-271,846,-254
333257,-283,880,-247
333263,-321,937,-227
333269,-317,943,-221
333275,-250,933,-246
333282,-246,894,-217
333288,-250,892,-203
333294,-241,922,-209
333300,-236,908,-235
333307,-287,927,-223
333313,-303,911,-225
333319,-300,892,-210
333325,-291,886,-217
333332,-288,894,-229
333338,-307,908,-233
333344,-328,911,-224
333350,-324,892,-223
333357,-306,875,-223
333363,-316,892,-224
333369,-320,914,-231
333375,-325,900,-218
333382,-316,878,-217
333388,-310,883,-223
333394,-313,880,-221
333400,-333,910,-205
333407,-314,895,-219
333413,-304,907,-224
333419,-303,903,-221
333425,-303,896,-218
333432,-307,911,-214
333438,-300,894,-215
333444,-291,904,-226
333450,-289,889,-222
333457,-306,904,-212
333463,-298,908,-217
333469,-293,908,-227
333475,-295,904,-222
333482,-299,885,-222
333488,-309,901,-224
333494,-314,911,-221
333500,-299,907,-230
333507,-299,894,-230
333513,-293,909,-230
333519,-294,902,-224
333525,-289,902,-224
333532,-281,919,-241
333538,-295,901,-230
333544,-295,895,-234
333550,-308,880,-231
333557,-297,858,-232
333563,-300,830,-221
333569,-295,741,-239
333575,-292,563,-124
333582,-249,654,-424
333588,-206,825,-278
333594,84,826,-657
333600,252,1090,-811
333607,353,1522,-754
333613,577,1727,-1341
333619,260,1342,-1144
333625,72,1033,-1105
333632,-338,671,-1058
333638,-436,870,-1021
333644,-393,599,-1242
333650,-954,549,-298
333657,-894,165,178
333663,-601,459,517
333669,-229,-63,620
333675,-122,296,330
333682,-221,341,572
333688,-327,639,610
333694,-435,989,574
333700,-762,979,816
333707,-556,845,620
333713,-599,615,583
333719,-864,617,715
333725,-673,437,639
333732,-675,561,576
333738,-811,561,704
333744,-730,913,505
333750,-948,772,658
333757,-708,642,477
333763,-320,92,309
333769,-483,69,94
333775,-501,148,73
333782,-854,1543,1772
333788,707,1138,326
333794,-1305,1967,163
333800,-1140,1315,638
333807,-197,633,-67
333813,-256,643,-226
333819,173,3,265
333825,859,317,352
333832,595,827,117
333838,970,679,349
333844,416,839,703
333850,559,883,276
333857,366,653,176
333863,358,633,-123
333869,551,790,-46
333875,308,985,91
333882,417,568,24
333888,410,671,86
333894,402,790,8
333900,563,742,66
333907,541,946,13
333913,597,783,-159
333919,394,905,294
333925,640,971,245
333932,525,894,237
333938,581,929,176
333944,708,942,76
333950,676,798,8
333957,601,782,23
333963,637,873,0
333969,633,846,-29
333975,682,973,-114
333982,778,1031,-319
333988,721,1106,-353
333994,844,898,-821
334000,707,515,-1003
334007,629,298,-1376
334013,227,203,-1061
334019,218,-68,-1258
334025,-316,-339,-822
334032,-667,-165,-855
334038,-399,-59,-1141
334044,-923,-75,-1982
334050,-1998,-729,-1996
334057,-1998,-671,-1996
334063,-1998,1883,-1996
334069,-1998,-1998,1709
334075,-1998,1704,1998
334082,338,129,-1996
334088,968,1015,1991
334094,-528,-76,1396
334100,-1133,160,1846
334107,-1039,191,930
334113,-581,-563,380
334119,-772,77,612
334125,-519,-83,693
334132,-550,-111,700
334138,-838,146,1082
334144,-664,252,795
334150,-809,305,1027
334157,-468,-145,702
334163,-586,251,742
334169,-386,89,759
334175,-477,294,977
334182,-437,248,966
334188,-581,139,835
334194,-534,-37,801
334200,-566,44,822
334207,-383,-102,830
334213,-391,-40,755
334219,-497,-15,829
334225,-418,65,833
334232,-527,30,1023
334238,-526,176,1049
334244,-398,-53,962
334250,-680,-40,1002
334257,-737,-180,1010
334263,-540,-96,790
334269,-527,122,849
334275,-460,35,886
334282,-594,104,919
334288,-507,-76,819
334294,-509,-94,859
334300,-530,-49,903
334307,-527,-94,863
334313,-654,11,931
334319,-549,-113,834
334325,-619,-55,886
334332,-506,-91,853
334338,-554,-70,898
334344,-494,-21,824
334350,-594,-98,932
334357,-567,-59,876
334363,-599,-88,880
334369,-545,-115,894
334375,-488,-112,887
334382,-566,17,850
334388,-528,-31,835
334394,-602,9,878
334400,-549,-17,841
