time,wx,wy,wz
316609,-1.3,3.9,0.6
316615,-1.8,2.8,0.0
316622,-2.5,1.9,0.9
316628,-1.8,3.7,0.7
316634,-0.9,2.4,0.4
316640,-0.3,1.4,1.4
316647,-1.0,-0.9,1.1
316653,-2.2,3.0,0.0
316659,-2.3,-2.1,0.4
316665,-1.4,-2.6,0.4
316672,-0.9,3.5,0.7
316678,1.5,-2.8,1.8
316684,1.3,2.7,2.1
316690,-0.2,-1.3,1.8
316697,-1.0,1.6,0.6
316703,-2.1,1.4,1.1
316709,-2.8,0.0,0.6
316715,-3.4,5.7,-0.5
316722,-3.9,0.9,-0.5
316728,-5.3,2.6,-0.7
316734,-3.7,1.8,0.2
316740,-2.5,1.3,0.8
316747,-0.9,1.1,1.1
316753,0.6,0.0,1.9
316759,0.4,-0.7,2.8
316765,-0.8,-0.7,2.9
316772,0.1,-0.4,1.7
316778,0.2,3.7,1.4
316784,-0.1,2.0,1.6
316790,-0.7,0.9,1.4
316797,-0.2,-0.7,1.9
316803,0.9,0.9,1.9
316809,0.3,-2.2,2.2
316815,0.1,0.0,3.0
316822,0.0,-3.8,3.9
316828,-0.1,-5.9,3.9
316834,-0.3,-6.6,4.0
316840,0.4,-2.7,2.8
316847,0.7,-5.3,2.3
316853,1.5,-3.9,1.8
316859,2.5,-0.9,1.8
316865,1.9,-1.5,1.8
316872,1.1,-0.7,2.0
316878,2.1,0.3,1.4
316884,1.5,0.9,1.8
316890,0.9,0.1,1.3
316897,0.4,3.6,0.7
316903,0.4,-0.1,1.3
316909,-0.6,1.8,0.3
316915,0.0,1.9,-0.6
316922,1.0,3.0,0.4
316928,-0.1,5.3,1.3
316934,0.5,6.0,1.2
316940,2.5,3.9,2.5
316947,3.7,2.5,4.2
316953,6.8,-0.8,5.3
316959,17.1,6.0,8.1
316965,38.3,-20.0,15.1
316972,97.2,-64.2,32.2
316978,118.0,-21.1,63.4
316984,133.8,-18.2,85.1
316990,168.5,-76.0,90.2
316997,177.3,-46.7,71.3
317003,136.0,-109.4,62.7
317009,87.2,-26.6,58.8
317015,16.8,-2.2,18.2
317022,-40.3,44.1,-20.7
317028,-73.4,53.7,-55.1
317034,-96.2,121.8,-40.1
317040,-115.7,89.2,-45.6
317047,-143.8,160.3,-34.5
317053,-164.5,157.2,26.5
317059,-207.5,83.0,64.4
317065,-269.6,171.0,85.6
317072,-212.3,128.2,75.6
317078,-138.3,447.1,28.7
317084,-158.4,27.5,27.4
317090,-91.4,183.1,29.0
317097,134.6,179.6,12.5
317103,37.2,206.9,-39.3
317109,-3.2,276.6,-57.2
317115,-6.8,191.5,-68.0
317122,-54.1,159.7,-73.5
317128,-47.1,116.0,-77.2
317134,-52.4,109.4,-80.4
317140,-66.9,87.7,-57.4
317147,-90.2,87.1,-65.0
317153,-24.7,2.7,-27.3
317159,-8.3,-31.2,-29.1
317165,-5.5,-58.1,-2.1
317172,5.6,-57.4,20.0
317178,-6.0,-85.6,28.4
317184,-32.5,-119.3,42.9
317190,-13.3,-46.0,26.2
317197,-36.8,-78.4,-3.9
317203,-14.7,-90.5,-25.6
317209,-36.7,-82.3,-42.7
317215,-51.4,-43.8,-31.5
317222,-75.3,-75.3,-13.4
317228,-72.9,-140.9,31.8
317234,39.6,-71.9,52.5
317240,11.4,-114.2,31.8
317247,97.9,-89.4,2.1
317253,296.5,-43.0,-71.4
317259,326.0,72.0,-289.3
317265,169.2,54.2,-91.2
317272,-47.8,-133.9,-44.3
317278,39.2,-122.1,25.6
317284,32.0,-96.7,114.7
317290,36.4,-113.3,119.0
317297,33.8,-95.7,129.2
317303,14.0,-126.7,96.3
317309,18.6,-115.0,76.0
317315,30.4,-100.7,45.3
317322,12.3,-97.1,57.6
317328,-3.5,-10.2,47.9
317334,-4.6,-36.9,40.6
317340,2.8,23.4,9.5
317347,4.8,-44.8,11.2
317353,7.0,-49.7,4.9
317359,6.5,-28.1,2.4
317365,9.1,-28.4,-6.4
317372,2.9,-13.6,-0.9
317378,1.2,-9.8,4.9
317384,6.1,-22.7,-3.5
317390,27.3,-29.9,9.8
317397,66.8,-92.8,47.6
317403,121.3,-143.2,96.3
317409,158.5,-181.0,150.2
317415,176.6,-227.1,189.6
317422,164.3,-233.0,188.7
317428,155.1,-247.5,135.5
317434,126.5,-214.4,124.5
317440,87.9,-194.7,108.4
317447,51.1,-128.2,69.8
317453,2.5,-69.7,72.6
317459,-29.9,-122.8,30.5
317465,-114.2,137.4,58.3
317472,-212.3,158.4,46.2
317478,-252.2,225.1,78.1
317484,-212.3,-343.9,111.5
317490,-489.0,2256.8,649.4
317497,-294.8,574.9,-1247.1
317503,796.2,370.0,-1047.3
