time,ax,ay,az
95233,-559,5,839
95239,-613,109,843
95245,-584,135,811
95251,-597,105,798
95258,-711,130,812
95264,-557,104,695
95270,-652,184,765
95276,-652,75,811
95283,-672,85,806
95289,-690,87,816
95295,-557,76,779
95301,-615,25,854
95308,-649,75,859
95314,-652,112,819
95320,-621,119,803
95326,-613,214,788
95333,-524,69,803
95339,-605,152,826
95345,-700,103,811
95351,-793,186,762
95358,-882,382,660
95364,-870,103,249
95370,-710,-501,-221
95376,-223,-491,-660
95383,243,-724,-571
95389,772,-1092,-50
95395,1128,-876,432
95401,1080,-809,619
95408,1562,-1603,-512
95414,-299,783,-728
95420,-1020,948,291
95426,-1029,1954,-789
95433,125,1996,-1235
95439,14,1182,-454
95445,-350,1919,-594
95451,334,1290,-958
95458,-217,1172,-430
95464,-318,977,-375
95470,-425,854,-570
95476,-652,716,-552
95483,-698,627,-705
95489,-506,388,-694
95495,-377,337,-557
95501,-374,530,-440
95508,-465,663,-383
95514,-775,740,-429
95520,-845,748,-485
95526,-874,828,-440
95533,-780,724,-402
95539,-789,639,-297
95545,-737,552,-307
95551,-793,490,-294
95558,-705,500,-447
95564,-722,520,-446
95570,-817,611,-314
95576,-804,582,-222
95583,-873,669,-249
95589,-1065,711,-336
95595,-1183,625,-68
95601,-704,202,-257
95608,-443,350,-258
95614,-591,787,-167
95620,-672,1023,-59
95626,-616,1073,-11
95633,-618,1166,-96
95639,-424,1272,-175
95645,-163,1185,-413
95651,-249,1046,-183
95658,-200,913,-82
95664,-69,779,-22
95670,-179,863,229
95676,-237,790,501
95683,35,671,184
95689,-30,461,247
95695,-172,625,93
95701,-1447,758,262
95708,579,1236,-1324
95714,-783,1224,-474
95720,-394,1027,-725
95726,178,570,-1054
95733,183,695,-598
95739,518,452,-923
95745,356,211,-120
95751,655,479,-494
95758,-1998,1828,1143
95764,-923,1996,-233
95770,-19,1320,-1035
95776,-267,870,-307
95783,150,655,-454
95789,162,747,-545
95795,-20,804,-493
95801,-151,892,-438
95808,-309,821,-364
95814,-279,726,-360
95820,-238,779,-447
95826,-255,861,-404
95833,-303,923,-405
95839,-303,923,-605
95845,-374,856,-596
95851,-441,682,-386
95858,-308,594,-493
95864,-279,765,-505
95870,-421,772,-385
95876,-317,833,-457
95883,-323,946,-516
95889,-414,873,-339
95895,-290,774,-396
95901,-185,774,-501
95908,-200,782,-515
95914,-385,804,-409
95920,-388,829,-411
95926,-358,801,-449
95933,-324,740,-445
95939,-373,803,-424
95945,-373,861,-432
95951,-331,855,-438
95958,-276,818,-420
95964,-236,797,-397
95970,-210,815,-405
95976,-239,861,-419
95983,-265,885,-411
95989,-236,881,-441
95995,-225,876,-438
96001,-222,848,-439
96008,-239,821,-425
96014,-271,797,-419
96020,-285,797,-414
96026,-314,836,-402
