time,wx,wy,wz
346552,-1.4,3.5,2.5
346573,1.4,0.9,0.9
346599,-1.7,-1.8,0.4
346634,-0.8,8.3,1.1
346655,-0.5,7.2,-1.6
346695,-2.8,0.5,-1.2
346716,-1.6,8.7,0.0
346723,-2.6,2.2,-2.4
346737,-0.1,4.9,1.6
346744,-1.1,0.5,0.7
346780,-2.3,-0.1,0.7
346829,-0.4,1.4,0.7
346848,-0.2,-0.2,0.0
346897,-0.7,1.4,0.7
346918,-1.4,3.1,1.0
346944,-2.2,8.0,-1.5
346953,-1.7,6.7,1.4
346988,-1.4,8.6,-0.5
347000,-0.7,6.8,0.8
347040,-0.7,0.0,-0.8
347056,-1.0,2.3,-0.3
347087,0.4,4.1,0.7
347159,-0.2,4.9,-0.3
347166,1.0,3.7,-0.1
347178,-1.4,-2.7,0.9
347195,-0.9,7.3,0.4
347225,0.5,6.0,1.4
347246,-1.3,0.4,1.2
347263,1.0,2.1,1.3
347279,-0.5,-0.9,1.5
347285,0.0,1.2,1.1
347291,-0.2,1.5,0.7
347298,-0.4,3.1,1.4
347304,0.3,4.5,1.4
347310,-0.2,3.6,1.9
347316,-0.7,3.5,0.7
347323,-0.9,-0.7,0.9
347329,-0.7,2.0,1.3
347335,-1.6,1.8,0.0
347341,-1.1,4.9,1.6
347348,-2.3,2.1,0.4
347354,-2.4,0.0,1.7
347360,-2.1,3.3,2.6
347366,-1.9,1.0,1.2
347373,-0.8,2.5,0.1
347379,-1.2,-3.3,-1.0
347385,-0.2,4.8,-3.0
347391,0.1,0.6,-1.4
347398,0.3,2.6,0.1
347404,-1.4,0.7,0.3
347410,-1.6,0.2,0.0
347416,-1.4,0.0,-1.2
347423,-0.6,1.4,0.0
347429,-1.4,3.9,1.1
347435,-2.5,2.7,-0.3
347441,-2.1,2.8,-0.2
347448,-0.9,4.4,-0.5
347454,-0.7,3.2,-0.3
347460,-0.8,1.6,0.2
347466,-1.0,0.0,0.6
347473,-0.2,0.8,0.9
347479,-0.2,3.2,-0.8
347485,-1.2,0.9,-0.5
347491,-1.9,-0.8,0.9
347498,-2.3,0.7,0.5
347504,-3.5,1.7,-0.7
347510,-1.8,-1.8,0.0
347516,-0.4,0.0,1.6
347523,-2.3,2.0,-0.7
347529,-1.8,-1.0,-0.5
347535,-0.4,6.3,0.3
347541,-2.1,0.3,-0.2
347548,-1.5,1.8,1.1
347554,-0.7,2.3,-0.7
347560,-0.1,3.3,-0.4
347566,0.4,2.5,-0.4
347573,0.0,-0.5,1.2
347579,-0.4,-2.8,-0.2
347585,1.1,3.2,0.4
347591,1.3,1.8,1.5
347598,0.9,0.4,1.0
347604,1.0,2.1,1.5
347610,-0.1,0.2,0.9
347616,-1.1,5.3,2.0
347623,-1.0,1.8,1.1
347629,-0.1,2.4,1.1
347635,-1.2,-2.3,-0.2
347641,0.4,6.3,2.3
347648,0.9,-2.5,2.3
347654,1.2,-0.1,3.4
347660,0.7,-2.5,2.0
347666,2.0,1.0,1.3
347673,1.2,-0.2,-0.7
347679,4.0,2.3,3.6
347685,6.2,0.0,1.2
347691,27.6,-2.5,-1.7
347698,48.8,9.1,-48.8
347704,74.0,64.4,-8.1
347710,-40.2,-78.4,57.8
347716,14.3,-100.1,18.6
347723,-23.8,-37.6,18.2
347729,-0.6,49.2,7.0
347735,-91.9,73.0,-44.1
347741,-186.9,175.9,-79.5
347748,-182.2,366.1,-86.2
347754,-243.3,-503.1,-97.9
347760,-232.1,118.5,94.0
347766,-179.6,214.4,67.4
347773,-223.8,-228.9,190.1
347779,-145.8,-96.4,231.6
347785,-96.2,-129.5,268.3
347791,-4.3,15.0,255.6
347798,104.1,120.0,129.4
347804,130.6,-21.4,21.4
347810,69.2,90.7,-51.1
347816,37.8,86.9,-102.9
347823,55.7,148.1,-91.0
347829,55.7,156.6,-101.0
347835,40.2,227.5,-102.9
347841,-8.4,12.8,-60.8
347848,54.6,90.3,-39.6
347854,-5.4,7.2,-30.2
347860,1.8,56.1,-49.1
347866,-37.5,-0.9,-0.2
347873,3.7,-29.6,59.2
347879,-19.1,-27.4,58.1
347885,-66.5,-64.8,39.8
347891,-134.6,-120.5,18.3
347898,-143.7,-165.5,53.7
347904,-85.2,-187.6,92.9
347910,-43.2,-196.7,90.1
347916,219.3,-271.5,31.7
347923,133.9,89.8,-54.1
347929,-507.1,170.8,4.9
347935,26.5,-34.4,39.2
347941,57.2,-259.0,-73.9
347948,157.7,-198.0,-85.5
347954,156.6,-127.1,-45.0
347960,88.0,-7.4,-39.9
347966,38.7,105.9,132.5
347973,-127.4,144.4,104.2
347979,-115.7,121.3,45.9
347985,8.5,63.7,-54.8
347991,112.5,20.8,-247.1
347998,204.3,191.8,-191.1
348004,-25.9,180.7,5.3
348010,-145.8,-25.3,67.8
348016,-223.5,-140.1,57.3
348023,-41.0,-42.9,-3.0
348029,70.9,-104.1,-56.7
348035,14.8,-145.7,23.1
348041,18.7,-89.1,8.9
348048,27.3,-39.2,18.4
348054,27.1,1.6,-6.2
348060,-2.1,12.4,30.5
348066,0.2,1.9,34.5
348073,11.2,-15.5,36.1
348079,20.5,-58.1,26.8
348085,17.9,-23.1,14.6
348091,24.5,-48.7,15.1
348098,28.2,-69.6,25.7
348104,41.3,-59.8,36.7
348110,48.3,-62.1,66.5
348116,84.4,-136.5,129.5
348123,118.5,-210.7,176.2
348129,140.2,-191.8,206.2
348135,122.6,-220.1,228.6
348141,109.9,-195.3,203.2
348148,83.3,-189.5,174.9
348154,37.8,-200.9,159.1
348160,17.3,-151.6,126.7
348166,-2.1,-129.3,102.8
348173,-20.7,-58.8,50.4
348179,-27.2,8.8,14.5
348185,-114.4,65.5,1.8
348191,-173.9,200.6,13.5
348198,-256.3,297.0,53.4
348204,-242.6,-184.3,-30.8
348210,-361.0,2047.9,269.6
348216,-99.4,-1106.9,-411.1
348223,395.6,-641.4,-718.2
348229,120.3,693.5,23.5
348235,38.3,359.4,-45.2
348241,-17.2,312.0,-2.1
348248,-23.5,46.9,29.4
348254,5.8,0.6,-2.8
348260,2.1,-36.1,4.7
348266,27.1,-25.6,-40.3
348273,35.9,-84.1,17.7
348279,10.5,-12.3,24.5
348285,1.6,17.1,-15.2
348291,-5.6,13.0,3.8
348298,14.4,-15.5,-1.6
348304,10.0,5.1,-29.5
348310,-1.3,-20.0,14.7
348316,-3.2,20.5,-2.1
348323,-10.5,5.5,6.2
348329,-9.0,-1.1,-7.0
348335,-7.1,7.4,2.2
348341,-7.9,9.4,15.8
348348,-9.3,-3.7,17.8
348354,-13.2,-8.4,8.1
348360,-27.8,-0.3,10.3
348366,-36.6,-1.6,9.0
348373,-22.9,-4.2,0.3
348379,-10.9,-3.0,0.2
348385,-4.2,-18.5,9.6
348391,-4.8,9.5,-2.5
348398,-4.9,9.5,8.9
348404,-0.7,-5.3,-4.5
348410,-4.2,-7.9,0.6
348416,-1.8,-2.5,4.0
348423,-2.1,8.8,-2.1
348429,0.6,3.5,-2.1
348435,1.9,0.6,-7.2
348441,2.7,-2.3,-7.9
348448,2.3,2.5,-2.5
348454,0.7,3.5,-1.5
348460,3.4,-1.7,-4.6
348466,1.4,2.8,-3.3
348473,-7.4,4.3,-0.1
348479,-1.8,3.4,-0.4
348485,-3.0,5.1,-7.0
348491,-2.1,5.6,0.2
348498,-1.6,-0.4,-1.1
348504,0.9,3.2,-0.8
348510,-0.2,7.2,-0.6
348516,-2.9,8.6,2.0
348523,-4.7,8.4,-4.9
