time,ax,ay,az
173231,-451,111,887
173238,-410,15,917
173244,-441,-43,1004
173250,-359,-101,964
173256,-383,-96,1004
173263,-333,-123,958
173269,-357,-87,990
173275,-283,-68,922
173281,-240,-85,931
173288,-320,-85,968
173294,-346,-29,942
173300,-382,29,950
173306,-392,19,923
173313,-509,4,978
173319,-459,-59,949
173325,-453,-23,955
173331,-461,3,970
173338,-397,69,943
173344,-378,113,923
173350,-277,29,843
173356,-392,156,749
173363,-469,453,521
173369,-530,188,455
173375,-439,46,213
173381,-169,-33,-385
173388,80,-391,-446
173394,162,-1125,-117
173400,45,-566,-230
173406,-1302,-64,269
173413,-1815,746,-634
173419,-1998,1438,-981
173425,-1713,1440,-1487
173431,-1776,1014,-1048
173438,-1490,699,-1141
173444,-1331,185,-1422
173450,-1258,-273,-1866
173456,-1063,88,-1963
173463,-549,692,-1760
173469,-710,542,-1022
173475,-832,170,-532
173481,-962,106,-449
173488,-1007,-173,-551
173494,-867,-69,-501
173500,-890,0,-503
173506,-998,-67,-618
173513,-1073,229,-635
173519,-1157,286,-457
173525,-1356,203,-209
173531,-1339,171,-86
173538,-1163,208,-340
173544,-1182,34,-520
173550,-1166,-80,-677
173556,-865,-17,-738
173563,-842,-24,-424
173569,-827,-59,-314
173575,-808,-249,-210
173581,-775,-276,-298
173588,-775,-264,-358
173594,-925,-211,-244
173600,-977,-169,-284
173606,-1094,-232,-432
173613,-1139,-33,-431
173619,-993,166,-304
173625,-1117,123,-147
173631,-1070,86,-360
173638,-925,168,-521
173644,-953,199,-395
173650,-1072,38,-218
173656,-941,17,-400
173663,-942,-42,-407
173669,-970,-34,-359
173675,-1004,-86,-320
173681,-917,-124,-372
173688,-882,-101,-399
173694,-919,-123,-326
173700,-908,-95,-339
173706,-918,-31,-355
173713,-934,-7,-349
173719,-954,39,-344
173725,-994,47,-304
173731,-961,93,-366
173738,-947,66,-361
173744,-985,48,-328
173750,-972,49,-329
173756,-984,33,-318
173763,-990,53,-346
173769,-987,45,-341
173775,-974,30,-370
173781,-949,0,-366
173788,-948,-3,-388
173794,-916,-18,-399
173800,-903,-35,-380
173806,-929,-63,-364
173813,-987,-111,-294
173819,-901,33,-417
173825,-933,22,-392
173831,-945,-14,-364
173838,-925,-2,-352
173844,-909,-7,-361
173850,-895,4,-377
173856,-941,19,-349
173863,-962,20,-355
173869,-981,16,-333
173875,-985,15,-332
173881,-998,6,-316
173888,-958,-19,-332
173894,-955,35,-374
173900,-967,-17,-350
173906,-888,0,-412
173913,-949,-17,-352
173919,-921,-7,-364
173925,-952,-45,-323
173931,-910,-35,-336
