time,wx,wy,wz
377585,-7.7,24.6,1.6
377597,-12.0,7.9,-6.7
377632,7.7,-0.1,8.2
377677,1.9,10.6,-10.8
377763,-0.7,8.1,4.1
377803,-0.2,-17.6,5.6
377820,-10.3,3.1,2.8
377892,0.9,-6.0,1.6
377979,9.0,-14.8,5.1
378024,-5.8,6.6,4.4
378103,0.3,10.7,-2.0
378124,-7.9,1.7,-2.5
378141,2.0,4.0,-6.1
378148,4.6,6.4,-8.8
378228,-4.4,7.2,0.8
378244,-3.2,6.0,-4.1
378340,-3.0,22.3,18.3
378366,-6.5,-10.4,22.6
378372,-2.7,-22.4,22.6
378378,-1.6,-9.5,16.4
378385,-4.3,-17.1,7.4
378391,-1.8,4.5,-13.3
378397,-6.4,44.8,-29.4
378403,-10.5,15.9,-15.8
378410,-1.3,-0.1,8.7
378416,9.6,4.2,19.9
378422,15.1,-10.4,12.0
378428,7.5,-13.0,2.0
378435,-2.5,-150.4,-13.0
378441,18.6,139.5,-47.3
378447,8.1,42.3,-45.0
378453,5.4,-14.7,-49.7
378460,7.0,17.9,-35.9
378466,0.0,1.9,8.4
378472,-1.6,5.3,15.1
378478,1.4,-7.2,0.6
378485,7.4,-19.6,5.3
378491,0.9,5.4,4.5
378497,-5.8,-3.6,2.1
378503,-4.0,-8.8,-3.4
378510,-2.0,4.3,-4.9
378516,-0.2,9.0,-3.2
378522,1.1,9.8,-2.0
378528,0.3,-1.4,1.6
378535,3.1,0.7,3.0
378541,4.2,0.7,3.8
378547,3.7,-3.5,6.7
378553,3.1,-2.4,5.7
378560,3.5,-1.2,2.1
378566,0.7,2.7,0.6
378572,-1.2,1.6,0.7
378578,-1.3,1.1,-0.9
378585,-1.0,3.3,0.1
378591,0.4,3.9,0.2
378597,0.0,1.0,0.2
378603,-0.4,2.1,3.9
378610,-0.5,1.0,3.9
378616,0.5,-0.1,3.0
378622,0.9,-0.3,2.8
378628,-0.9,0.6,4.4
378635,-3.0,2.5,5.1
378641,-3.2,1.8,3.3
378647,-2.9,1.8,2.0
378653,-3.0,1.7,0.0
378660,-3.5,1.6,0.2
378666,-4.6,4.4,0.2
378672,-4.3,5.3,-1.1
378678,-2.3,4.3,-1.1
378685,-3.2,2.8,1.6
378691,-1.7,0.0,3.7
378697,-0.2,-1.0,4.3
378703,0.3,-2.2,4.4
378710,0.2,-2.7,4.4
378716,-1.4,-2.2,3.9
378722,-1.0,-2.8,3.0
378728,-0.5,2.4,2.2
378735,0.7,2.3,3.2
378741,2.4,1.5,4.6
378747,4.4,-0.6,5.2
378753,4.4,-0.6,6.5
378760,4.1,1.0,6.5
378766,2.5,-0.4,6.5
378772,2.4,-3.4,5.6
378778,2.3,0.7,3.9
378785,1.9,0.4,0.6
378791,1.8,6.5,-1.7
378797,3.1,5.0,-1.7
378803,4.4,6.5,-0.9
378810,5.8,3.7,0.6
378816,1.7,3.3,2.1
378822,-6.1,4.2,7.0
378828,-5.3,2.3,7.6
378835,3.5,2.3,5.4
378841,14.7,0.8,11.6
378847,33.7,-12.1,35.2
378853,92.1,-53.9,103.6
378860,37.7,-241.7,88.4
378866,35.9,-218.2,23.2
378872,68.3,-62.1,71.9
378878,74.8,-43.6,39.6
378885,40.7,42.9,-22.8
378891,4.2,237.7,-7.0
378897,-68.3,257.6,-82.7
378903,-115.3,177.1,-54.7
378910,-150.7,142.1,-17.5
378916,-167.0,252.9,19.3
378922,-197.9,179.6,45.7
378928,-119.9,166.4,21.6
378935,-24.2,238.9,-0.4
378941,-74.4,277.5,-49.2
378947,143.7,193.9,-3.5
378953,162.4,121.4,-9.9
378960,85.5,114.3,-56.6
378966,57.6,184.5,-78.7
378972,30.8,206.5,-100.5
378978,-5.1,153.3,-121.1
378985,-27.6,134.6,-128.3
378991,-31.3,128.0,-105.4
378997,-16.2,115.2,-98.9
379003,-42.2,14.7,-57.0
379010,-10.5,-10.4,-31.7
379016,-12.5,-9.1,-16.6
379022,19.1,-63.0,12.8
379028,30.8,-5.5,25.3
379035,-43.7,-0.5,-13.2
379041,-87.3,5.3,-61.9
379047,-96.2,-85.6,-71.8
379053,-134.7,-161.4,-66.6
379060,-212.3,-142.1,-105.4
379066,-161.7,-150.0,-34.5
379072,56.3,-198.8,47.9
379078,125.5,-187.3,85.8
379085,125.1,-197.8,42.5
379091,335.0,-230.8,14.7
379097,-181.6,132.0,-371.5
379103,-22.1,-167.2,-61.1
379110,68.6,-152.8,-35.2
379116,82.8,-78.0,-5.5
379122,2.1,-136.0,85.3
379128,-37.5,-164.5,83.5
379135,-43.4,-117.3,105.2
379141,-48.6,-119.9,95.9
379147,28.5,-106.0,38.7
379153,19.0,-90.3,58.3
379160,0.5,-61.3,46.4
379166,3.3,-34.0,12.7
379172,-3.9,-26.7,15.4
379178,-6.5,-12.8,11.2
379185,-7.7,-19.0,14.9
379191,-0.8,-6.5,3.8
379197,4.5,-21.1,0.3
379203,3.9,-15.6,9.3
379210,4.2,-14.4,18.8
379216,0.9,-22.1,13.7
379222,2.4,-12.3,4.6
379228,1.0,-3.2,-0.5
379235,1.6,0.8,-3.0
379241,-6.9,-3.8,8.1
379247,-3.4,-1.8,14.4
379253,0.0,-5.1,16.1
379260,0.7,-7.3,15.1
379266,4.5,-26.3,16.8
379272,22.8,-66.5,35.2
379278,57.6,-98.9,91.2
379285,100.8,-218.6,161.9
379291,124.3,-268.4,214.7
379297,113.1,-225.4,236.5
379303,86.8,-264.2,203.6
379310,68.9,-249.8,171.9
379316,37.2,-178.6,150.5
379322,-16.8,-181.1,127.6
379328,-30.0,-117.5,58.0
379335,-61.8,127.0,26.4
379341,-108.3,172.9,-16.1
379347,-163.0,315.3,-20.3
379353,-245.2,164.0,87.4
379360,-337.1,288.4,162.9
379366,-413.1,2293.4,355.0
379372,-1171.5,1076.3,-994.5
379378,-1094.0,-1380.7,350.5
379385,619.2,1621.5,116.9
379391,-82.1,299.2,-316.7
379397,37.1,78.0,117.8
379403,8.2,47.6,-160.7
379410,28.0,39.2,14.0
379416,41.0,-7.9,2.1
379422,17.0,0.1,13.6
379428,20.4,-8.4,37.1
379435,4.6,10.9,-48.5
379441,-2.5,24.1,19.0
379447,4.4,1.1,7.4
379453,-8.1,9.8,1.9
379460,-4.5,-8.4,11.6
379466,3.0,4.2,-8.8
379472,-9.1,0.3,-0.2
379478,-3.4,0.4,9.2
379485,-9.1,2.8,3.0
379491,-5.1,0.4,7.5
379497,-18.2,4.2,6.0
379503,-5.8,-3.4,10.7
379510,-10.1,2.8,0.3
379516,-18.9,-1.5,16.3
379522,-7.0,-5.8,-5.3
379528,-14.8,0.2,19.7
379535,-13.8,5.1,4.8
379541,-9.5,4.0,-3.0
379547,-11.2,-6.0,8.8
