time,ax,ay,az
216728,-529,-13,866
216734,-588,-11,897
216740,-634,91,921
216747,-519,-39,838
216753,-620,71,862
216759,-650,4,873
216765,-616,-9,856
216772,-555,-22,838
216778,-573,-8,807
216784,-595,16,825
216790,-576,-66,874
216797,-533,-96,844
216803,-591,-29,855
216809,-545,-3,798
216815,-589,-20,855
216822,-622,18,849
216828,-582,-7,843
216834,-633,88,801
216840,-875,177,773
216847,-713,116,609
216853,-691,0,486
216859,-347,-236,99
216865,-147,-246,2
216872,117,-202,-77
216878,620,-365,-240
216884,1174,-520,-407
216890,646,-908,-254
216897,-844,-461,-366
216903,-1997,862,-983
216909,-1998,1715,-987
216915,-1998,1433,-1026
216922,-1998,911,-1019
216928,-1998,50,-1650
216934,-1998,-329,-1996
216940,-1998,1667,-1996
216947,-1352,1884,-1914
216953,-914,-123,-768
216959,-1141,-254,-138
216965,-820,2,-549
216972,-776,-189,-437
216978,-818,-205,-526
216984,-887,-127,-379
216990,-840,151,-395
216997,-1120,83,-302
217003,-1348,74,-214
217009,-1352,32,-174
217015,-1217,-78,-339
217022,-1074,-129,-452
217028,-879,-196,-551
217034,-740,-86,-568
217040,-701,21,-539
217047,-712,37,-574
217053,-786,82,-561
217059,-962,8,-413
217065,-1083,-14,-500
217072,-1135,-51,-458
217078,-855,39,-276
217084,-812,10,-100
217090,-808,-16,-245
217097,-981,-31,-218
217103,-1019,4,-236
217109,-1064,58,-211
217115,-1060,129,-188
217122,-1007,151,-202
217128,-1130,16,-269
217134,-1124,-64,-440
217140,-983,105,-257
217147,-1093,-10,-214
217153,-946,-152,-439
217159,-818,-148,-493
217165,-751,-30,-460
217172,-929,-141,-180
217178,-984,-91,-179
217184,-953,-72,-267
217190,-999,33,-266
217197,-1011,53,-225
217203,-1052,54,-202
217209,-989,59,-283
217215,-947,56,-291
217222,-1002,79,-187
217228,-971,51,-216
217234,-987,79,-256
217240,-1025,78,-258
217247,-1035,61,-249
217253,-985,62,-298
217259,-1004,-36,-251
217265,-956,-46,-292
217272,-946,-45,-280
217278,-976,-14,-282
217284,-963,-24,-287
217290,-964,-4,-294
217297,-939,5,-312
217303,-941,-11,-297
217309,-945,-2,-290
217315,-945,-17,-288
217322,-963,10,-291
217328,-978,66,-299
217334,-1006,0,-246
217340,-988,-12,-245
217347,-979,-1,-266
217353,-968,17,-285
217359,-988,7,-260
217365,-989,9,-261
217372,-974,4,-265
217378,-971,24,-289
217384,-976,15,-263
217390,-993,13,-251
217397,-972,9,-287
217403,-968,-9,-279
217409,-967,-3,-264
217415,-954,-4,-270
217422,-972,-2,-263
217428,-994,-24,-245
217434,-984,-31,-274
217440,-960,-41,-253
217447,-951,-33,-221
217453,-930,-42,-271
217459,-954,-66,-251
217465,-961,-47,-195
217472,-983,-62,-135
217478,-997,-24,-161
217484,-1058,-11,-177
217490,-1059,53,-208
217497,-1030,-3,-202
217503,-1049,18,-302
217509,-1033,135,-326
217515,-1027,106,-229
217522,-918,39,-338
217528,-783,-55,-477
217534,-774,-71,-454
217540,-839,17,-298
217547,-856,160,-236
217553,-926,223,-255
217559,-1135,292,-315
217565,-1202,343,-414
217572,-1169,155,-453
217578,-1227,-51,-394
217584,-1342,-181,-559
217590,-872,-11,-548
217597,-548,113,-169
217603,-1100,94,128
217609,-1234,57,-99
217615,-1040,125,-571
217622,-752,44,-646
217628,-597,93,-420
217634,-668,16,-217
217640,-713,-172,-208
217647,-774,-112,-250
217653,-969,-160,-267
217659,-1178,-92,-541
217665,-1530,180,-578
217672,-1523,544,-480
217678,-1267,572,-114
217684,-1181,270,-226
217690,-867,193,-473
217697,-545,254,-485
217703,-709,169,-159
217709,-775,104,-159
217715,-1195,157,-382
217722,-1394,140,-612
217728,-1456,169,-856
217734,-1227,-22,-916
217740,-1050,-307,-650
217747,-468,-196,-463
217753,-898,-134,-158
217759,-994,-180,-137
217765,-761,-105,-62
217772,-678,-158,6
217778,-713,-104,-67
217784,-723,-86,-295
217790,-893,-14,-381
217797,-1333,37,-383
217803,-1768,378,-514
217809,-1777,902,-561
219324,-288,613,-152
219359,-119,1065,-414
219392,-185,679,-447
219420,-340,755,-359
219426,-637,1087,-461
219432,-729,1478,-393
219439,-263,928,-968
219450,-448,794,-580
219462,143,497,-758
219469,-137,499,-49
219475,88,447,-286
219492,-303,1150,-339
219502,-312,1255,-443
219528,57,527,-731
219607,-146,705,-266
219626,-221,697,-147
219633,-517,1128,-162
219640,-103,1235,-618
219652,-220,1219,-352
219661,-205,902,-162
219724,-440,1026,-862
219736,-942,685,-206
219771,-312,867,4
219802,-49,1406,-705
219808,-523,927,-223
219814,-66,679,-667
219821,-266,639,-285
219827,-297,463,-21
219833,-228,436,-192
219839,-243,555,-250
219846,-176,804,-448
219852,-442,1023,-483
219858,-931,1412,-109
219864,-646,1127,-606
219871,199,854,-1132
219877,-589,665,-386
219883,-899,920,-55
219889,105,851,-687
219896,-199,607,35
219902,136,422,-151
219908,60,569,-154
219914,-447,991,57
219921,-229,1267,-441
219927,-477,1450,-440
219933,-789,1222,-203
219939,326,1108,-1160
219946,-403,844,-208
219952,-196,731,-505
219958,-146,885,-453
219964,-248,690,-123
219971,-217,491,-72
219977,-92,578,-178
219983,17,836,-249
219989,-262,1104,-301
219996,-591,1287,-277
220002,-517,1155,-766
220008,-227,1229,-754
220014,-652,803,-524
220021,-807,727,-158
220027,-30,819,-656
220033,-165,612,-97
220039,78,423,-221
220046,17,468,-123
220052,-274,675,15
220058,-245,1018,-148
220064,-265,1131,-301
220071,-163,1252,-472
220077,-389,1263,-398
220083,87,1280,-819
220089,-406,902,-155
220096,71,591,-623
220102,-147,795,-527
220108,-227,837,-224
220114,-215,498,-31
220121,-204,435,-50
220127,-152,629,-268
220133,37,926,-738
220139,-441,1249,-508
220146,-959,1478,-66
220152,-468,1076,-586
220158,186,917,-821
220164,-310,705,-425
220171,-886,754,0
220177,10,687,-618
220183,-166,543,-122
220189,-78,410,-178
220196,-112,545,-257
220202,-474,1049,-184
220208,-329,1244,-330
220214,-202,1106,-535
220221,-520,1348,-239
220227,-76,1277,-846
220233,-129,1042,-609
220239,-311,562,-439
220246,-180,546,-569
220252,-277,735,-317
220258,-256,648,-127
220264,-214,526,-129
220271,-181,574,-203
220277,-69,874,-445
220283,-361,1173,-389
220289,-659,1329,-262
220296,-768,1137,-249
220302,-14,1037,-954
220308,-76,810,-641
220314,-670,631,-310
220321,-397,717,-353
220327,-220,732,-149
220333,42,569,-166
220339,2,477,-127
220346,-292,769,-12
220352,-529,1221,-23
220358,-183,1183,-298
220364,-372,1283,-87
220371,-63,1219,-508
220377,56,1364,-626
220383,-402,790,-28
220389,69,643,-531
220396,-129,874,-557
220402,-407,775,-115
220408,-342,554,-107
220414,-311,499,-152
220421,-237,590,-244
