time,wx,wy,wz
210564,-7.7,4.7,-3.3
210594,4.3,-0.9,-8.2
210859,-3.0,2.3,2.1
210865,-1.6,1.4,-0.2
210872,-0.2,2.5,-2.8
210878,-0.4,2.5,-0.6
210884,-1.8,1.4,0.9
210890,-2.3,1.0,1.4
210897,-0.1,2.3,1.0
210903,0.8,1.8,1.5
210909,0.7,0.7,2.2
210915,0.7,1.4,2.1
210922,0.0,1.9,1.8
210928,-0.1,3.6,0.6
210934,-0.4,0.4,1.2
210940,-0.7,-0.2,1.8
210947,2.1,-2.2,2.3
210953,2.5,3.5,1.7
210959,-0.2,3.0,1.4
210965,-1.2,0.6,0.0
210972,-2.5,6.4,-3.7
210978,-3.0,6.5,-5.8
210984,-1.1,-0.7,0.4
210990,0.4,0.6,5.1
210997,0.7,3.2,3.4
211003,1.3,1.4,3.2
211009,2.5,-5.1,2.6
211015,0.6,-7.8,1.6
211022,-0.1,-5.7,3.1
211028,4.4,-4.2,4.8
211034,6.7,-2.1,5.1
211040,2.8,2.1,5.3
211047,-2.1,0.1,5.5
211053,-2.6,0.1,1.8
211059,-0.7,2.3,-1.1
211065,-0.7,4.9,0.2
211072,-0.8,5.1,1.9
211078,-1.1,2.8,1.4
211084,-1.1,2.5,0.3
211090,0.7,0.9,-0.7
211097,0.8,1.6,-0.7
211103,-1.4,1.1,0.0
211109,-3.3,1.4,-0.3
211115,-2.6,0.6,-1.2
211122,-1.6,1.7,-0.9
211128,-1.4,0.9,-0.4
211134,-2.2,-2.1,-0.2
211140,-3.0,-2.3,-0.3
211147,-1.2,-2.6,-0.4
211153,-0.1,-1.2,-0.2
211159,0.9,-0.7,1.6
211165,2.4,-1.7,1.6
211172,2.0,-1.5,1.2
211178,0.7,-0.5,0.2
211184,-0.1,-1.9,0.2
211190,0.2,0.9,1.6
211197,2.3,1.2,0.4
211203,4.2,-0.2,0.6
211209,4.1,0.2,2.9
211215,3.2,-1.6,3.0
211222,3.3,1.7,1.4
211228,2.5,11.2,-0.1
211234,3.5,16.4,-2.6
211240,4.6,16.1,-0.7
211247,7.7,10.7,3.9
211253,16.1,8.8,6.0
211259,31.1,9.5,6.4
211265,61.8,-15.0,-2.4
211272,103.5,-42.7,-10.0
211278,142.1,-22.7,1.2
211284,164.1,-47.3,13.0
211290,123.1,-37.2,7.9
211297,53.5,19.9,-7.2
211303,-39.5,88.4,-24.6
211309,-124.1,120.4,-34.3
211315,-209.3,192.2,-13.8
211322,-277.5,132.0,27.7
211328,-297.7,131.3,121.2
211334,-305.6,59.1,134.4
211340,-218.1,332.2,190.6
211347,-169.6,54.8,211.8
211353,-57.4,23.0,194.9
211359,18.8,172.7,148.2
211365,209.5,234.0,94.9
211372,172.9,95.5,20.0
211378,163.5,150.2,-49.0
211384,57.4,186.9,-71.2
211390,49.9,180.8,-48.8
211397,37.5,177.8,-49.7
211403,-6.4,132.7,-103.1
211409,-29.6,170.8,-99.3
211415,-10.8,87.2,-58.0
211422,-15.2,116.4,-45.0
211428,-21.7,19.3,-57.7
211434,-40.4,19.3,-29.1
211440,24.7,-38.8,2.5
211447,32.6,-56.4,5.6
211453,1.2,-7.9,7.7
211459,42.0,-132.7,-32.4
211465,28.8,-125.1,-38.8
211472,-13.7,-169.6,6.4
211478,-7.2,-224.8,41.4
211484,65.1,-258.7,82.7
211490,131.3,-70.2,50.6
211497,196.9,-54.6,-136.7
211503,-9.7,54.4,47.1
211509,0.0,-202.0,36.5
211515,11.7,13.0,22.2
211522,56.2,-151.0,52.5
211528,75.4,-143.2,61.1
211534,30.8,-178.4,73.2
211540,-4.1,-130.0,52.2
211547,-0.9,-23.1,47.8
211553,20.8,-0.9,-12.2
211559,13.0,-37.8,1.4
211565,5.1,-106.3,53.7
211572,19.8,-34.5,40.6
211578,13.5,-81.7,24.2
211584,6.0,3.0,17.6
211590,1.9,-5.7,13.2
211597,4.2,6.3,1.8
211603,0.3,-5.5,7.4
211609,2.1,1.1,7.4
211615,3.2,0.0,6.5
211622,6.7,-9.7,4.3
211628,2.1,0.0,0.9
211634,0.1,-3.0,-2.3
211640,-0.4,-5.8,3.5
211647,-2.5,1.1,4.2
211653,-6.9,-0.1,3.2
211659,-14.2,0.9,2.9
211665,-21.2,4.6,-1.6
211672,-24.5,21.8,-7.7
211678,-14.3,6.0,-3.5
211684,23.1,-34.7,16.5
211690,80.1,-124.5,68.8
