time,wx,wy,wz
323791,1.2,0.2,2.7
323827,0.1,1.7,0.2
323834,-0.4,1.6,0.1
323845,-0.9,1.9,0.5
323852,-0.9,2.0,0.7
323878,0.9,1.1,1.9
323885,-0.4,2.9,1.4
323906,-1.8,3.6,-0.2
323941,-2.1,6.0,-2.5
323981,-0.7,0.9,-2.2
324007,-1.6,1.8,-0.7
324131,0.9,-1.6,0.9
324192,1.8,-0.4,1.4
324241,-1.5,-0.3,2.4
324281,-0.7,-0.1,1.4
324302,-3.5,0.9,-0.2
324314,-2.3,1.0,0.2
324321,-0.9,1.9,-0.6
324366,-0.8,2.3,0.5
324373,-1.1,0.9,1.8
324399,-0.5,3.0,0.4
324406,-1.0,0.2,1.4
324424,-0.2,2.2,1.1
324455,-0.7,2.5,0.7
324461,-1.0,1.9,1.9
324467,-1.4,2.1,1.2
324474,-1.0,0.4,1.4
324480,-0.2,0.7,1.4
324486,-1.3,1.8,1.1
324492,-1.1,0.6,1.1
324499,0.0,1.3,1.9
324505,0.7,-1.9,2.3
324511,0.9,0.5,2.1
324517,0.6,-3.0,1.9
324524,-0.4,2.8,2.0
324530,0.0,0.6,1.8
324536,1.8,1.1,0.9
324542,1.5,0.8,-0.1
324549,0.0,-0.1,1.6
324555,0.0,3.2,1.4
324561,0.4,1.6,0.0
324567,1.1,1.1,0.4
324574,0.6,1.1,0.8
324580,-0.4,1.8,0.8
324586,-0.9,-0.3,1.4
324592,-0.8,0.3,1.4
324599,-1.0,1.2,1.0
324605,-1.1,2.5,0.8
324611,-0.9,1.1,0.7
324617,-0.9,2.3,1.2
324624,-0.4,1.9,1.6
324630,0.2,0.0,0.9
324636,0.4,1.9,0.7
324642,0.2,3.2,0.5
324649,-0.3,2.6,0.2
324655,-0.9,0.9,-0.1
324661,-2.1,2.3,-0.8
324667,-1.8,2.8,-0.9
324674,-0.8,1.8,-1.2
324680,-0.5,1.5,-1.0
324686,-1.3,0.2,-0.9
324692,-2.3,2.3,-0.9
324699,-1.8,0.9,-1.2
324705,-1.6,0.9,-1.7
324711,-1.2,2.1,-1.7
324717,-1.4,4.6,-1.9
324724,-1.2,2.9,-1.8
324730,-1.6,2.8,0.0
324736,-0.9,2.4,-0.1
324742,0.2,3.0,0.0
324749,-0.4,1.6,0.2
324755,0.0,0.2,0.8
324761,0.1,2.0,1.4
324767,0.0,2.3,0.9
324774,-0.6,2.1,-0.3
324780,-0.7,1.0,-0.8
324786,-0.9,3.5,0.5
324792,-0.2,3.0,0.8
324799,-1.0,2.1,0.0
324805,-1.4,1.5,0.1
324811,-0.9,1.2,0.8
324817,0.7,1.6,1.2
324824,0.9,1.3,1.4
324830,4.9,0.2,3.9
324836,19.5,0.4,10.5
324842,52.7,-12.7,24.2
324849,97.8,-22.7,41.8
324855,136.8,-37.7,58.3
324861,159.0,-45.4,59.0
324867,162.8,-85.8,38.0
324874,132.3,-84.5,17.2
324880,66.5,8.9,8.2
324886,-4.9,-37.4,-22.1
324892,-172.6,70.2,-91.7
324899,-289.2,129.2,-63.0
