time,wx,wy,wz
202798,-10.4,-104.0,55.1
202810,-25.7,-102.0,50.5
202821,14.0,-76.8,79.6
202828,-8.5,-8.1,31.0
202836,-24.2,-72.8,-18.2
202842,21.4,-94.0,-5.0
202848,41.8,-104.4,39.8
202854,34.8,-101.9,63.2
202866,17.2,-80.9,53.7
202873,30.0,-115.6,80.5
202880,27.1,-73.0,83.3
202886,10.1,-78.9,44.8
202892,17.3,-0.7,-10.0
202899,-5.4,86.8,-21.0
202905,-43.6,80.0,-11.6
202915,-34.3,87.0,-47.1
202962,-0.4,-59.5,15.4
202978,12.5,-58.3,31.1
202985,-13.9,52.2,-30.5
202992,-2.3,-88.2,-54.0
203032,-13.0,-43.2,42.4
203044,17.0,-46.9,40.6
203065,8.6,53.1,-80.8
203096,4.9,6.3,-21.4
203135,-4.4,12.7,-0.7
203161,9.7,-36.2,41.2
203225,-2.3,22.8,-51.8
203236,34.0,-47.3,0.7
203257,-3.2,17.3,97.3
203264,-17.5,-132.0,-7.1
203271,-28.4,72.3,-84.9
203277,-45.6,51.8,-63.7
203283,-52.7,-16.9,-17.5
203289,-22.2,-78.5,-6.7
203296,11.9,-10.1,9.3
203302,13.0,-4.2,20.3
203308,8.5,-10.5,14.2
203314,-10.9,-12.8,4.5
203321,-32.7,-12.3,20.0
203327,-38.5,-22.8,37.8
203333,-35.1,-18.9,35.7
203339,36.7,70.8,-11.6
203346,8.0,-27.7,30.1
203352,-15.6,-32.6,32.4
203358,-15.4,21.8,4.0
203364,-4.9,28.6,-34.3
203371,-3.7,43.2,-50.7
203377,2.8,29.4,-35.6
203383,6.3,12.1,-28.5
203389,2.1,-10.5,-40.8
203396,36.2,17.1,-26.4
203402,20.4,-20.1,48.8
203408,-14.0,-112.1,77.4
203414,5.3,-46.9,29.5
203421,-19.8,187.5,-47.4
203427,-39.5,10.9,-58.8
203433,-27.3,-13.5,-17.7
203439,-21.4,-5.3,21.7
203446,-22.6,12.1,24.9
203452,-17.2,30.8,5.8
203458,-7.4,43.4,-7.4
203464,25.0,-26.5,15.1
203471,22.4,-58.1,42.4
203477,11.0,-54.6,30.4
203483,37.3,-19.5,5.3
203489,-3.5,54.8,39.3
203496,-40.0,-25.4,60.6
203502,-22.1,-4.4,0.0
203508,1.7,100.1,-50.4
203514,27.0,66.1,-38.2
203521,27.3,39.9,-28.9
203527,8.4,20.9,-44.0
203533,-9.3,0.3,-54.0
203539,-3.5,16.1,-27.4
203546,16.5,28.3,32.9
203552,25.4,-168.0,106.9
203558,25.7,-115.7,88.6
203564,-18.9,93.7,17.2
203571,-41.8,68.3,-44.8
203577,-29.4,-76.3,-54.0
203583,14.6,1.8,-8.6
203589,16.1,-1.3,43.2
203596,3.9,15.8,43.7
203602,1.0,7.4,29.5
203608,3.8,-50.6,36.3
203614,6.0,-30.3,28.0
203621,5.0,-35.8,17.0
203627,34.6,0.0,1.6
203633,-9.1,94.1,33.2
203639,-27.7,5.8,41.1
203646,-14.5,-6.7,-39.7
203652,1.7,116.6,-103.1
203658,4.2,75.8,-60.2
203664,-15.7,44.1,-38.0
203671,-25.4,4.1,-49.2
203677,-24.6,-21.0,-46.5
203683,-11.2,13.9,-23.8
203689,22.0,17.5,16.9
203696,14.0,-55.2,63.9
203702,6.6,-123.8,75.1
203708,-10.8,16.4,41.5
203714,-14.0,21.1,-22.6
203721,-9.8,-56.1,-59.0
203727,14.7,4.9,-27.3
203733,8.4,-10.1,22.4
203739,-5.2,-10.1,5.6
203746,-22.1,-1.9,-24.7
203752,-38.0,6.6,14.4
203758,-24.5,-6.0,32.4
203764,-7.0,24.6,3.9
203771,45.5,-28.3,2.8
203777,12.2,98.6,29.7
203783,-26.0,-0.2,59.9
203789,-7.7,-22.5,-2.6
203796,-0.3,133.9,-82.8
203802,1.6,76.6,-67.5
203808,-0.9,24.7,-43.0
203814,-6.2,-7.8,-38.9
203821,3.7,-32.4,-28.9
203827,22.0,2.8,-8.0
203833,31.2,-15.2,37.8
203839,17.7,-55.8,86.9
203846,21.0,-105.9,88.9
203852,-13.0,38.7,24.3
203858,-22.8,-10.4,-37.9
203864,-13.2,-49.2,-65.1
203871,22.6,25.3,-9.5
203877,8.4,-10.0,54.0
203883,-2.5,1.7,51.3
203889,-1.2,-12.5,35.5
203896,-5.4,-35.0,32.9
203902,-14.4,-51.6,29.6
203908,-16.3,5.8,7.4
203914,-5.8,-45.8,21.7
