time,ax,ay,az
286027,-338,-297,1181
286033,-326,-188,1019
286039,-129,-268,963
286046,0,-343,950
286052,190,-344,811
286058,227,-336,811
286064,193,-322,905
286071,248,-218,916
286077,206,-334,979
286083,164,-376,909
286089,202,-254,945
286096,325,-289,942
286102,305,-305,861
286108,205,-251,946
286114,184,-273,934
286121,107,-408,1020
286127,56,-515,1055
286133,109,-391,977
286139,225,-338,890
286146,327,-301,894
286152,403,-289,898
286158,374,-296,920
286164,314,-285,892
286171,287,-314,852
286177,266,-342,884
286183,319,-338,874
286189,369,-427,873
286196,327,-456,924
286202,313,-488,948
286208,310,-469,950
286214,297,-438,931
286221,333,-354,872
286227,339,-370,865
286233,357,-359,857
286239,392,-351,831
286246,398,-392,865
286252,367,-419,898
286258,373,-417,857
286264,371,-392,852
286271,409,-387,854
286277,419,-389,831
286283,356,-418,868
286289,319,-402,879
286296,335,-421,882
286302,351,-424,879
286308,360,-441,891
286314,384,-434,877
286321,365,-439,876
286327,350,-365,868
286333,370,-377,874
286339,360,-358,834
286346,366,-369,854
286352,384,-378,849
286358,387,-409,882
286364,391,-426,871
286371,386,-392,852
286377,386,-371,834
286383,416,-383,855
286389,424,-383,852
286396,371,-363,848
286402,357,-377,857
286408,356,-380,870
286414,404,-410,869
286421,399,-428,860
286427,373,-428,869
286433,350,-416,869
286439,347,-409,866
286446,398,-409,864
286452,401,-435,851
286458,394,-410,820
286464,372,-422,860
286471,375,-413,865
286477,378,-411,854
286483,365,-409,875
286489,387,-418,855
286496,397,-409,851
286502,380,-405,860
286508,385,-396,844
286514,370,-396,850
286521,401,-413,835
286527,425,-427,817
286533,386,-446,853
286539,401,-466,849
286546,411,-475,803
286552,442,-466,752
286558,488,-493,744
286564,443,-451,724
286571,421,-395,782
286577,454,-380,730
286583,347,-350,806
286589,296,-329,787
286596,221,-284,709
286602,274,-239,680
286608,293,-192,606
286614,329,-140,532
286621,393,-192,535
286627,592,-64,553
286633,911,-27,655
286639,1051,319,559
286646,780,161,578
286652,195,-123,653
286658,-321,-693,620
286664,-766,-653,-104
286671,-1482,-716,-581
286677,-1998,-273,-706
286683,-1998,-319,-394
286689,-1998,-375,-685
286696,-1998,-366,-1061
286702,-1998,-239,-1137
286708,-1998,556,-745
286714,-1853,620,-259
286721,-1403,-10,-63
286727,-1105,-130,-105
286733,-1279,172,-126
286739,-1649,234,-84
286746,-1994,-43,-359
286752,-1494,46,-529
286758,-1383,-134,-483
286764,-1386,-281,-614
286771,-1354,-290,-698
286777,-1263,-231,-545
286783,-1305,-196,-454
286789,-1124,-171,-520
286796,-1017,-165,-509
286802,-886,-194,-523
286808,-739,-201,-528
286814,-666,-513,-400
286821,-588,-535,-385
286827,-867,-686,-178
286833,-1014,-531,-410
286839,-1812,-506,-655
286846,-1998,-354,-684
286852,-1998,-101,-136
286858,-1721,-38,493
286864,-1433,-27,519
286871,-1188,-340,-207
286877,-969,-280,-480
286883,-1263,37,-384
286889,-1669,-42,-135
286896,-1974,-47,-230
286902,-1453,183,-464
286908,-1576,-69,-496
286914,-1441,-371,-584
286921,-1046,-175,-613
286927,-761,-105,-417
286933,-721,-184,-220
286939,-757,-251,-129
286946,-851,-343,-173
286952,-917,-459,-302
286958,-833,-635,-498
286964,-867,-630,-552
286971,-1041,-454,-551
286977,-1998,-312,-401
286983,-1915,-99,-193
286989,-1614,63,221
286996,-1183,180,195
287002,-902,32,-137
287008,-869,-142,-135
