time,wx,wy,wz
99572,95.2,-20.7,-4.1
99584,113.8,-42.4,-16.1
99596,54.8,54.9,-76.7
99608,-32.8,88.0,-79.3
99619,-75.9,-99.8,81.3
99626,-107.8,-140.0,37.4
99633,-152.8,-70.2,28.9
99645,-181.5,-62.4,58.1
99655,-91.6,-128.0,52.2
99661,-12.9,-157.4,65.5
99667,41.2,-166.3,72.5
99678,112.3,32.2,-28.2
99685,96.2,180.8,-114.5
99711,110.1,-16.4,-6.9
99723,103.1,-11.2,-30.4
99730,84.9,16.3,-33.8
99737,14.7,77.5,-76.2
99744,-73.8,86.7,-108.5
99750,-119.8,33.4,-18.4
99756,-98.9,-102.7,106.1
99762,-136.5,-232.8,74.5
99769,-107.3,-100.0,28.3
99775,-124.0,-29.6,78.8
99781,-129.3,-74.1,109.6
99787,-93.4,-117.1,85.6
99794,-66.1,-161.2,59.0
99800,-6.6,-169.4,46.9
99806,109.4,-116.9,20.7
99812,195.0,-18.1,-70.6
99819,153.0,183.4,-159.9
99825,-10.6,277.7,-145.2
99831,-4.4,212.2,-101.0
99837,199.0,24.9,-48.6
99844,249.9,-39.2,-22.9
99850,184.1,-28.9,-47.8
99856,129.7,-10.5,-58.8
99862,106.4,35.0,-21.0
99869,-14.7,184.8,3.9
99875,21.9,14.7,51.1
99881,56.8,-61.5,124.7
99887,5.8,-217.1,212.8
99894,-13.8,-53.1,174.3
99900,-11.3,58.5,106.3
99906,37.8,22.6,77.6
99912,107.4,-35.9,64.3
99919,112.7,-7.6,25.1
99925,101.3,-29.6,0.0
99931,88.9,-43.4,-14.8
99937,125.3,-88.6,7.2
99944,123.1,-131.1,17.3
99950,193.2,108.9,15.5
99956,232.5,-64.8,10.6
99962,-30.5,-5.7,44.8
99969,96.8,-120.5,74.9
99975,88.8,14.9,30.5
99981,32.5,52.0,24.7
99987,66.0,76.7,78.4
99994,684.2,-372.3,23.5
100000,7.2,-78.3,-21.2
100006,-33.3,56.2,75.8
100012,10.7,20.6,127.6
100019,-79.3,-55.9,210.3
100025,-42.2,-17.3,296.5
100031,451.8,-156.2,245.4
100037,70.2,37.8,17.3
100044,-183.1,146.4,-63.9
100050,-79.0,-101.8,-93.5
100056,-71.0,-166.5,-158.1
100062,25.8,-165.9,-184.3
100069,-17.1,-151.0,-136.9
100075,-68.1,38.4,-56.7
100081,2.1,90.3,-26.7
100087,63.5,17.5,9.6
100094,43.5,104.5,-62.3
100100,-15.6,97.7,-1.7
100106,59.6,-84.5,41.0
100112,128.1,-118.1,40.4
100119,119.0,-25.2,1.1
100125,0.9,36.6,-23.4
100131,-42.6,22.2,-45.5
100137,-7.9,-17.0,-35.1
100144,10.0,10.9,-55.1
100150,56.8,3.7,-62.0
100156,82.8,17.0,-54.4
100162,34.5,20.8,-34.0
100169,-30.0,143.2,14.2
100175,-63.7,52.1,55.2
100181,-57.2,-89.3,86.0
100187,-19.1,-80.4,83.6
100194,-30.7,-36.8,90.0
100200,-4.8,-103.4,101.3
100206,49.1,-148.8,108.8
100212,56.0,-135.0,71.0
100219,22.8,14.9,-80.4
100225,6.9,91.7,-170.2
100231,-42.5,214.9,-197.3
100237,-80.4,222.9,-143.2
100244,-40.5,29.0,-78.6
100250,-54.2,-69.4,-13.9
100256,-77.2,8.5,27.7
100262,-78.6,-25.3,40.1
100269,-78.1,-65.5,41.0
100275,-63.1,-71.8,42.2
100281,-27.5,-104.1,9.3
100287,68.6,-99.9,1.9
100294,152.1,-94.9,18.8
100300,174.3,-0.8,-28.1
100306,33.8,152.3,-61.3
100312,-49.7,155.8,-62.3
100319,8.4,5.6,11.2
100325,36.6,-138.0,83.1
100331,39.2,-120.8,92.0
100337,51.4,-94.7,70.8
100344,55.5,-36.9,2.1
100350,43.4,5.8,-77.9
100356,39.9,84.1,-127.4
100362,28.7,154.0,-166.9
100369,36.6,138.8,-211.8
100375,-0.6,110.8,-120.4
100381,-86.3,2.2,-35.6
100387,-116.8,-119.9,3.8
100394,-128.2,-65.0,24.1
100400,-108.7,7.6,56.2
100406,-125.1,4.9,44.3
100412,-109.9,-88.2,14.2
100419,-71.7,-79.8,1.8
100425,32.1,-124.0,32.9
100431,129.7,-42.6,95.6
100437,151.6,20.8,-1.8
100444,93.6,159.3,-67.9
100450,-46.8,171.6,-39.6
100456,-4.2,77.5,-7.7
100462,95.2,-111.4,11.1
100469,90.5,-42.0,27.0
100475,66.7,54.7,0.4
100481,28.2,26.6,-62.6
100487,-15.4,71.4,-110.7
100494,-46.6,132.2,-121.5
100500,2.7,82.8,-128.9
100506,11.6,-90.2,-40.3
100512,-29.0,-60.0,112.9
100519,-59.4,-132.0,161.5
100525,-95.9,-198.3,124.6
100531,-92.7,-110.1,66.1
100537,-117.6,40.2,53.0
100544,-134.9,48.2,77.3
100550,-78.7,-71.3,100.3
100556,10.5,-175.1,107.8
100562,31.3,-119.0,70.0
100569,86.0,-86.3,5.8
100575,91.0,200.5,-66.7
100581,60.0,33.3,-185.9
100587,-50.3,293.5,-192.5
100594,-17.5,158.4,-88.9
100600,16.9,-21.2,-0.6
100606,20.7,-122.9,44.5
100612,57.0,-73.9,56.7
100619,49.0,-45.2,47.9
100625,34.8,-10.9,28.7
100631,22.7,0.7,8.1
100637,30.6,23.7,-11.2
100644,29.9,45.5,-0.3
100650,43.6,-0.1,6.0
100656,73.9,-34.1,-27.3
100662,32.6,-7.7,-11.6
100669,0.5,-62.3,0.0
100675,19.8,-53.9,-0.3
100681,-26.0,59.5,3.0
100687,-78.6,102.6,-3.4
100694,-81.6,21.9,-16.0
100700,-47.0,-149.9,4.9
100706,-18.9,-56.1,31.4
100712,-21.2,-59.5,2.3
100719,8.7,-48.7,-25.3
100725,9.2,2.5,12.1
100731,-64.7,188.7,31.7
100737,-79.1,16.2,12.7
100744,10.8,-91.0,44.8
100750,61.7,-43.1,61.8
100756,48.4,8.3,56.0
100762,16.8,-28.7,11.1
100769,27.3,63.7,-28.0
100775,32.1,60.8,-67.6
100781,31.0,72.7,-71.9
