time,wx,wy,wz
161786,-2.5,1.8,-1.1
161793,-1.3,0.9,-1.6
161814,-1.2,2.8,-0.3
161910,-1.0,-0.8,2.1
161922,2.1,0.4,2.0
161957,-2.8,0.0,-1.2
161978,-0.5,2.2,0.6
161985,-1.6,1.5,0.5
161991,-1.6,1.6,0.2
161997,-1.4,2.7,-0.1
162003,-5.0,2.5,1.6
162010,-9.2,3.7,0.7
162016,-7.2,2.8,-2.8
162022,-2.1,3.7,-3.9
162028,0.3,2.2,-0.4
162035,-0.6,3.6,0.7
162041,-1.6,1.9,1.3
162047,-0.7,1.2,1.1
162053,-0.7,1.1,0.8
162060,-2.8,2.2,1.4
162066,-2.9,4.6,0.0
162072,-1.6,4.1,-3.0
162078,-0.5,1.1,-2.9
162085,-0.4,2.3,-0.8
162091,-0.5,2.5,-0.7
162097,-1.1,0.6,0.0
162103,0.1,0.7,-0.1
162110,0.6,0.0,-0.4
162116,-0.5,1.5,-0.4
162122,-1.6,2.7,0.0
162128,-1.9,1.4,-1.3
162135,-1.1,-0.1,-1.1
162141,-0.7,5.3,1.1
162147,-0.3,3.9,-0.4
162153,1.1,0.4,-0.3
162160,3.2,1.1,0.4
162166,1.4,2.1,0.7
162172,-0.1,1.7,0.0
162178,-0.9,2.5,-0.9
162185,-2.0,3.7,-1.6
162191,-1.3,2.5,-0.8
162197,-1.4,3.0,0.4
162203,-0.9,2.3,0.0
162210,-0.6,1.5,0.0
162216,-1.5,1.4,0.4
162222,-2.0,2.1,-0.2
162228,-1.5,3.4,0.0
162235,-1.6,1.8,0.9
162241,-1.6,2.2,0.9
162247,-0.7,-0.1,2.1
162253,-0.4,0.6,3.0
162260,-0.6,1.1,2.0
162266,-1.8,-1.0,2.3
162272,-1.8,0.5,2.5
162278,-0.5,1.7,2.4
162285,-0.2,1.2,2.1
162291,-0.9,0.1,2.1
162297,-1.6,0.1,1.8
162303,-0.7,1.3,1.6
162310,0.2,1.5,2.0
162316,-0.8,2.3,0.7
162322,-2.2,1.2,-0.6
162328,-1.8,1.7,-0.8
162335,-0.3,0.4,-1.2
162341,-0.7,0.5,0.4
162347,-1.7,0.9,0.9
