time,ax,ay,az
113385,-493,-29,937
113391,-409,-84,885
113398,-476,-79,942
113404,-441,-123,908
113410,-469,-61,925
113416,-473,-90,933
113423,-438,-63,873
113429,-509,-45,942
113435,-460,-108,864
113441,-496,-87,951
113448,-455,-88,886
113454,-549,-85,941
113460,-502,-136,909
113466,-504,-128,931
113473,-475,-85,920
113479,-489,-68,968
113485,-399,10,909
113491,-348,-146,895
113498,-355,-66,957
113504,-345,-68,974
113510,-357,-64,1012
113516,-258,-90,906
113523,-280,-47,963
113529,-408,-4,986
113535,-516,116,877
113541,-444,86,749
113548,-148,-251,359
113554,71,-193,-52
113560,275,-190,-7
113566,518,-304,167
113573,913,-209,-158
113579,1016,-504,-79
113585,433,-477,145
113591,-499,-473,486
113598,-948,1053,-543
113604,-751,1048,-1097
113610,-1061,1996,-1523
113616,-1463,1018,-1610
113623,-1465,1238,-1996
113629,-1505,1996,-1996
113635,-1026,866,-878
113641,-675,420,-923
113648,-1068,353,-633
113654,-870,248,-587
113660,-747,212,-463
113666,-674,0,-224
113673,-641,-205,-110
113679,-733,-219,-202
113685,-943,-347,-525
113691,-1196,-253,-716
113698,-1571,220,-934
113704,-1024,506,-688
113710,-1211,724,-330
113716,-1045,553,-103
113723,-754,299,-27
113729,-839,519,-44
113735,-1142,767,-145
113741,-1338,1056,-744
113748,-469,833,-818
113754,33,745,-349
113760,254,1001,-88
113766,525,1736,-694
113773,-137,1603,-480
113779,-267,1004,-840
113785,-734,1038,-1181
113791,-773,-176,-600
113798,-443,-739,-302
113804,-725,-261,-406
113810,-652,184,-198
113816,-669,426,-243
113823,-1475,682,-376
113829,-1764,1706,-1396
113835,-680,1608,-958
113841,-394,1254,242
113848,124,693,693
113854,834,705,788
113860,235,716,518
113866,162,1971,-342
113873,-1799,1996,-916
113879,-1514,1018,-746
113885,-1123,-290,-409
113891,-698,-751,-224
113898,-1153,-207,204
113904,-841,-472,499
113910,-907,-583,268
113916,-1272,632,-203
113923,-1998,1983,-271
113929,982,1575,-1127
113935,557,260,529
113941,-110,404,888
113948,-504,170,587
113954,-1076,193,-86
113960,-1998,318,-793
