time,wx,wy,wz
444607,5.2,11.2,-60.9
444614,10.5,11.6,-57.1
444625,13.1,14.2,-40.9
444642,2.9,-96.7,57.9
444686,-13.7,11.9,7.0
445111,1.2,9.0,1.8
445141,-2.1,2.0,-3.9
445279,-6.0,-1.3,2.5
445310,0.7,14.8,5.8
445316,2.5,8.6,2.5
445322,5.5,6.5,3.1
445329,-2.5,7.1,2.6
445335,-1.9,6.2,1.7
445341,-9.1,5.6,-3.4
445347,-9.6,3.7,-6.1
445354,-10.0,5.8,-5.6
445360,-9.6,2.9,-4.4
445366,-4.7,12.0,-1.7
445372,-7.6,9.3,-3.1
445379,-6.3,10.3,-4.5
445385,0.4,5.5,-4.6
445391,0.5,3.5,-4.4
445397,-2.5,0.9,-2.1
445404,-2.5,0.6,-3.0
445410,-2.0,-6.0,-2.0
445416,-2.5,-5.8,1.4
445422,-1.2,-13.4,1.4
445429,9.8,-10.2,0.7
445435,23.9,-18.9,1.2
445441,8.4,-14.4,4.5
445447,9.2,-16.4,7.9
445454,8.0,-2.9,6.7
445460,4.2,1.4,4.6
445466,1.3,-6.3,0.8
445472,-1.1,-7.5,-0.4
445479,0.2,-4.3,0.2
445485,3.0,4.3,0.8
445491,1.2,8.9,1.6
445497,0.7,10.0,-1.8
445504,-2.2,3.9,-7.1
445510,-3.5,0.1,-9.3
445516,-6.1,1.6,-8.4
445522,-3.2,4.6,-5.8
445529,-0.9,9.2,-1.1
445535,-1.4,6.6,1.3
445541,-1.6,2.5,2.4
445547,-1.3,4.3,4.1
445554,-0.9,3.3,3.5
445560,-1.8,4.0,4.0
445566,-1.8,-0.7,3.6
445572,-3.1,0.0,1.8
445579,-1.4,3.6,1.8
445585,-0.4,0.6,2.3
445591,-1.9,2.3,2.8
445597,-0.8,-0.9,2.4
445604,-0.5,0.9,2.1
445610,-0.2,-3.2,0.5
445616,-1.5,-4.4,-0.1
445622,-3.0,-2.1,0.7
445629,-0.9,-0.9,-1.1
445635,0.0,-1.8,-0.9
445641,0.3,0.9,1.4
445647,0.9,-0.3,0.8
445654,-0.5,1.6,1.6
445660,-0.5,-0.7,2.1
445666,-0.5,0.0,0.8
445672,-1.2,-1.6,0.2
445679,-1.8,-0.2,0.3
445685,-3.5,3.8,2.1
445691,-1.6,2.6,1.3
445697,-0.4,2.2,2.5
445704,-1.5,-0.4,2.8
445710,-2.7,4.9,2.8
445716,-3.7,1.1,2.6
445722,-0.7,-3.9,0.0
445729,4.5,-4.0,1.9
445735,5.0,2.3,8.1
445741,6.3,2.2,10.8
445747,7.4,-2.8,15.1
445754,18.0,-22.1,24.1
445760,40.1,-37.4,34.4
445766,55.7,-98.2,29.5
445772,129.7,-113.4,50.4
445779,199.4,-84.9,81.2
445785,191.9,16.1,101.6
445791,128.1,-91.8,100.1
445797,80.6,-54.5,95.7
445804,46.8,13.0,60.7
445810,-6.0,25.0,3.2
445816,-87.7,90.5,-29.5
445822,-114.5,114.1,-37.3
445829,-134.3,176.6,-33.2
445835,-154.2,270.2,9.7
445841,-194.6,201.6,29.8
445847,-247.3,172.4,26.4
445854,-187.4,252.9,79.5
445860,-114.0,215.1,149.2
445866,41.0,191.9,113.6
445872,66.3,7.1,61.3
445879,75.6,120.4,1.7
445885,97.8,75.6,-30.5
445891,53.5,81.6,-74.6
445897,45.2,149.3,-75.0
445904,-0.5,171.5,-83.1
445910,-35.5,241.9,-74.1
445916,-29.5,76.0,-56.2
445922,-34.0,162.8,-73.0
445929,-38.6,111.0,-70.5
445935,-43.2,85.5,-43.7
445941,13.5,24.7,4.4
445947,-29.1,50.9,-3.2
445954,-43.1,42.9,-4.9
445960,-25.7,-14.4,29.3
445966,-13.0,-4.4,23.2
445972,-50.0,-38.2,-10.7
