time,wx,wy,wz
424178,-0.9,2.5,3.4
424213,0.7,0.3,4.6
424223,-1.6,3.1,4.4
424230,-0.7,3.5,3.5
424251,-2.6,0.0,1.1
424263,-1.3,0.6,3.3
424284,-0.9,2.8,1.7
424300,-1.1,4.3,3.4
424317,0.7,6.6,0.9
424324,0.3,6.7,-1.5
424396,-0.4,-2.2,3.7
424403,0.0,0.9,4.4
424481,-0.7,-1.1,2.1
424492,-0.6,-0.4,2.5
424513,0.1,1.2,2.2
424525,5.3,-0.1,2.1
424531,0.5,1.5,1.4
424563,0.6,2.0,0.0
424581,-3.9,-0.7,-2.3
424595,-0.5,1.0,4.2
424631,-1.6,2.0,-2.6
424659,-3.1,0.9,0.2
424670,-1.6,0.7,-1.8
424687,-0.9,1.6,-1.6
424696,-0.2,1.4,0.4
424703,0.0,3.4,1.6
424729,-0.3,2.8,0.4
424736,-0.4,3.6,1.3
424743,-0.5,1.7,1.3
424774,-0.9,1.1,3.4
424795,-4.0,3.6,0.0
424825,-0.7,2.2,3.9
424898,-1.0,-0.9,1.5
424910,-1.6,-1.1,1.1
424940,-1.2,0.5,0.7
424989,-1.0,2.5,-2.0
424996,-2.1,1.9,-2.5
425031,0.7,0.1,1.9
425055,-0.7,1.9,1.0
425062,-0.2,2.3,2.3
425102,-0.3,-0.2,1.8
425128,-0.4,0.6,2.3
425134,-4.2,5.0,2.5
425140,-3.2,4.3,-1.3
425146,-2.0,3.7,-1.6
425153,-1.4,0.9,-2.7
425159,-1.5,3.0,-0.7
425165,-2.0,1.2,2.0
425171,-2.4,0.3,1.4
425178,-2.0,-0.1,0.7
425184,-1.5,1.1,0.2
425190,0.0,4.4,0.2
425196,0.7,5.3,1.1
425203,1.0,6.3,1.0
425209,0.0,5.1,-0.2
425215,-0.8,5.3,-0.8
425221,-0.7,4.0,-1.8
425228,-0.7,1.4,-1.2
425234,0.4,2.3,-1.1
425240,-1.5,-4.9,-2.4
425246,-5.1,-7.4,-1.7
425253,-5.6,-1.8,-0.4
425259,-1.4,-1.8,1.4
425265,1.8,-3.3,1.6
425271,2.4,-0.9,0.2
425278,0.0,-2.0,-2.4
425284,-2.5,-1.6,-3.0
425290,-1.2,-1.2,-4.7
425296,1.1,1.4,-3.9
425303,2.6,1.9,-1.1
425309,2.1,2.1,0.6
425315,1.3,3.7,1.8
425321,-0.4,4.0,1.6
